bet_number,bet_side,model_prob,edge,bet_amount,profit,result
51,home,0.53105974,0.031059742,100,-100,loss
52,home,0.71121615,0.21121615,100,-100,loss
53,home,0.69041187,0.19041187,100,100,win
54,home,0.6642507,0.16425067,100,100,win
55,home,0.7459094,0.2459094,100,100,win
56,away,0.33206132,0.16793871,100,-100,loss
57,home,0.88008153,0.38008153,100,100,win
58,home,0.5485306,0.04853058,100,100,win
59,home,0.77470493,0.27470493,100,100,win
60,home,0.74335366,0.24335366,100,100,win
61,home,0.5573707,0.057370722,100,-100,loss
62,home,0.52947795,0.029477954,100,-100,loss
63,home,0.5685439,0.06854391,100,100,win
64,home,0.6727535,0.17275351,100,-100,loss
65,away,0.43270555,0.06729448,100,100,win
66,home,0.70735025,0.20735025,100,100,win
67,home,0.77771354,0.27771354,100,-100,loss
69,home,0.6735081,0.17350811,100,100,win
70,home,0.78823835,0.28823835,100,100,win
71,home,0.54164284,0.041642845,100,100,win
72,home,0.71817887,0.21817887,100,100,win
73,home,0.6055577,0.10555768,100,100,win
75,away,0.34587273,0.15412724,100,100,win
76,home,0.78120273,0.28120273,100,100,win
77,home,0.696455,0.196455,100,100,win
78,home,0.5307536,0.030753613,100,-100,loss
79,away,0.36878875,0.13121128,100,-100,loss
80,home,0.88255346,0.38255346,100,100,win
81,home,0.8552755,0.3552755,100,100,win
82,home,0.71018296,0.21018296,100,100,win
83,home,0.5851576,0.08515757,100,-100,loss
84,away,0.4199083,0.080091715,100,100,win
85,away,0.33415717,0.16584283,100,-100,loss
86,home,0.6224179,0.12241793,100,-100,loss
87,home,0.87832654,0.37832654,100,100,win
88,away,0.47950652,0.020493507,100,-100,loss
89,home,0.7443057,0.24430567,100,-100,loss
90,home,0.66473323,0.16473323,100,-100,loss
93,home,0.82895225,0.32895225,100,100,win
94,home,0.7018753,0.20187533,100,100,win
95,away,0.2566771,0.24332291,100,-100,loss
96,home,0.64156306,0.14156306,100,100,win
99,home,0.75221854,0.25221854,100,100,win
101,home,0.66472334,0.16472334,100,-100,loss
102,home,0.67307943,0.17307943,100,-100,loss
104,home,0.82167834,0.32167834,100,100,win
105,home,0.7838669,0.28386688,100,100,win
106,home,0.85166067,0.35166067,100,-100,loss
107,home,0.75747854,0.25747854,100,100,win
109,home,0.7544013,0.25440133,100,100,win
110,away,0.38647985,0.113520145,100,100,win
111,away,0.42873174,0.07126826,100,-100,loss
112,away,0.36334082,0.13665915,100,-100,loss
113,home,0.5255156,0.025515616,100,100,win
114,home,0.74303186,0.24303186,100,-100,loss
115,home,0.66115344,0.16115344,100,100,win
116,away,0.4272771,0.07272291,100,-100,loss
117,away,0.38361108,0.11638892,100,100,win
118,home,0.7555382,0.25553823,100,100,win
119,away,0.24676575,0.25323427,100,100,win
120,away,0.3398296,0.16017044,100,100,win
121,home,0.6251216,0.1251216,100,100,win
122,away,0.22779912,0.27220088,100,100,win
123,away,0.4380539,0.061946094,100,-100,loss
124,home,0.7572213,0.25722128,100,100,win
125,home,0.65364957,0.15364957,100,100,win
126,home,0.6396021,0.13960212,100,-100,loss
127,home,0.648237,0.14823699,100,-100,loss
128,away,0.25172704,0.24827296,100,-100,loss
129,home,0.5350399,0.0350399,100,100,win
130,away,0.44892135,0.051078677,100,100,win
132,away,0.44586596,0.05413401,100,100,win
133,away,0.33638716,0.16361284,100,100,win
135,home,0.7117607,0.2117607,100,-100,loss
136,home,0.58950084,0.089500844,100,100,win
137,home,0.52717197,0.02717197,100,100,win
138,home,0.70725274,0.20725274,100,-100,loss
139,away,0.4400272,0.059972763,100,-100,loss
141,home,0.6488241,0.1488241,100,100,win
142,home,0.6221737,0.12217373,100,100,win
143,home,0.6986323,0.1986323,100,100,win
144,home,0.5983769,0.09837693,100,100,win
145,home,0.9241809,0.42418092,100,100,win
146,away,0.27987918,0.22012079,100,-100,loss
147,home,0.71815157,0.21815157,100,100,win
148,home,0.83008546,0.33008546,100,100,win
149,away,0.43007573,0.069924235,100,100,win
150,home,0.87135863,0.37135863,100,100,win
151,away,0.37674725,0.12325275,100,-100,loss
152,home,0.8227051,0.3227051,100,100,win
155,home,0.7444207,0.2444207,100,100,win
156,home,0.6661646,0.16616458,100,-100,loss
157,home,0.62961286,0.12961286,100,100,win
158,home,0.6561005,0.15610051,100,-100,loss
159,away,0.35750872,0.14249128,100,100,win
160,away,0.42666423,0.07333577,100,100,win
161,home,0.74558944,0.24558944,100,-100,loss
162,away,0.23881973,0.26118028,100,100,win
163,home,0.6610255,0.16102552,100,-100,loss
164,home,0.590418,0.09041798,100,-100,loss
165,away,0.33321637,0.16678363,100,100,win
166,home,0.6567741,0.1567741,100,100,win
167,away,0.43219146,0.06780851,100,100,win
168,away,0.4158341,0.08416593,100,100,win
169,home,0.54315907,0.043159068,100,-100,loss
170,away,0.39573178,0.10426819,100,-100,loss
171,home,0.58843666,0.08843666,100,-100,loss
172,home,0.5400321,0.04003209,100,100,win
173,home,0.5657316,0.065731585,100,-100,loss
174,home,0.8656325,0.36563247,100,100,win
175,home,0.5963978,0.09639782,100,-100,loss
176,home,0.74289584,0.24289584,100,-100,loss
178,home,0.64878356,0.14878356,100,-100,loss
179,away,0.2960434,0.2039566,100,100,win
180,away,0.2922128,0.20778716,100,-100,loss
181,away,0.24627572,0.25372428,100,-100,loss
183,away,0.39040968,0.10959029,100,100,win
184,home,0.765808,0.265808,100,100,win
186,home,0.52598625,0.025986254,100,-100,loss
187,home,0.6605443,0.16054428,100,100,win
188,away,0.18831816,0.31168187,100,100,win
190,home,0.8461265,0.3461265,100,100,win
191,home,0.61426735,0.11426735,100,-100,loss
192,away,0.29073927,0.2092607,100,100,win
193,away,0.44221923,0.057780743,100,-100,loss
194,home,0.5678591,0.06785911,100,100,win
195,home,0.83552754,0.33552754,100,100,win
196,home,0.62218213,0.12218213,100,-100,loss
197,away,0.4766991,0.023300886,100,100,win
198,away,0.46430656,0.035693407,100,-100,loss
199,home,0.5436103,0.043610275,100,-100,loss
200,away,0.45231605,0.047683954,100,100,win
201,home,0.7377132,0.23771322,100,100,win
202,home,0.5436792,0.043679178,100,-100,loss
203,home,0.7291135,0.22911352,100,-100,loss
204,home,0.91614157,0.41614157,100,100,win
205,home,0.7461175,0.24611747,100,100,win
206,away,0.46589887,0.03410113,100,-100,loss
207,home,0.73994154,0.23994154,100,100,win
208,away,0.44865048,0.05134952,100,100,win
210,home,0.8091544,0.3091544,100,100,win
211,away,0.42999637,0.07000363,100,-100,loss
212,home,0.6156743,0.11567432,100,100,win
213,away,0.3149673,0.18503273,100,-100,loss
214,home,0.82947206,0.32947206,100,100,win
215,home,0.7109387,0.21093869,100,100,win
216,home,0.824478,0.32447797,100,-100,loss
217,home,0.81394064,0.31394064,100,100,win
218,home,0.62568766,0.12568766,100,-100,loss
219,home,0.6570174,0.15701741,100,100,win
220,away,0.38920578,0.11079419,100,-100,loss
221,home,0.5479884,0.047988415,100,-100,loss
222,home,0.8196611,0.31966108,100,100,win
223,home,0.75154424,0.25154424,100,-100,loss
224,home,0.810047,0.31004697,100,100,win
225,home,0.56912434,0.06912434,100,100,win
226,away,0.4319576,0.0680424,100,100,win
227,away,0.39806816,0.10193181,100,-100,loss
228,home,0.79473156,0.29473156,100,100,win
229,home,0.6736184,0.17361838,100,100,win
230,away,0.39176556,0.108234406,100,-100,loss
231,away,0.3083562,0.19164383,100,-100,loss
232,home,0.6976643,0.19766432,100,-100,loss
233,away,0.26368156,0.23631847,100,100,win
234,home,0.5643911,0.06439108,100,-100,loss
235,home,0.71051794,0.21051794,100,100,win
236,home,0.62340516,0.12340516,100,100,win
237,home,0.69668156,0.19668156,100,100,win
238,away,0.2757739,0.22422612,100,100,win
239,home,0.8003563,0.30035633,100,100,win
240,away,0.2007258,0.2992742,100,100,win
241,home,0.85108435,0.35108435,100,100,win
242,home,0.88152903,0.38152903,100,100,win
243,home,0.96329755,0.46329755,100,100,win
244,away,0.46809596,0.03190404,100,100,win
245,home,0.9299782,0.4299782,100,-100,loss
246,home,0.56674063,0.06674063,100,100,win
247,away,0.43510252,0.06489748,100,-100,loss
248,home,0.71183413,0.21183413,100,-100,loss
249,away,0.33346328,0.16653669,100,-100,loss
250,home,0.7768613,0.2768613,100,100,win
251,home,0.6157338,0.1157338,100,100,win
252,home,0.667762,0.16776198,100,100,win
253,home,0.58865124,0.08865124,100,100,win
254,home,0.8933234,0.39332342,100,100,win
255,home,0.6550498,0.1550498,100,100,win
256,home,0.7654472,0.2654472,100,-100,loss
257,away,0.31384525,0.18615472,100,-100,loss
258,home,0.567488,0.067488015,100,100,win
259,home,0.6328496,0.13284957,100,-100,loss
260,away,0.20901921,0.29098082,100,100,win
261,home,0.68299264,0.18299264,100,100,win
262,away,0.24948317,0.25051683,100,-100,loss
263,home,0.54572785,0.04572785,100,100,win
264,home,0.7730717,0.2730717,100,-100,loss
265,home,0.5734307,0.07343072,100,100,win
266,home,0.58321655,0.08321655,100,100,win
267,home,0.9006493,0.4006493,100,100,win
268,home,0.70805043,0.20805043,100,-100,loss
269,home,0.81877947,0.31877947,100,100,win
270,away,0.46728325,0.03271675,100,-100,loss
271,away,0.2517254,0.24827456,100,-100,loss
272,away,0.37309048,0.1269095,100,100,win
273,home,0.87568164,0.37568164,100,100,win
274,home,0.8101527,0.3101527,100,-100,loss
275,home,0.5458829,0.04588288,100,-100,loss
276,away,0.38178185,0.11821818,100,100,win
277,home,0.74640596,0.24640596,100,100,win
278,away,0.36209324,0.13790679,100,-100,loss
279,home,0.81103945,0.31103945,100,100,win
280,home,0.75372374,0.25372374,100,100,win
281,home,0.63992935,0.13992935,100,100,win
282,away,0.31378385,0.18621612,100,100,win
283,home,0.7021006,0.20210057,100,100,win
284,home,0.59023863,0.09023863,100,100,win
285,home,0.6789247,0.17892468,100,-100,loss
286,away,0.44687906,0.05312097,100,100,win
287,away,0.37188798,0.12811202,100,100,win
288,away,0.27685907,0.22314095,100,-100,loss
290,away,0.37964654,0.12035346,100,-100,loss
291,away,0.18320388,0.31679612,100,-100,loss
292,home,0.57777995,0.07777995,100,-100,loss
293,home,0.6120813,0.11208129,100,100,win
294,away,0.30834833,0.1916517,100,-100,loss
295,away,0.34585539,0.15414464,100,-100,loss
296,home,0.607315,0.107315004,100,100,win
297,home,0.87715125,0.37715125,100,100,win
298,home,0.6826557,0.18265569,100,100,win
299,away,0.4230664,0.07693362,100,100,win
300,home,0.8691877,0.3691877,100,100,win
301,away,0.22219908,0.27780092,100,100,win
302,home,0.5504554,0.05045539,100,-100,loss
304,away,0.32233113,0.17766887,100,100,win
305,home,0.6807887,0.1807887,100,100,win
307,home,0.6715919,0.17159188,100,100,win
308,away,0.2885055,0.2114945,100,100,win
309,home,0.6514167,0.15141672,100,-100,loss
310,home,0.66791856,0.16791856,100,100,win
311,away,0.35548759,0.14451241,100,100,win
312,away,0.40500915,0.09499085,100,100,win
313,home,0.8506196,0.3506196,100,-100,loss
314,home,0.59935516,0.09935516,100,-100,loss
315,home,0.59448475,0.09448475,100,100,win
316,home,0.8297855,0.32978553,100,100,win
317,home,0.81984353,0.31984353,100,100,win
318,home,0.5211183,0.021118283,100,100,win
319,home,0.54914033,0.049140334,100,100,win
320,away,0.181568,0.31843197,100,100,win
321,home,0.8652122,0.3652122,100,100,win
322,away,0.40893307,0.09106696,100,100,win
323,home,0.8387362,0.33873618,100,100,win
324,home,0.82423866,0.32423866,100,100,win
325,away,0.3940247,0.10597527,100,-100,loss
326,home,0.5924154,0.09241539,100,-100,loss
328,home,0.73104995,0.23104995,100,100,win
329,away,0.35972396,0.14027607,100,100,win
330,away,0.29386812,0.20613188,100,100,win
331,home,0.78860795,0.28860795,100,100,win
332,home,0.596485,0.09648502,100,100,win
333,away,0.26224437,0.23775566,100,-100,loss
334,home,0.7186737,0.2186737,100,100,win
335,away,0.46510702,0.034892976,100,-100,loss
337,home,0.86095506,0.36095506,100,100,win
338,home,0.64613414,0.14613414,100,100,win
339,away,0.07526642,0.42473358,100,100,win
340,home,0.63627964,0.13627964,100,-100,loss
341,away,0.3472282,0.15277183,100,100,win
342,home,0.5682023,0.06820232,100,100,win
343,home,0.6103227,0.110322714,100,100,win
344,home,0.5894935,0.08949351,100,100,win
345,home,0.86985433,0.36985433,100,100,win
346,away,0.26562786,0.23437214,100,100,win
348,home,0.7921571,0.2921571,100,100,win
349,home,0.57325315,0.073253155,100,100,win
350,away,0.26762307,0.23237693,100,100,win
351,home,0.5502452,0.050245225,100,100,win
353,away,0.43595475,0.06404525,100,-100,loss
354,home,0.8331906,0.33319062,100,-100,loss
355,away,0.47756505,0.02243495,100,100,win
356,home,0.87205696,0.37205696,100,100,win
357,away,0.39584875,0.10415125,100,-100,loss
358,away,0.4018425,0.098157525,100,-100,loss
359,home,0.74364144,0.24364144,100,-100,loss
360,away,0.25029358,0.24970639,100,-100,loss
361,away,0.30007797,0.19992203,100,100,win
362,home,0.5897755,0.0897755,100,-100,loss
363,home,0.6911289,0.19112891,100,100,win
364,home,0.91532636,0.41532636,100,100,win
365,home,0.77113736,0.27113736,100,100,win
366,away,0.28172025,0.21827972,100,100,win
367,home,0.70715916,0.20715916,100,-100,loss
368,home,0.6209701,0.12097007,100,100,win
369,home,0.62692946,0.12692946,100,100,win
370,home,0.88616556,0.38616556,100,100,win
371,home,0.8360378,0.3360378,100,100,win
372,away,0.2461305,0.25386953,100,100,win
373,home,0.7016425,0.20164251,100,100,win
374,away,0.13364191,0.3663581,100,100,win
375,home,0.82465965,0.32465965,100,100,win
376,home,0.64285624,0.14285624,100,100,win
378,home,0.6353799,0.13537991,100,100,win
379,home,0.80428743,0.30428743,100,-100,loss
381,home,0.8766026,0.3766026,100,100,win
382,home,0.61616844,0.11616844,100,-100,loss
383,home,0.8682591,0.36825907,100,100,win
384,home,0.9424732,0.44247317,100,100,win
385,home,0.8443334,0.3443334,100,-100,loss
386,home,0.70232445,0.20232445,100,100,win
388,home,0.658497,0.15849698,100,100,win
389,home,0.77481794,0.27481794,100,-100,loss
390,home,0.88688165,0.38688165,100,100,win
391,home,0.5748244,0.07482439,100,100,win
392,away,0.3431399,0.15686011,100,-100,loss
393,home,0.63285005,0.13285005,100,100,win
394,away,0.42287385,0.077126145,100,100,win
395,home,0.7055962,0.20559621,100,-100,loss
396,away,0.40099284,0.09900713,100,100,win
397,away,0.27751213,0.22248787,100,100,win
398,home,0.7636314,0.2636314,100,100,win
399,home,0.802621,0.302621,100,100,win
401,away,0.38560903,0.11439097,100,100,win
402,away,0.44412014,0.05587983,100,100,win
403,home,0.53234524,0.032345235,100,-100,loss
404,home,0.6282432,0.12824321,100,-100,loss
405,home,0.6688726,0.1688726,100,100,win
406,away,0.28505993,0.21494007,100,-100,loss
407,home,0.75253016,0.25253016,100,100,win
408,home,0.53018165,0.030181646,100,100,win
409,home,0.7464463,0.24644631,100,100,win
410,home,0.5875886,0.08758861,100,-100,loss
411,home,0.53661335,0.036613345,100,100,win
412,home,0.9026022,0.4026022,100,100,win
413,home,0.8373169,0.33731687,100,100,win
414,home,0.9274539,0.42745388,100,100,win
415,away,0.43075663,0.06924337,100,100,win
416,home,0.6764596,0.17645961,100,100,win
417,home,0.8214801,0.3214801,100,-100,loss
418,away,0.4592313,0.040768743,100,100,win
419,away,0.2479102,0.2520898,100,100,win
420,home,0.8025972,0.30259722,100,100,win
421,home,0.8099778,0.30997783,100,100,win
423,home,0.7613548,0.2613548,100,100,win
424,home,0.58162177,0.081621766,100,-100,loss
425,home,0.68647385,0.18647385,100,-100,loss
426,away,0.22729999,0.2727,100,100,win
427,home,0.58773834,0.087738335,100,-100,loss
428,home,0.6267463,0.1267463,100,-100,loss
429,home,0.7774303,0.2774303,100,-100,loss
430,away,0.34041372,0.15958631,100,-100,loss
432,away,0.37500015,0.12499988,100,100,win
436,away,0.19932763,0.30067235,100,-100,loss
437,home,0.5400478,0.040047824,100,-100,loss
438,home,0.7120497,0.21204972,100,100,win
439,home,0.78885585,0.28885585,100,-100,loss
440,home,0.821458,0.32145798,100,-100,loss
441,home,0.5635124,0.063512385,100,100,win
442,away,0.34200448,0.15799552,100,100,win
443,home,0.8104792,0.31047922,100,100,win
444,away,0.42528927,0.07471073,100,-100,loss
445,away,0.42087996,0.07912004,100,100,win
446,home,0.53406423,0.034064233,100,-100,loss
447,away,0.43748423,0.062515736,100,100,win
448,away,0.18928763,0.31071234,100,100,win
449,away,0.4455581,0.05444193,100,100,win
450,home,0.9228885,0.42288852,100,100,win
451,home,0.528029,0.028029025,100,-100,loss
452,home,0.95413953,0.45413953,100,100,win
453,home,0.7812835,0.2812835,100,100,win
454,home,0.72791505,0.22791505,100,100,win
455,away,0.37256,0.12743998,100,100,win
456,away,0.38171414,0.118285894,100,100,win
457,home,0.8599378,0.3599378,100,100,win
458,away,0.32837597,0.17162406,100,100,win
459,home,0.9322599,0.43225992,100,100,win
460,home,0.91849667,0.41849667,100,100,win
461,home,0.6349597,0.1349597,100,-100,loss
463,away,0.4214056,0.07859439,100,-100,loss
464,home,0.73888326,0.23888326,100,100,win
465,home,0.7201637,0.2201637,100,-100,loss
466,home,0.5398768,0.03987682,100,-100,loss
467,away,0.40787387,0.09212613,100,-100,loss
468,home,0.67409116,0.17409116,100,-100,loss
469,away,0.46675715,0.03324282,100,-100,loss
470,home,0.5569405,0.056940496,100,100,win
471,home,0.6819465,0.18194652,100,100,win
472,home,0.80455923,0.30455923,100,100,win
473,away,0.4257455,0.07425451,100,-100,loss
474,home,0.73421586,0.23421586,100,-100,loss
475,home,0.81157327,0.31157327,100,100,win
476,home,0.8854759,0.38547587,100,100,win
477,away,0.24800754,0.25199246,100,100,win
478,away,0.46447992,0.035520077,100,100,win
479,home,0.66960925,0.16960925,100,100,win
480,home,0.9158066,0.4158066,100,100,win
481,home,0.5726955,0.07269549,100,100,win
482,home,0.5952756,0.09527558,100,100,win
483,away,0.42915267,0.07084733,100,-100,loss
485,home,0.84466225,0.34466225,100,100,win
486,home,0.7278741,0.2278741,100,-100,loss
487,away,0.42700365,0.07299638,100,-100,loss
489,home,0.62677985,0.12677985,100,100,win
490,home,0.9109154,0.41091537,100,-100,loss
491,home,0.77499443,0.27499443,100,100,win
492,home,0.8680389,0.3680389,100,100,win
493,home,0.7389024,0.23890239,100,100,win
494,home,0.62395644,0.12395644,100,-100,loss
495,away,0.35266125,0.14733875,100,100,win
496,home,0.6078617,0.1078617,100,100,win
497,home,0.54206103,0.04206103,100,-100,loss
498,home,0.7434018,0.24340183,100,100,win
499,home,0.701833,0.20183301,100,100,win
500,away,0.4682837,0.031716287,100,100,win
501,home,0.71180457,0.21180457,100,100,win
502,home,0.77762455,0.27762455,100,100,win
503,home,0.6823049,0.18230492,100,100,win
504,away,0.44990382,0.050096154,100,-100,loss
505,home,0.8627038,0.3627038,100,100,win
506,away,0.32851622,0.17148376,100,100,win
507,home,0.5311813,0.031181276,100,-100,loss
508,home,0.5229976,0.022997618,100,100,win
509,home,0.8238496,0.32384962,100,-100,loss
510,home,0.7950169,0.29501688,100,100,win
511,home,0.84904605,0.34904605,100,-100,loss
512,home,0.8265107,0.32651073,100,100,win
514,away,0.44013867,0.059861302,100,-100,loss
515,home,0.6507345,0.15073448,100,100,win
516,home,0.7110775,0.21107751,100,-100,loss
517,home,0.89779943,0.39779943,100,100,win
518,away,0.31660432,0.18339568,100,100,win
519,away,0.23516749,0.2648325,100,-100,loss
520,home,0.6023534,0.102353394,100,100,win
521,home,0.8531273,0.3531273,100,100,win
522,home,0.9404056,0.4404056,100,-100,loss
523,away,0.40909302,0.09090698,100,-100,loss
525,away,0.25789142,0.24210858,100,100,win
526,home,0.7222402,0.22224021,100,100,win
527,home,0.78969043,0.28969043,100,-100,loss
528,home,0.6361984,0.1361984,100,100,win
529,home,0.5807338,0.080733776,100,-100,loss
530,home,0.5253398,0.025339782,100,100,win
531,home,0.9547074,0.45470738,100,100,win
532,home,0.7677709,0.2677709,100,-100,loss
533,home,0.6823951,0.1823951,100,-100,loss
534,away,0.354348,0.145652,100,-100,loss
535,home,0.75487846,0.25487846,100,100,win
536,home,0.64952654,0.14952654,100,100,win
537,home,0.89241326,0.39241326,100,-100,loss
538,home,0.5476769,0.04767692,100,100,win
539,away,0.24302949,0.25697052,100,100,win
540,away,0.28574276,0.21425724,100,100,win
541,home,0.56301355,0.06301355,100,100,win
542,away,0.4373191,0.0626809,100,100,win
543,home,0.904873,0.404873,100,100,win
545,away,0.31672078,0.18327922,100,100,win
546,away,0.46324974,0.036750257,100,100,win
547,away,0.3876846,0.11231542,100,-100,loss
548,home,0.7471656,0.24716562,100,100,win
549,away,0.2539698,0.24603021,100,100,win
550,home,0.8409784,0.34097838,100,100,win
551,home,0.92992955,0.42992955,100,100,win
552,away,0.34098563,0.15901434,100,100,win
554,away,0.39805126,0.10194874,100,-100,loss
555,home,0.76710045,0.26710045,100,100,win
556,home,0.70829093,0.20829093,100,100,win
557,home,0.5919993,0.09199929,100,100,win
558,home,0.9325357,0.4325357,100,100,win
559,away,0.43856898,0.06143105,100,-100,loss
560,away,0.46776867,0.03223133,100,100,win
561,home,0.6208549,0.120854914,100,100,win
562,home,0.55829865,0.058298647,100,-100,loss
563,home,0.7331477,0.23314768,100,100,win
564,home,0.62199223,0.12199223,100,100,win
565,home,0.7641546,0.2641546,100,100,win
566,home,0.6631666,0.16316658,100,100,win
568,home,0.677382,0.17738199,100,-100,loss
569,home,0.5350583,0.03505832,100,100,win
570,away,0.36811787,0.13188213,100,100,win
571,away,0.31959885,0.18040115,100,100,win
572,home,0.67597896,0.17597896,100,-100,loss
573,home,0.8811383,0.38113832,100,100,win
574,home,0.67284846,0.17284846,100,100,win
575,away,0.37153417,0.12846583,100,100,win
576,home,0.6570709,0.15707088,100,-100,loss
577,home,0.83316994,0.33316994,100,100,win
578,home,0.7228781,0.2228781,100,100,win
580,home,0.91976243,0.41976243,100,100,win
581,home,0.64236486,0.14236486,100,100,win
582,home,0.64842415,0.14842415,100,100,win
583,away,0.111888066,0.38811195,100,100,win
584,away,0.41369045,0.08630955,100,100,win
585,home,0.76852417,0.26852417,100,100,win
586,home,0.596301,0.09630102,100,100,win
587,away,0.1566057,0.34339428,100,100,win
588,home,0.6595828,0.1595828,100,100,win
589,home,0.6167489,0.11674893,100,100,win
590,home,0.7774424,0.2774424,100,-100,loss
591,away,0.40591702,0.09408295,100,-100,loss
592,home,0.8283196,0.3283196,100,100,win
593,home,0.754596,0.254596,100,-100,loss
594,away,0.3210321,0.1789679,100,-100,loss
595,away,0.44264537,0.05735463,100,-100,loss
596,home,0.5440014,0.0440014,100,100,win
597,away,0.47484672,0.02515328,100,-100,loss
598,away,0.39954886,0.10045111,100,-100,loss
599,home,0.5231991,0.023199081,100,100,win
600,home,0.89573306,0.39573306,100,100,win
601,away,0.30360952,0.19639051,100,-100,loss
602,home,0.71612316,0.21612316,100,100,win
603,away,0.38231504,0.11768496,100,-100,loss
604,home,0.8526029,0.3526029,100,100,win
605,home,0.557837,0.05783701,100,100,win
606,away,0.166207,0.33379298,100,100,win
607,home,0.72917527,0.22917527,100,100,win
608,home,0.5461471,0.046147108,100,-100,loss
610,home,0.7981626,0.29816258,100,100,win
611,home,0.7006555,0.20065552,100,-100,loss
612,home,0.5325221,0.032522082,100,100,win
613,away,0.13769513,0.36230487,100,-100,loss
614,home,0.57813406,0.07813406,100,-100,loss
615,home,0.82528216,0.32528216,100,-100,loss
616,away,0.47065878,0.02934122,100,100,win
617,away,0.2691809,0.2308191,100,100,win
618,home,0.7641699,0.26416987,100,-100,loss
619,home,0.58273506,0.08273506,100,100,win
620,home,0.83974445,0.33974445,100,100,win
621,home,0.6238968,0.12389678,100,100,win
622,home,0.56112045,0.06112045,100,-100,loss
623,home,0.76670414,0.26670414,100,-100,loss
624,away,0.13453607,0.3654639,100,100,win
625,away,0.25187647,0.24812353,100,100,win
626,away,0.37554374,0.12445629,100,100,win
627,home,0.7530639,0.25306392,100,100,win
628,away,0.24880332,0.25119668,100,-100,loss
629,away,0.10349037,0.39650965,100,100,win
630,away,0.37497324,0.12502676,100,100,win
631,away,0.42198467,0.07801533,100,-100,loss
632,home,0.7138622,0.21386218,100,100,win
633,home,0.8334733,0.33347332,100,100,win
634,home,0.5910949,0.09109491,100,100,win
635,home,0.7730114,0.2730114,100,-100,loss
637,home,0.88190556,0.38190556,100,100,win
638,home,0.7226118,0.22261178,100,-100,loss
639,home,0.5755356,0.075535595,100,-100,loss
640,away,0.26209196,0.237908,100,100,win
642,away,0.37680268,0.12319732,100,100,win
643,home,0.53459156,0.034591556,100,100,win
644,home,0.8331528,0.33315277,100,100,win
645,home,0.6810983,0.18109828,100,100,win
646,home,0.90750945,0.40750945,100,-100,loss
647,home,0.6414117,0.14141172,100,100,win
648,away,0.2723916,0.22760844,100,100,win
649,away,0.471466,0.028533995,100,-100,loss
650,away,0.2691694,0.23083061,100,100,win
651,home,0.67164874,0.17164874,100,100,win
652,away,0.23003876,0.26996124,100,100,win
653,home,0.64621776,0.14621776,100,-100,loss
654,away,0.35821134,0.14178866,100,-100,loss
655,away,0.13143905,0.36856097,100,100,win
656,away,0.1358206,0.36417937,100,100,win
657,away,0.13931398,0.360686,100,100,win
658,away,0.36741456,0.1325854,100,-100,loss
659,away,0.30489305,0.19510698,100,100,win
660,home,0.79130846,0.29130846,100,100,win
661,away,0.35559547,0.14440453,100,-100,loss
662,away,0.3991585,0.10084152,100,-100,loss
