number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,user_attrs_best_iteration,user_attrs_std_logloss,state
29,0.6594207299979367,2025-12-10 15:41:46.757547,2025-12-10 15:41:55.812748,0 days 00:00:09.055201,0.9234099645024516,0.9928910174271435,0.7496403573569448,1.2879697917610087,0.006979466729929022,1,6,109,3601,0.9252891467507417,0.00016149371323717504,1.0055222059999664,0.7751908893273217,754,0.005077383835849935,COMPLETE
30,0.6595948035959214,2025-12-10 15:41:55.814761,2025-12-10 15:42:03.039039,0 days 00:00:07.224278,0.9688554144005656,0.9834026095888123,0.7554589030348898,1.3984933031237303,0.006993433143177047,0,6,111,3726,1.714011864855142,0.00010652683206420084,0.9583241165022001,0.7612033817598449,753,0.004848859848371632,COMPLETE
31,0.6593363358408679,2025-12-10 15:42:03.041052,2025-12-10 15:42:09.833178,0 days 00:00:06.792126,0.922663526620667,0.9521708788395461,0.6081118677328398,0.4281621793720692,0.004812214051849042,1,8,69,3494,0.38284931808101325,0.0021031842773484594,1.0121374406901902,0.7899092779904815,815,0.004840425505548929,COMPLETE
32,0.6593650465928171,2025-12-10 15:42:09.835182,2025-12-10 15:42:14.550472,0 days 00:00:04.715290,0.9238091062905944,0.9640525059552847,0.7128230653653904,2.2891921931386228,0.0052150615331771205,1,5,85,3539,0.3793746421235518,0.0004183774821273436,0.9505725491659368,0.7987725967222463,761,0.00471092519787176,COMPLETE
33,0.6593689933727078,2025-12-10 15:42:14.552478,2025-12-10 15:42:22.393797,0 days 00:00:07.841319,0.9965811560208503,0.9500794797123193,0.7095510542350928,1.8564982467722546,0.0031246360985529077,1,5,87,2702,0.27328157454732815,0.0018423187352203162,0.9392792327854715,0.8062431845902447,1329,0.004945224234059835,COMPLETE
34,0.6612527641891386,2025-12-10 15:42:22.395800,2025-12-10 15:42:27.369488,0 days 00:00:04.973688,0.9469322572984411,0.8843180570495248,0.5993454769625279,2.4804970046681643,0.005092184625816971,0,5,69,3485,0.12042963222047307,0.00895348092851304,0.8749009484245742,0.8838463789967481,776,0.004679675112820161,COMPLETE
35,0.6648289245716392,2025-12-10 15:42:27.371491,2025-12-10 15:42:35.157515,0 days 00:00:07.786024,0.7714789461743888,0.9492278578868516,0.5489155243452869,2.2950055876027258,0.004425505162787158,2,7,83,3894,4.200648196890311,0.0004555811364790308,0.791781537199203,0.8088338578336964,1449,0.004799041730108032,COMPLETE
36,0.6597966784229905,2025-12-10 15:42:35.159522,2025-12-10 15:42:38.345940,0 days 00:00:03.186418,0.8720387429102553,0.9000402086027132,0.6846140435813514,0.10972597284778124,0.009164767405355927,1,8,52,3257,0.5788877337626968,0.030197643180847996,0.9304204072752171,0.6523812889131466,435,0.005367977556393992,COMPLETE
37,0.6596174682172999,2025-12-10 15:42:38.347942,2025-12-10 15:42:47.453799,0 days 00:00:09.105857,0.9642658204864313,0.9623466191020777,0.4604958602501474,4.357081009463359,0.003019816094457502,0,3,70,2767,2.6147709465174795,0.0052791168157031955,0.9733313986405451,0.7458832869364617,2202,0.004743873290638786,COMPLETE
38,0.6608514806783601,2025-12-10 15:42:47.455803,2025-12-10 15:42:57.144494,0 days 00:00:09.688691,0.9125220985298945,0.9190378824098588,0.9442626110544261,1.0346652080857406,0.005539658847797106,2,6,104,1816,0.2721776304702876,0.0016328137051346886,1.1128278848612112,0.8572271475796196,726,0.004772437467662096,COMPLETE
39,0.6637752497241222,2025-12-10 15:42:57.150348,2025-12-10 15:43:08.082631,0 days 00:00:10.932283,0.7207745388715185,0.964784385768533,0.7910748862030429,5.779029571092431,0.0037481149071651836,7,5,41,3556,17.655153439585327,0.00026183395234774434,1.1926820926945452,0.831168025063001,2075,0.0046141617122126095,COMPLETE
40,0.6635942257938457,2025-12-10 15:43:08.084634,2025-12-10 15:43:12.312651,0 days 00:00:04.228017,0.795173538297097,0.8585074164548652,0.7269215350430214,8.349966474344466,0.0077675687808787175,1,7,124,2469,1.1025435573409328,0.07302132277445637,0.879618281459733,0.9321698962138321,1075,0.003370328696954467,COMPLETE
41,0.6597333108349245,2025-12-10 15:43:12.316670,2025-12-10 15:43:19.966574,0 days 00:00:07.649904,0.9943571022041792,0.9444931475351517,0.7214687876694658,1.791606085057083,0.0030161623796892746,1,5,87,2635,0.2771221682370835,0.002063366256254459,0.9347183757526247,0.7250125083956305,1339,0.004836904760507507,COMPLETE
42,0.6592304183832811,2025-12-10 15:43:19.968578,2025-12-10 15:43:25.552117,0 days 00:00:05.583539,0.9792938468295465,0.9010251434495932,0.7013266350646329,0.9253964497821762,0.004214281395683133,0,3,87,2843,0.055675581598379785,0.0009540948694588558,0.9647502570906992,0.7927411246930778,1128,0.005251783756912308,COMPLETE
43,0.6590239104662717,2025-12-10 15:43:25.554120,2025-12-10 15:43:31.771804,0 days 00:00:06.217684,0.9422124061009117,0.8964998864883748,0.5884373126772114,0.7314822562602996,0.004736212864600723,0,4,91,2907,0.04831560970739992,0.006775523870886519,0.991565981201919,0.7794964317151792,988,0.004728012976781561,COMPLETE
44,0.6590870434012214,2025-12-10 15:43:31.773805,2025-12-10 15:43:32.851454,0 days 00:00:01.077649,0.4209011605109871,0.8844084369377545,0.5929737958028107,0.9359787824648356,0.0548997443517612,0,3,93,2853,0.06334404932526483,0.008889733068689046,0.9880547226811613,0.6714141236818074,114,0.004774970251844779,COMPLETE
45,0.6607576879777832,2025-12-10 15:43:32.853467,2025-12-10 15:43:34.172317,0 days 00:00:01.318850,0.4434741883839505,0.9046131094581656,0.5777355711554708,1.037266997932399,0.047271997331459696,0,3,123,2863,0.04534431676092449,0.3104402945268488,0.907592040753996,0.6878244911006647,140,0.00435596466291794,COMPLETE
46,0.6595195843235818,2025-12-10 15:43:34.176844,2025-12-10 15:43:35.273362,0 days 00:00:01.096518,0.5004989848140482,0.7315434825221517,0.5514172369329289,3.0571073796378436,0.057124341112265685,0,3,93,2219,0.009560217926193116,0.00852012871260985,0.9873829334981229,0.8915915512337803,123,0.005461352575494935,COMPLETE
47,0.6606329472683463,2025-12-10 15:43:35.274859,2025-12-10 15:43:36.624945,0 days 00:00:01.350086,0.5894571730131806,0.82253812529683,0.6563516122773656,0.8876229102289094,0.031046946190950726,0,4,105,2287,0.0070956608130809465,0.021635896959137042,1.095041154872527,0.5069849294211823,204,0.004804596945844478,COMPLETE
48,0.6597203729108505,2025-12-10 15:43:36.626954,2025-12-10 15:43:37.427112,0 days 00:00:00.800158,0.41308670211192916,0.8873058403916441,0.6171074070686852,0.0667233224102377,0.05370447032454217,0,2,81,2945,0.10294585134126824,0.00866250162848038,1.0396225086013122,0.660119341257276,140,0.0055868280465933675,COMPLETE
49,0.6628555974207236,2025-12-10 15:43:37.429120,2025-12-10 15:43:47.299294,0 days 00:00:09.870174,0.6410078775291417,0.8564152975081685,0.5869324765317712,11.487694253608783,0.003969291009761955,10,3,102,2489,0.021153570811981336,0.0008450608656238583,0.9666529183724193,0.8330961644336861,2487,0.0030534670881762313,COMPLETE
50,0.6697982431778069,2025-12-10 15:43:47.301307,2025-12-10 15:43:49.471805,0 days 00:00:02.170498,0.9650348772018852,0.8373119629657259,0.6846461744943897,14.768686241584138,0.0318995463908607,0,4,144,2825,0.0027457933846630734,3.3392982058598975,1.272986587710847,0.5564951567639281,362,0.002829216814993622,COMPLETE
51,0.6596735484671543,2025-12-10 15:43:49.473805,2025-12-10 15:43:59.461956,0 days 00:00:09.988151,0.9421218622185942,0.9332098783552301,0.6389533293996121,0.6409720322813311,0.004334523480173022,1,2,63,3145,0.04603348382727011,0.002753397673250915,1.0088939717781167,0.777376441468964,1361,0.005227089012568976,COMPLETE
52,0.6587670572593665,2025-12-10 15:43:59.461956,2025-12-10 15:44:00.235012,0 days 00:00:00.773056,0.8576438097375128,0.873776172886428,0.5949105640271896,1.5172321781509874,0.10408234299919646,2,9,68,3306,0.08517743197234702,0.00562364009166639,1.0310074887540261,0.7127197940786834,36,0.0035116830946386153,COMPLETE
53,0.6604078639563011,2025-12-10 15:44:00.237026,2025-12-10 15:44:01.118258,0 days 00:00:00.881232,0.8515022437545772,0.8788584557557804,0.5317862906996537,1.6006096082885226,0.09871573770365984,2,9,76,3287,0.0800576263900955,0.005639552135917559,1.038657449115473,0.7240570752366212,43,0.004201094994739586,COMPLETE
54,0.6619733850179867,2025-12-10 15:44:01.120265,2025-12-10 15:44:01.795066,0 days 00:00:00.674801,0.8932652739440926,0.8121489253009825,0.5671591161872315,4.041195715700305,0.11115026673262104,3,4,56,2985,0.17458242017730502,0.014836352247433578,0.9844665112309718,0.747122215412383,40,0.004865906106107702,COMPLETE
55,0.6601859705981667,2025-12-10 15:44:01.797078,2025-12-10 15:44:03.236339,0 days 00:00:01.439261,0.8502544861025865,0.41056833018748223,0.6635265856417044,2.956678981904705,0.05986192330619905,9,9,92,2592,0.01609597420667455,0.0011173230100538114,1.0924847172218457,0.7051749349454421,170,0.007032244062112469,COMPLETE
56,0.65954192415963,2025-12-10 15:44:03.238339,2025-12-10 15:44:06.120451,0 days 00:00:02.882112,0.7441246708479914,0.6813395237170561,0.5972936039940115,1.9593895921704396,0.023489956917613044,2,10,79,2359,0.038698800990833296,0.07485880832347418,1.0591768372304562,0.5884804410441598,336,0.006014057058644883,COMPLETE
57,0.662625478310764,2025-12-10 15:44:06.123278,2025-12-10 15:44:09.970276,0 days 00:00:03.846998,0.5400855973114373,0.7560804412886029,0.6405387266747871,9.915908328281558,0.035971917886696174,3,3,150,2772,0.10766178748814795,0.02458189307722855,1.021816845579812,0.4898954923829397,820,0.00344662069320901,COMPLETE
58,0.6606225519496544,2025-12-10 15:44:09.974288,2025-12-10 15:44:10.876863,0 days 00:00:00.902575,0.9762557078976756,0.8459727664252356,0.4950134940861641,0.9360281153005947,0.0922283025627951,4,11,97,3094,0.0038782955790563726,0.010924232481262662,0.9237105357942069,0.6829523317677332,68,0.003972975043577702,COMPLETE
59,0.6628942052249499,2025-12-10 15:44:10.879649,2025-12-10 15:44:11.673045,0 days 00:00:00.793396,0.9407063716706163,0.8733854146634089,0.46723471515165305,3.4897665273476184,0.0659190473364418,0,2,67,3334,0.061227747183802514,0.005235438049807008,1.1381190209327365,0.6446476906192008,72,0.004532957042378778,COMPLETE
60,0.6599169327373442,2025-12-10 15:44:11.675054,2025-12-10 15:44:13.607783,0 days 00:00:01.932729,0.799515510094291,0.9190494217806187,0.8581791796719128,6.819354649947072,0.0486101265108459,6,9,73,2101,0.00024458477495524863,0.000712159146295221,1.0555286262577004,0.6110567912568623,208,0.005015807719427252,COMPLETE
61,0.6590507198346626,2025-12-10 15:44:13.610836,2025-12-10 15:44:18.074320,0 days 00:00:04.463484,0.8956063608881865,0.9013432615630261,0.6261307135450987,0.5211057992390741,0.007837580760627776,1,8,57,3204,0.18049554815892294,0.00258846087237005,0.9966350986962855,0.786380642973174,495,0.004942956619537611,COMPLETE
62,0.6587134145618254,2025-12-10 15:44:18.076323,2025-12-10 15:44:21.009234,0 days 00:00:02.932911,0.8772287203115181,0.8936210736743387,0.6175454481983796,1.3886044301266756,0.010822353650518052,2,8,55,3176,0.15628169991526936,0.0034082255406652187,0.9935703215480421,0.7419533889015829,344,0.004869313795313712,COMPLETE
63,0.6624896439748781,2025-12-10 15:44:21.011236,2025-12-10 15:44:27.234968,0 days 00:00:06.223732,0.8763037374887213,0.8933389603447627,0.6278873496606268,13.912284484677853,0.01057304450014094,2,7,57,3202,0.14711072405046255,0.0012472660892036912,0.989266795481228,0.7481373776218676,1816,0.003321207824317012,COMPLETE
64,0.6594531551183171,2025-12-10 15:44:27.236970,2025-12-10 15:44:31.682553,0 days 00:00:04.445583,0.8951759648728397,0.5326390800713052,0.5586697320601421,1.3912602856035399,0.008126924798843131,2,9,35,2933,0.03196528766639881,0.003634291995052696,0.9646850932430838,0.8196469791060362,476,0.0053406826012004196,COMPLETE
65,0.660141109105272,2025-12-10 15:44:31.684556,2025-12-10 15:44:34.283337,0 days 00:00:02.598781,0.8476519959927986,0.8089390631131552,0.6506426621090399,2.5398968215725928,0.011729323656004076,3,8,48,3086,0.06326864708828941,0.002574789535936879,1.09118597848854,0.8528313674237578,280,0.005146812843197551,COMPLETE
66,0.6603323219685022,2025-12-10 15:44:34.285339,2025-12-10 15:44:37.157603,0 days 00:00:02.872264,0.8130779967209953,0.8615805423727799,0.5816977846159744,0.5689597197264894,0.016135336383871025,0,9,63,3424,0.015875361719571723,0.006560072216031962,0.8930527509194319,0.773215569291147,292,0.0050020591708440755,COMPLETE
67,0.6594775887635859,2025-12-10 15:44:37.159681,2025-12-10 15:44:43.315713,0 days 00:00:06.156032,0.905510056691151,0.5972119048031047,0.6743301586318109,2.0115070721356134,0.0060068849953670315,1,10,47,1010,0.20104482952734132,0.014560215209856902,0.9990601428811734,0.7131213078624152,735,0.005435885545373253,COMPLETE
68,0.6611497518465477,2025-12-10 15:44:43.317716,2025-12-10 15:44:43.956426,0 days 00:00:00.638710,0.7745008743014778,0.8374945587052881,0.5401512796766283,1.2139504963635992,0.11690326112889875,2,8,54,3809,0.09601227986039984,0.0006773363959499978,0.9607432909661623,0.7574480742926815,26,0.003697680931737855,COMPLETE
69,0.662640519387965,2025-12-10 15:44:43.956426,2025-12-10 15:44:44.528279,0 days 00:00:00.571853,0.860741194415975,0.7895474287588509,0.4051541055091922,2.8244443482098465,0.1435554956465626,5,7,59,484,0.007883750932984403,0.0011848565883741517,1.0268838873927442,0.780013154862518,44,0.003299036363105222,COMPLETE
70,0.6588214966922936,2025-12-10 15:44:44.530282,2025-12-10 15:44:45.646804,0 days 00:00:01.116522,0.8419307992706746,0.7596427142343994,0.6022832992231995,0.7410331851389552,0.025598279177910976,1,3,24,3217,0.02586179866867727,0.0033793512537981644,0.9904957969624962,0.6751352574752583,157,0.004655910849074827,COMPLETE
71,0.6605337944321079,2025-12-10 15:44:45.648808,2025-12-10 15:44:46.824007,0 days 00:00:01.175199,0.9340946485599072,0.7772786675736523,0.6011248145185215,0.622118892401889,0.020544322787141734,1,3,12,3367,0.02228861640293799,0.0030160345221034034,0.993168936263534,0.733873581727542,181,0.004976537022165284,COMPLETE
72,0.6592222428092447,2025-12-10 15:44:46.826009,2025-12-10 15:44:47.944509,0 days 00:00:01.118500,0.8365310619343453,0.7565355312410642,0.7015279563586371,1.525479649527677,0.024832689374517714,0,4,30,3169,0.047737820597868366,0.0002469566502753206,0.976242070158749,0.6685091776300532,137,0.005482679297429507,COMPLETE
73,0.6596320309536212,2025-12-10 15:44:47.946294,2025-12-10 15:44:49.394344,0 days 00:00:01.448050,0.8341596949397584,0.6768125575977325,0.6245785238913759,1.378955576913904,0.02509076057437953,1,4,25,3214,0.0380626886074228,0.00023733241601488453,0.947954563368094,0.6737534515808349,137,0.0045129289747464635,COMPLETE
74,0.6607658797186754,2025-12-10 15:44:49.398415,2025-12-10 15:44:52.511665,0 days 00:00:03.113250,0.8733876901693381,0.7226649890845258,0.5712501264129441,2.05232762811928,0.018276162978104214,1,4,19,3039,0.028201059434042032,0.004308612630922488,1.0488222760156025,0.6929335728405204,225,0.005698172137109663,COMPLETE
75,0.6599770153206203,2025-12-10 15:44:52.515682,2025-12-10 15:44:55.173803,0 days 00:00:02.658121,0.8376839441523306,0.75590451417818,0.5122407614337411,1.5159901358150916,0.0287362182550184,3,8,35,3634,0.21390215229613052,0.0016379363921089562,0.9157794868950919,0.6382992821415335,109,0.005293433990700984,COMPLETE
76,0.6595503712401477,2025-12-10 15:44:55.176801,2025-12-10 15:44:57.089421,0 days 00:00:01.912620,0.884743618534764,0.7485187819048724,0.6088497571638178,0.48779832595211325,0.037068272236717485,0,2,28,3292,0.012838080995374012,0.03989158779427323,1.0286040244581391,0.6693516526676273,156,0.005442584354070713,COMPLETE
77,0.6610026505760829,2025-12-10 15:44:57.091424,2025-12-10 15:44:58.992701,0 days 00:00:01.901277,0.8108547793118241,0.8044842850236302,0.5890004861851185,2.4792221171285704,0.0146144597075368,1,4,13,3465,0.7883895912264665,0.007619664957529277,1.0715755276867664,0.6150401556314288,243,0.005249768624018541,COMPLETE
78,0.6594223251855117,2025-12-10 15:44:58.994704,2025-12-10 15:45:00.709033,0 days 00:00:01.714329,0.7263499169748675,0.8275881050584312,0.6474079636519737,1.79935301296595,0.021413335291710137,2,7,33,3722,0.13227844291007756,0.00011183432918438541,0.9769472776605994,0.7075474566085421,142,0.004878838061693012,COMPLETE
79,0.6588451150440766,2025-12-10 15:45:00.711041,2025-12-10 15:45:02.380285,0 days 00:00:01.669244,0.7852171502243248,0.7664128066936862,0.6283552236517989,3.8282922957617895,0.017673286387362378,0,8,44,3116,0.07612606296610844,0.0005369538661024513,1.001470125720002,0.7310443899905895,213,0.005491297406390541,COMPLETE
80,0.6592811623099424,2025-12-10 15:45:02.382287,2025-12-10 15:45:04.722370,0 days 00:00:02.340083,0.6824005549899628,0.8486470212246296,0.6261291391064482,3.9853004602574003,0.012017964550411844,2,8,44,2903,0.08080984115861423,0.000442471476435843,1.0001024094092297,0.7668544573671849,339,0.0053367925418015705,COMPLETE
81,0.6604681630060607,2025-12-10 15:45:04.724675,2025-12-10 15:45:06.902355,0 days 00:00:02.177680,0.8121500067147395,0.7671872598773635,0.6682697465583316,3.1978255322564886,0.02452748125173882,0,8,19,3168,0.05004844856403201,0.0002602826152219379,1.0100154888435078,0.7391300729953894,118,0.005503477186862198,COMPLETE
82,0.6708398542373406,2025-12-10 15:45:06.905365,2025-12-10 15:45:09.517392,0 days 00:00:02.612027,0.8688520793361931,0.7357665125389072,0.6863561302903184,5.2737144978042405,0.01769523049442257,0,8,51,3028,0.018697055047405323,0.0005855924384525213,0.725254480268372,0.7189089921260277,613,0.005299695600325543,COMPLETE
83,0.6592382266593804,2025-12-10 15:45:09.519136,2025-12-10 15:45:10.698180,0 days 00:00:01.179044,0.8428909227562111,0.7070705976577979,0.5926406924945176,0.8654254486917827,0.034863266763800735,1,9,39,3234,0.28612232628551154,0.0022230721521585488,0.9488040250354016,0.6634675165649013,98,0.004220218806998396,COMPLETE
84,0.6604956486026899,2025-12-10 15:45:10.700275,2025-12-10 15:45:12.352026,0 days 00:00:01.651751,0.7856684083917044,0.6492946245768837,0.6340260655049472,3.6746357470542867,0.027719285599358337,0,9,30,3428,0.07510507554205971,0.00016085842753610848,0.9741755131644082,0.6982439306294695,137,0.005041138824834252,COMPLETE
85,0.6597859768922374,2025-12-10 15:45:12.354029,2025-12-10 15:45:15.448809,0 days 00:00:03.094780,0.9006358407467039,0.7898903352620813,0.6149138291952747,0.00861042653176014,0.00878671525989472,1,7,46,2747,0.13253974200527888,0.004278429282756307,1.0333706527606152,0.6834256780392337,379,0.004807520800129071,COMPLETE
86,0.6595963507962299,2025-12-10 15:45:15.448809,2025-12-10 15:45:16.282194,0 days 00:00:00.833385,0.649648045595856,0.9299529507014556,0.5690304662544077,2.717739592628514,0.044923076338284525,0,3,65,3122,0.03342371027495769,0.0016334860640173394,1.0020430994198144,0.7566536528946971,97,0.005157605652705193,COMPLETE
87,0.6597497595782207,2025-12-10 15:45:16.284197,2025-12-10 15:45:18.990871,0 days 00:00:02.706674,0.7448347090923862,0.8663734095871732,0.6582612130645967,1.2499180675291035,0.010538894064105258,1,6,24,1785,0.009891145133084768,0.011421663500758152,0.9844022005658982,0.5760763891391,301,0.005625104758176627,COMPLETE
88,0.6588196623496464,2025-12-10 15:45:18.992874,2025-12-10 15:45:22.121012,0 days 00:00:03.128138,0.8209007667438802,0.9782281780330151,0.5506106151681269,2.1562943656865294,0.012821577678451651,0,9,38,3377,0.48238882749318707,0.0003402573052668022,1.0181301209188556,0.7902984704833633,285,0.005318267212517883,COMPLETE
89,0.6595388232606227,2025-12-10 15:45:22.123015,2025-12-10 15:45:24.869872,0 days 00:00:02.746857,0.8595391827654416,0.9933432840181442,0.5517121346130205,2.245510063155505,0.013166469954469141,4,9,73,3557,0.5264226354076904,0.00039109695249688053,1.0764487276193715,0.8180711441519382,385,0.005271213827772854,COMPLETE
90,0.6590271946268222,2025-12-10 15:45:24.871876,2025-12-10 15:45:26.997659,0 days 00:00:02.125783,0.8210528158983308,0.9114214620587799,0.5408666644763077,0.35099022432134186,0.015957019475775,1,10,43,3308,0.24524397847975454,0.0009350287286188429,1.014374343526787,0.7873916674323871,211,0.005280203821864898,COMPLETE
91,0.6595521547022192,2025-12-10 15:45:26.999667,2025-12-10 15:45:29.522219,0 days 00:00:02.522552,0.8838780579696864,0.8904753725073021,0.5397705840133059,0.6479374193871187,0.014344367701928812,1,10,60,3310,0.21926660484816202,0.0009206856666458455,1.0168221841160925,0.7864819292882012,324,0.005548147501507168,COMPLETE
92,0.6588187213021276,2025-12-10 15:45:29.524222,2025-12-10 15:45:31.894812,0 days 00:00:02.370590,0.8274707814497986,0.912878662134446,0.5812930732563572,0.34728669605749,0.017095619356632508,2,10,43,3352,1.059605333804433,0.002827223665055331,1.0359990930624536,0.7976376435956953,183,0.004173219061694918,COMPLETE
93,0.6606976801994032,2025-12-10 15:45:31.897328,2025-12-10 15:45:34.589702,0 days 00:00:02.692374,0.8176812484825504,0.9746872138791726,0.5125265951572698,0.3656914338870709,0.01709688293099491,2,11,38,3348,2.229367707617706,0.0013395161167396997,1.04713917069547,0.7985094058665657,208,0.004296513645940737,COMPLETE
94,0.6597484052610972,2025-12-10 15:45:34.591705,2025-12-10 15:45:36.998298,0 days 00:00:02.406593,0.7884996584541286,0.9099918513639682,0.5791540792837632,0.24140912313346896,0.01537545151442081,2,10,50,3483,1.0174280089453624,0.0029301480191733747,1.0643155836492928,0.8159763857929889,265,0.005447094288493837,COMPLETE
95,0.6595171193505962,2025-12-10 15:45:37.000803,2025-12-10 15:45:38.830131,0 days 00:00:01.829328,0.7583712811496103,0.9428060928282701,0.6064216679019859,1.8389834165576253,0.020777050422334856,3,10,42,3823,1.181620184164439,0.0005307796666895825,1.034008870078923,0.764417024755656,175,0.0052833950131805085,COMPLETE
96,0.6593694977161902,2025-12-10 15:45:38.832133,2025-12-10 15:45:42.160112,0 days 00:00:03.327979,0.8293679787655611,0.9604948612948608,0.5584785355763321,1.1305027296811243,0.009769109223525441,3,11,45,3628,0.34884675082653127,0.0003319436139448181,1.0215691037598575,0.8473112225368974,362,0.0049647766343908295,COMPLETE
97,0.6632300571459829,2025-12-10 15:45:42.162116,2025-12-10 15:45:47.328726,0 days 00:00:05.166610,0.917602993980584,0.9146929445712167,0.48564329132705353,2.146286645487148,0.011110965116548483,1,10,5,3383,0.485964021566551,0.0023741251164804173,0.9979129571452674,0.8676240766657188,222,0.004411694266343757,COMPLETE
98,0.6594020289008751,2025-12-10 15:45:47.330731,2025-12-10 15:45:50.331281,0 days 00:00:03.000550,0.8044430718700962,0.980785205403688,0.5254263240577196,0.6530689698568066,0.013166348435036439,2,8,54,3028,0.633669419245412,0.003977153102679378,1.0477332636848755,0.7328143664985437,285,0.004621178013633192,COMPLETE
99,0.6603664615245641,2025-12-10 15:45:50.333285,2025-12-10 15:45:56.606808,0 days 00:00:06.273523,0.7793212202535085,0.9282280343702689,0.5400785478811732,0.007403598427921043,0.007620738526540159,1,9,43,3255,3.1135675717601305,0.0008503743480535773,1.1084258555701523,0.8073225904791034,432,0.00412807819085907,COMPLETE
100,0.6604531082202666,2025-12-10 15:45:56.608810,2025-12-10 15:45:58.760824,0 days 00:00:02.152014,0.8239638424224028,0.9007746672363945,0.6219102633098791,1.6476357070326426,0.016614297483776526,2,8,37,2961,1.312788048199299,0.001370906112603425,0.9556146183200095,0.8327269658147075,183,0.004075636750371151,COMPLETE
101,0.6602719857994371,2025-12-10 15:45:58.762824,2025-12-10 15:45:59.620983,0 days 00:00:00.858159,0.8603187106559032,0.8738993103659167,0.5982861670379261,0.9113240794813682,0.0792716091481545,0,10,49,3131,0.16688923413984033,0.005533767195407695,1.0125685081274314,0.7486150245326819,49,0.004620220871473977,COMPLETE
102,0.6600391752376245,2025-12-10 15:45:59.624504,2025-12-10 15:46:01.485887,0 days 00:00:01.861383,0.8517053234846416,0.886748945989548,0.5812844870580359,1.1788083111781997,0.022186270251175495,0,9,57,2863,0.10846007125617439,0.0019289548237493809,0.9894155594623036,0.7874332543854329,189,0.005835706471689585,COMPLETE
103,0.6588325603300625,2025-12-10 15:46:01.485887,2025-12-10 15:46:03.556854,0 days 00:00:02.070967,0.8831308184283384,0.8695888228159016,0.643522250747774,0.811719302642194,0.013436653723258892,0,9,84,3511,0.07303219501058483,0.006143763205617332,1.0078421237763588,0.7722815186740181,293,0.005229014458534988,COMPLETE
104,0.6591068482769459,2025-12-10 15:46:03.558860,2025-12-10 15:46:05.631580,0 days 00:00:02.072720,0.8823332166263881,0.8246625925928361,0.6431302137414803,0.4736043772678402,0.01931787081396469,1,12,84,3526,0.32118257854330423,0.018630061531596943,1.0203843550904519,0.7716677598340527,209,0.004582640875165319,COMPLETE
105,0.6595801028361407,2025-12-10 15:46:05.633588,2025-12-10 15:46:07.914246,0 days 00:00:02.280658,0.9490183534531579,0.9395559335027862,0.6316816708308324,0.8084763954489381,0.01295003795793936,0,9,78,3411,0.08275262021398755,0.006332946963416111,1.0785896001326476,0.7984140202990176,295,0.0049056516483450335,COMPLETE
106,0.6591847447711376,2025-12-10 15:46:07.916257,2025-12-10 15:46:09.836672,0 days 00:00:01.920415,0.907876893272737,0.8708229055427812,0.6135500470016901,0.2609370771764066,0.015464370395285403,1,8,66,3682,0.7859794004362067,0.003452149504415135,0.937961619982509,0.7545243473061953,235,0.004042568778113696,COMPLETE
107,0.6597324942265225,2025-12-10 15:46:09.838679,2025-12-10 15:46:11.156096,0 days 00:00:01.317417,0.8645247024862538,0.8469287681316989,0.5667936549270607,4.579777516063871,0.019112142140329764,2,9,71,3240,0.21506674853309315,0.010173812483251813,1.0047010392856688,0.7835883534015412,191,0.0045633190808579875,COMPLETE
108,0.6599986459744327,2025-12-10 15:46:11.158099,2025-12-10 15:46:16.709442,0 days 00:00:05.551343,0.9299490196264225,0.9127214716871255,0.603658753675453,2.425894814839649,0.008715543144528663,0,11,90,3584,6.133319719999511,88.93732769193589,1.0565171894752827,0.7386664870974017,1210,0.004876473454665232,COMPLETE
109,0.6594837685629658,2025-12-10 15:46:16.713021,2025-12-10 15:46:19.586001,0 days 00:00:02.872980,0.8932345381792175,0.8957951609191824,0.652592669976788,1.297393498704792,0.011203850769400926,1,8,61,3080,0.10842429594648795,0.002493859704939547,1.0368387226741562,0.7255512320168604,388,0.00558548652979122,COMPLETE
110,0.6595926235864529,2025-12-10 15:46:19.588830,2025-12-10 15:46:27.114775,0 days 00:00:07.525945,0.844827065745483,0.8545404752666228,0.5773714999090444,1.6495144323477757,0.0035450917579034013,3,10,53,3957,0.16046290672164526,0.0006711504730441141,0.9775227871699255,0.8236465019131836,1007,0.004738747547431925,COMPLETE
111,0.658948522196054,2025-12-10 15:46:27.116778,2025-12-10 15:46:29.479042,0 days 00:00:02.362264,0.49443958775392294,0.8810559587899023,0.5902457919548352,0.8122133546278261,0.014441857489842405,0,9,81,3311,0.05778799135063509,0.008053128270875511,0.9694687418245688,0.7654419098258246,350,0.004820138466269132,COMPLETE
112,0.6589046061306896,2025-12-10 15:46:29.479042,2025-12-10 15:46:32.470668,0 days 00:00:02.991626,0.5155682283658092,0.925371558950909,0.5571327234300406,0.42519931415428375,0.012542238957614868,0,9,81,3331,0.027743385061351697,0.004817431682620651,0.9640342053144495,0.7675129749661399,484,0.005585240631733473,COMPLETE
