game_date,home_team,away_team,target_moneyline_win,model_prob,model_pred,month
2024-04-02,GSW,DAL,1,0.5427122,1,2024-04
2024-04-02,PHI,OKC,1,0.550016,1,2024-04
2024-04-02,TOR,LAL,0,0.5161901,1,2024-04
2024-04-02,SAC,LAC,1,0.39981088,0,2024-04
2024-04-02,WAS,MIL,1,0.41027504,0,2024-04
2024-04-02,MIN,HOU,1,0.6783255,1,2024-04
2024-04-02,DEN,SAS,1,0.67588663,1,2024-04
2024-04-02,UTA,CLE,0,0.5759915,1,2024-04
2024-04-02,MIA,NYK,1,0.5575813,1,2024-04
2024-04-03,CHA,POR,0,0.52266073,1,2024-04
2024-04-03,WAS,LAL,0,0.4838789,0,2024-04
2024-04-03,ATL,DET,1,0.62052095,1,2024-04
2024-04-03,BOS,OKC,1,0.6740183,1,2024-04
2024-04-03,BKN,IND,1,0.56395704,1,2024-04
2024-04-03,MIL,MEM,0,0.48686874,0,2024-04
2024-04-03,MIN,TOR,1,0.48816216,0,2024-04
2024-04-03,NOP,ORL,0,0.5641705,1,2024-04
2024-04-03,PHX,CLE,1,0.6605225,1,2024-04
2024-04-04,NYK,SAC,1,0.62664735,1,2024-04
2024-04-04,LAC,DEN,1,0.463767,0,2024-04
2024-04-04,MIA,PHI,0,0.6675246,1,2024-04
2024-04-04,DAL,ATL,1,0.65043914,1,2024-04
2024-04-04,HOU,GSW,0,0.3805696,0,2024-04
2024-04-05,CHI,NYK,1,0.56768405,1,2024-04
2024-04-05,DAL,GSW,1,0.6094982,1,2024-04
2024-04-05,IND,OKC,1,0.5927652,1,2024-04
2024-04-05,WAS,POR,0,0.48191237,0,2024-04
2024-04-05,BOS,SAC,1,0.7277154,1,2024-04
2024-04-05,CHA,ORL,1,0.47825488,0,2024-04
2024-04-05,HOU,MIA,0,0.43126652,0,2024-04
2024-04-05,MEM,DET,1,0.6868389,1,2024-04
2024-04-05,MIL,TOR,0,0.59979737,1,2024-04
2024-04-05,PHX,MIN,1,0.5755867,1,2024-04
2024-04-05,LAC,UTA,1,0.53064644,1,2024-04
2024-04-05,NOP,SAS,0,0.6078253,1,2024-04
2024-04-06,LAL,CLE,1,0.6216741,1,2024-04
2024-04-06,BKN,DET,1,0.6731197,1,2024-04
2024-04-06,MEM,PHI,0,0.5428478,1,2024-04
2024-04-06,DEN,ATL,1,0.690773,1,2024-04
2024-04-07,CHA,OKC,0,0.50510955,1,2024-04
2024-04-07,DAL,HOU,1,0.6229771,1,2024-04
2024-04-07,LAC,CLE,1,0.5512318,1,2024-04
2024-04-07,TOR,WAS,1,0.6481319,1,2024-04
2024-04-07,BOS,POR,1,0.67509854,1,2024-04
2024-04-07,ORL,CHI,1,0.6233874,1,2024-04
2024-04-07,BKN,SAC,0,0.419343,0,2024-04
2024-04-07,PHX,NOP,0,0.585596,1,2024-04
2024-04-07,SAS,PHI,0,0.5470435,1,2024-04
2024-04-07,LAL,MIN,0,0.46754125,0,2024-04
2024-04-07,GSW,UTA,1,0.691177,1,2024-04
2024-04-07,MIL,NYK,0,0.74212563,1,2024-04
2024-04-07,IND,MIA,1,0.54016286,1,2024-04
2024-04-09,CHA,DAL,0,0.53952354,1,2024-04
2024-04-09,PHI,DET,1,0.7108681,1,2024-04
2024-04-09,TOR,IND,0,0.5852761,1,2024-04
2024-04-09,ATL,MIA,0,0.47820085,0,2024-04
2024-04-09,MIL,BOS,1,0.572377,1,2024-04
2024-04-09,CHI,NYK,0,0.50948876,1,2024-04
2024-04-09,HOU,ORL,1,0.6454868,1,2024-04
2024-04-09,MEM,SAS,0,0.66444886,1,2024-04
2024-04-09,MIN,WAS,1,0.56154186,1,2024-04
2024-04-09,OKC,SAC,1,0.51286244,1,2024-04
2024-04-09,UTA,DEN,0,0.66578865,1,2024-04
2024-04-09,LAL,GSW,0,0.58607775,1,2024-04
2024-04-09,PHX,LAC,0,0.41420186,0,2024-04
2024-04-09,POR,NOP,0,0.45302752,0,2024-04
2024-04-10,MIA,DAL,0,0.5389186,1,2024-04
2024-04-10,ATL,CHA,0,0.59363234,1,2024-04
2024-04-10,BKN,TOR,1,0.6095005,1,2024-04
2024-04-10,CLE,MEM,1,0.6776643,1,2024-04
2024-04-10,MIL,ORL,1,0.7548603,1,2024-04
2024-04-10,OKC,SAS,1,0.637117,1,2024-04
2024-04-10,LAC,PHX,0,0.68843424,1,2024-04
2024-04-10,DEN,MIN,1,0.64157706,1,2024-04
2024-04-11,DET,CHI,0,0.48633152,0,2024-04
2024-04-11,BOS,NYK,0,0.6690577,1,2024-04
2024-04-11,UTA,HOU,1,0.6076731,1,2024-04
2024-04-11,POR,GSW,0,0.3776685,0,2024-04
2024-04-11,SAC,NOP,0,0.47410956,0,2024-04
2024-04-12,MIA,TOR,1,0.60117507,1,2024-04
2024-04-12,PHI,ORL,1,0.67832345,1,2024-04
2024-04-12,WAS,CHI,0,0.5778947,1,2024-04
2024-04-12,BOS,CHA,1,0.6656597,1,2024-04
2024-04-12,CLE,IND,1,0.6609272,1,2024-04
2024-04-12,NYK,BKN,1,0.51334184,1,2024-04
2024-04-12,LAC,UTA,0,0.65623456,1,2024-04
2024-04-12,MEM,LAL,0,0.5237885,1,2024-04
2024-04-12,SAS,DEN,1,0.52257156,1,2024-04
2024-04-12,DAL,DET,0,0.72934526,1,2024-04
2024-04-12,GSW,NOP,0,0.6217244,1,2024-04
2024-04-12,POR,HOU,0,0.599817,1,2024-04
2024-04-12,SAC,PHX,0,0.49161145,0,2024-04
2024-04-12,MIN,ATL,1,0.6381311,1,2024-04
2024-04-12,OKC,MIL,1,0.5063806,1,2024-04
2024-04-14,BOS,WAS,1,0.71231496,1,2024-04
2024-04-14,CLE,CHA,0,0.65567833,1,2024-04
2024-04-14,IND,ATL,1,0.6043921,1,2024-04
2024-04-14,MIA,TOR,1,0.62771547,1,2024-04
2024-04-14,NYK,CHI,1,0.61997867,1,2024-04
2024-04-14,ORL,MIL,1,0.39685896,0,2024-04
2024-04-14,PHI,BKN,1,0.6525678,1,2024-04
2024-04-14,MEM,DEN,0,0.49261773,0,2024-04
2024-04-14,MIN,PHX,0,0.5283116,1,2024-04
2024-04-14,NOP,LAL,0,0.51610816,1,2024-04
2024-04-14,OKC,DAL,1,0.5914649,1,2024-04
2024-04-14,SAS,DET,1,0.66395426,1,2024-04
2024-04-14,GSW,UTA,1,0.6983843,1,2024-04
2024-04-14,LAC,HOU,0,0.7017737,1,2024-04
2024-04-14,SAC,POR,1,0.55414563,1,2024-04
2024-10-22,BOS,NYK,1,0.6666493,1,2024-10
2024-10-22,LAL,MIN,1,0.47587907,0,2024-10
2024-10-23,DET,IND,0,0.48527056,0,2024-10
2024-10-23,TOR,CLE,0,0.56026715,1,2024-10
2024-10-23,MIA,ORL,0,0.70258814,1,2024-10
2024-10-23,PHI,MIL,0,0.46981886,0,2024-10
2024-10-23,ATL,BKN,1,0.51959014,1,2024-10
2024-10-23,POR,GSW,0,0.3722305,0,2024-10
2024-10-23,NOP,CHI,1,0.647885,1,2024-10
2024-10-23,UTA,MEM,0,0.65889686,1,2024-10
2024-10-23,LAC,PHX,0,0.67031336,1,2024-10
2024-10-23,HOU,CHA,0,0.6567257,1,2024-10
2024-10-24,WAS,BOS,0,0.39576828,0,2024-10
2024-10-24,DAL,SAS,1,0.6413393,1,2024-10
2024-10-24,DEN,OKC,0,0.6061242,1,2024-10
2024-10-24,SAC,MIN,0,0.42760944,0,2024-10
2024-10-25,NYK,IND,1,0.55690026,1,2024-10
2024-10-25,ORL,BKN,1,0.59247184,1,2024-10
2024-10-25,TOR,PHI,1,0.51421505,1,2024-10
2024-10-25,CLE,DET,1,0.71686465,1,2024-10
2024-10-25,ATL,CHA,1,0.57438856,1,2024-10
2024-10-25,UTA,GSW,0,0.47028884,0,2024-10
2024-10-25,MIL,CHI,0,0.67653304,1,2024-10
2024-10-25,LAL,PHX,1,0.60049564,1,2024-10
2024-10-25,POR,NOP,0,0.44270733,0,2024-10
2024-10-25,HOU,MEM,1,0.55904454,1,2024-10
2024-10-26,DET,BOS,0,0.3563977,0,2024-10
2024-10-26,DEN,LAC,0,0.6526903,1,2024-10
2024-10-26,CHA,MIA,0,0.33610684,0,2024-10
2024-10-26,WAS,CLE,0,0.46797886,0,2024-10
2024-10-26,CHI,OKC,0,0.49054146,0,2024-10
2024-10-26,MEM,ORL,1,0.6810657,1,2024-10
2024-10-26,MIN,TOR,1,0.61726713,1,2024-10
2024-10-26,PHX,DAL,1,0.49941763,0,2024-10
2024-10-26,LAL,SAC,1,0.42501062,0,2024-10
2024-10-26,SAS,HOU,1,0.6420092,1,2024-10
2024-10-27,IND,PHI,0,0.4863532,0,2024-10
2024-10-27,BKN,MIL,1,0.36139274,0,2024-10
2024-10-27,POR,NOP,1,0.44270733,0,2024-10
2024-10-27,OKC,ATL,1,0.5680225,1,2024-10
2024-10-27,GSW,LAC,0,0.56510055,1,2024-10
2024-10-28,TOR,DEN,0,0.52961606,1,2024-10
2024-10-28,ORL,IND,1,0.5675149,1,2024-10
2024-10-28,BOS,MIL,1,0.6964899,1,2024-10
2024-10-28,MIA,DET,1,0.6895919,1,2024-10
2024-10-28,NYK,CLE,0,0.51755875,1,2024-10
2024-10-28,PHX,LAL,1,0.5102878,1,2024-10
2024-10-28,MEM,CHI,0,0.563298,1,2024-10
2024-10-28,SAS,HOU,0,0.5998582,1,2024-10
2024-10-28,DAL,UTA,1,0.6355409,1,2024-10
2024-10-28,SAC,POR,1,0.6332397,1,2024-10
2024-10-28,ATL,WAS,0,0.6262504,1,2024-10
2024-10-29,MIN,DAL,0,0.6593327,1,2024-10
2024-10-29,BKN,DEN,0,0.43640038,0,2024-10
2024-10-29,GSW,NOP,1,0.5946648,1,2024-10
2024-10-29,UTA,SAC,0,0.59629107,1,2024-10
2024-10-30,CLE,LAL,1,0.5463143,1,2024-10
2024-10-30,WAS,ATL,1,0.46980357,0,2024-10
2024-10-30,CHA,TOR,1,0.39906454,0,2024-10
2024-10-30,PHI,DET,0,0.7219143,1,2024-10
2024-10-30,MEM,BKN,0,0.6949319,1,2024-10
2024-10-30,IND,BOS,1,0.45826477,0,2024-10
2024-10-30,CHI,ORL,1,0.59805334,1,2024-10
2024-10-30,GSW,NOP,1,0.60344446,1,2024-10
2024-10-30,LAC,POR,0,0.7304814,1,2024-10
2024-10-30,OKC,SAS,1,0.66514933,1,2024-10
2024-10-30,MIA,NYK,0,0.57293445,1,2024-10
2024-10-31,UTA,SAS,0,0.63330317,1,2024-10
2024-10-31,LAC,PHX,0,0.6037525,1,2024-10
2024-10-31,MEM,MIL,1,0.5794051,1,2024-10
2024-10-31,DAL,HOU,0,0.62443215,1,2024-10
2024-11-01,CLE,ORL,1,0.69926417,1,2024-11
2024-11-01,DET,NYK,0,0.42138478,0,2024-11
2024-11-01,CHA,BOS,0,0.33246547,0,2024-11
2024-11-01,POR,OKC,0,0.4321656,0,2024-11
2024-11-01,ATL,SAC,0,0.58955073,1,2024-11
2024-11-01,MIN,DEN,1,0.5503986,1,2024-11
2024-11-01,TOR,LAL,0,0.48394418,0,2024-11
2024-11-01,NOP,IND,1,0.63910407,1,2024-11
2024-11-01,BKN,CHI,1,0.5842816,1,2024-11
2024-11-02,MIL,CLE,0,0.6532834,1,2024-11
2024-11-02,CHA,BOS,0,0.32944822,0,2024-11
2024-11-02,TOR,SAC,1,0.50802785,1,2024-11
2024-11-02,HOU,GSW,0,0.35533705,0,2024-11
2024-11-02,PHI,MEM,0,0.6430909,1,2024-11
2024-11-02,SAS,MIN,1,0.5856789,1,2024-11
2024-11-02,MIA,WAS,1,0.6834518,1,2024-11
2024-11-02,PHX,POR,1,0.6990841,1,2024-11
2024-11-02,LAC,OKC,0,0.61114293,1,2024-11
2024-11-02,DEN,UTA,1,0.5926404,1,2024-11
2024-11-03,BKN,DET,0,0.6357692,1,2024-11
2024-11-03,NOP,ATL,0,0.62177616,1,2024-11
2024-11-03,DAL,ORL,1,0.72153586,1,2024-11
2024-11-04,MIA,SAC,0,0.6216338,1,2024-11
2024-11-04,CLE,MIL,1,0.646052,1,2024-11
2024-11-04,WAS,GSW,0,0.39463264,0,2024-11
2024-11-04,DET,LAL,1,0.39862368,0,2024-11
2024-11-04,ATL,BOS,0,0.44483304,0,2024-11
2024-11-04,CHI,UTA,0,0.66432655,1,2024-11
2024-11-04,OKC,ORL,1,0.71005726,1,2024-11
2024-11-04,BKN,MEM,1,0.47765133,0,2024-11
2024-11-04,LAC,SAS,1,0.69589764,1,2024-11
2024-11-04,NOP,POR,0,0.63089097,1,2024-11
2024-11-04,DAL,IND,0,0.51111746,1,2024-11
2024-11-04,DEN,TOR,1,0.65867114,1,2024-11
2024-11-04,PHX,PHI,1,0.6189165,1,2024-11
2024-11-04,MIN,CHA,1,0.57545906,1,2024-11
2024-11-04,HOU,NYK,1,0.45704982,0,2024-11
2024-11-06,MEM,LAL,1,0.51932335,1,2024-11
2024-11-06,CHA,DET,1,0.60992116,1,2024-11
2024-11-06,IND,ORL,1,0.645971,1,2024-11
2024-11-06,ATL,NYK,1,0.4781307,0,2024-11
2024-11-06,BOS,GSW,0,0.6745167,1,2024-11
2024-11-06,HOU,SAS,1,0.55768013,1,2024-11
2024-11-06,DAL,CHI,1,0.6204634,1,2024-11
2024-11-06,DEN,OKC,1,0.5906882,1,2024-11
2024-11-06,PHX,MIA,1,0.50607026,1,2024-11
2024-11-06,LAC,PHI,1,0.54929364,1,2024-11
2024-11-06,SAC,TOR,1,0.55355096,1,2024-11
2024-11-06,NOP,CLE,0,0.5100986,1,2024-11
2024-11-07,CHI,MIN,0,0.593388,1,2024-11
2024-11-07,MIL,UTA,1,0.6430458,1,2024-11
2024-11-07,SAS,POR,1,0.63074714,1,2024-11
2024-11-08,CHA,IND,1,0.60322225,1,2024-11
2024-11-08,BOS,BKN,1,0.7245587,1,2024-11
2024-11-08,CLE,GSW,1,0.5759139,1,2024-11
2024-11-08,DAL,PHX,0,0.52621204,1,2024-11
2024-11-08,ORL,NOP,1,0.61262834,1,2024-11
2024-11-08,NYK,MIL,1,0.44550368,0,2024-11
2024-11-08,SAC,LAC,0,0.41447034,0,2024-11
2024-11-08,MEM,WAS,1,0.6151312,1,2024-11
2024-11-08,OKC,HOU,1,0.6113484,1,2024-11
2024-11-08,LAL,PHI,1,0.4777262,0,2024-11
2024-11-08,DET,ATL,1,0.45692652,0,2024-11
2024-11-08,MIN,POR,1,0.6474185,1,2024-11
2024-11-08,DEN,MIA,1,0.70404947,1,2024-11
2024-11-09,SAS,UTA,0,0.6340723,1,2024-11
2024-11-09,ATL,CHI,0,0.5377767,1,2024-11
2024-11-09,CLE,BKN,1,0.659054,1,2024-11
2024-11-09,LAC,TOR,1,0.594554,1,2024-11
2024-11-10,PHI,CHA,1,0.7415609,1,2024-11
2024-11-10,MIN,MIA,0,0.6447878,1,2024-11
2024-11-10,DET,HOU,0,0.42288044,0,2024-11
2024-11-10,MIL,BOS,0,0.5852604,1,2024-11
2024-11-10,IND,NYK,1,0.5206238,1,2024-11
2024-11-10,PHX,SAC,0,0.56339025,1,2024-11
2024-11-10,DEN,DAL,1,0.61528444,1,2024-11
2024-11-10,POR,MEM,0,0.6451987,1,2024-11
2024-11-10,LAL,TOR,1,0.6679142,1,2024-11
2024-11-10,OKC,GSW,0,0.5523809,1,2024-11
2024-11-10,ORL,WAS,1,0.59969485,1,2024-11
2024-11-11,HOU,WAS,1,0.69999015,1,2024-11
2024-11-11,OKC,LAC,1,0.58714896,1,2024-11
2024-11-11,CHI,CLE,0,0.52056384,1,2024-11
2024-11-11,SAS,SAC,1,0.55051035,1,2024-11
2024-11-11,NOP,BKN,0,0.62591547,1,2024-11
2024-11-12,PHI,NYK,0,0.6086313,1,2024-11
2024-11-12,BOS,ATL,0,0.736447,1,2024-11
2024-11-12,ORL,CHA,1,0.59403574,1,2024-11
2024-11-12,DET,MIA,1,0.40159938,0,2024-11
2024-11-12,GSW,DAL,1,0.5523511,1,2024-11
2024-11-12,UTA,PHX,0,0.53572035,1,2024-11
2024-11-12,POR,MIN,1,0.4621231,0,2024-11
2024-11-12,MIL,TOR,1,0.57997817,1,2024-11
2024-11-13,LAL,MEM,1,0.603147,1,2024-11
2024-11-13,POR,MIN,1,0.49719155,0,2024-11
2024-11-13,ORL,IND,1,0.4945157,0,2024-11
2024-11-13,BKN,BOS,0,0.4017695,0,2024-11
2024-11-13,NYK,CHI,0,0.588548,1,2024-11
2024-11-13,PHI,CLE,0,0.5441051,1,2024-11
2024-11-13,OKC,NOP,1,0.58432865,1,2024-11
2024-11-13,HOU,LAC,1,0.30512306,0,2024-11
2024-11-13,MIL,DET,1,0.74633837,1,2024-11
2024-11-13,SAS,WAS,1,0.62557715,1,2024-11
2024-11-13,SAC,PHX,1,0.562906,1,2024-11
2024-11-14,UTA,DAL,1,0.5709734,1,2024-11
2024-11-15,IND,MIA,0,0.5570274,1,2024-11
2024-11-15,CLE,CHI,1,0.6764314,1,2024-11
2024-11-15,TOR,DET,0,0.6139244,1,2024-11
2024-11-15,ATL,WAS,1,0.64920694,1,2024-11
2024-11-15,NYK,BKN,1,0.57207704,1,2024-11
2024-11-15,ORL,PHI,1,0.39314112,0,2024-11
2024-11-15,HOU,LAC,1,0.3156375,0,2024-11
2024-11-15,SAC,MIN,0,0.39314637,0,2024-11
2024-11-15,NOP,DEN,1,0.4622504,0,2024-11
2024-11-15,OKC,PHX,1,0.59644866,1,2024-11
2024-11-15,GSW,MEM,1,0.6618863,1,2024-11
2024-11-15,SAS,LAL,0,0.4688235,0,2024-11
2024-11-16,CHA,MIL,1,0.4005942,0,2024-11
2024-11-16,BOS,TOR,1,0.7567603,1,2024-11
2024-11-16,NOP,LAL,0,0.50589275,1,2024-11
2024-11-16,DAL,SAS,1,0.677079,1,2024-11
2024-11-16,SAC,UTA,1,0.5150704,1,2024-11
2024-11-17,MEM,DEN,1,0.4832396,0,2024-11
2024-11-17,IND,MIA,1,0.5478854,1,2024-11
2024-11-17,CLE,CHA,1,0.7085726,1,2024-11
2024-11-17,WAS,DET,0,0.6557897,1,2024-11
2024-11-17,MIN,PHX,1,0.51165825,1,2024-11
2024-11-17,POR,ATL,1,0.64773273,1,2024-11
2024-11-17,NYK,BKN,1,0.57456946,1,2024-11
2024-11-17,CHI,HOU,0,0.54385316,1,2024-11
2024-11-17,LAC,UTA,1,0.63124686,1,2024-11
2024-11-17,OKC,DAL,0,0.66872925,1,2024-11
2024-11-18,TOR,IND,1,0.5578523,1,2024-11
2024-11-18,MIA,PHI,1,0.5992789,1,2024-11
2024-11-18,NYK,WAS,1,0.64138687,1,2024-11
2024-11-18,DET,CHI,0,0.51740694,1,2024-11
2024-11-18,MIL,HOU,1,0.7310085,1,2024-11
2024-11-18,PHX,ORL,0,0.65091205,1,2024-11
2024-11-18,LAC,GSW,1,0.60673565,1,2024-11
2024-11-18,SAC,ATL,0,0.607059,1,2024-11
2024-11-19,BOS,CLE,1,0.67760545,1,2024-11
2024-11-19,BKN,CHA,1,0.599924,1,2024-11
2024-11-19,MEM,DEN,0,0.4850648,0,2024-11
2024-11-19,DAL,NOP,1,0.5913087,1,2024-11
2024-11-19,SAS,OKC,1,0.56271476,1,2024-11
2024-11-19,LAL,UTA,1,0.63932866,1,2024-11
2024-11-20,MEM,PHI,1,0.5178131,1,2024-11
2024-11-20,CLE,NOP,1,0.64137965,1,2024-11
2024-11-20,MIL,CHI,1,0.67055905,1,2024-11
2024-11-20,HOU,IND,1,0.39032015,0,2024-11
2024-11-20,LAC,ORL,1,0.6946967,1,2024-11
2024-11-20,GSW,ATL,1,0.64134836,1,2024-11
2024-11-20,OKC,POR,1,0.63145727,1,2024-11
2024-11-20,PHX,NYK,0,0.59890294,1,2024-11
2024-11-21,CHA,DET,1,0.6381305,1,2024-11
2024-11-21,TOR,MIN,1,0.55841726,1,2024-11
2024-11-21,SAS,UTA,1,0.6270092,1,2024-11
2024-11-21,LAL,ORL,0,0.74869007,1,2024-11
2024-11-22,CHI,ATL,1,0.6055811,1,2024-11
2024-11-22,PHI,BKN,1,0.65940565,1,2024-11
2024-11-22,MIL,IND,1,0.6628305,1,2024-11
2024-11-22,WAS,BOS,0,0.3796603,0,2024-11
2024-11-22,HOU,POR,1,0.5859392,1,2024-11
2024-11-22,DEN,DAL,0,0.6352821,1,2024-11
2024-11-22,LAC,SAC,1,0.6302552,1,2024-11
2024-11-22,NOP,GSW,0,0.5499289,1,2024-11
2024-11-23,UTA,NYK,1,0.59634835,1,2024-11
2024-11-23,ORL,DET,1,0.6765146,1,2024-11
2024-11-23,CHI,MEM,0,0.52312833,1,2024-11
2024-11-23,HOU,POR,0,0.5968209,1,2024-11
2024-11-23,MIL,CHA,1,0.66941476,1,2024-11
2024-11-23,SAS,GSW,1,0.55933577,1,2024-11
2024-11-23,LAL,DEN,0,0.55064136,1,2024-11
2024-11-24,IND,WAS,1,0.6212398,1,2024-11
2024-11-24,BOS,MIN,1,0.65840834,1,2024-11
2024-11-24,MIA,DAL,1,0.5253126,1,2024-11
2024-11-24,PHI,LAC,0,0.614856,1,2024-11
2024-11-24,SAC,BKN,0,0.6500339,1,2024-11
2024-11-24,CLE,TOR,1,0.6701847,1,2024-11
2024-11-25,CHA,ORL,0,0.4225763,0,2024-11
2024-11-25,DET,TOR,1,0.63092005,1,2024-11
2024-11-25,IND,NOP,1,0.4724904,0,2024-11
2024-11-25,ATL,DAL,0,0.5690935,1,2024-11
2024-11-25,BOS,LAC,1,0.6065929,1,2024-11
2024-11-25,MEM,POR,1,0.49668446,0,2024-11
2024-11-25,DEN,NYK,0,0.68198746,1,2024-11
2024-11-25,GSW,BKN,0,0.7120857,1,2024-11
2024-11-25,SAC,OKC,0,0.55602574,1,2024-11
2024-11-26,MIN,HOU,0,0.68201476,1,2024-11
2024-11-26,MIA,MIL,0,0.5582853,1,2024-11
2024-11-26,PHX,LAL,1,0.54957455,1,2024-11
2024-11-26,UTA,SAS,0,0.5736861,1,2024-11
2024-11-26,WAS,CHI,0,0.4985117,0,2024-11
2024-11-27,WAS,LAC,0,0.37193444,0,2024-11
2024-11-27,CHA,MIA,0,0.41424897,0,2024-11
2024-11-27,CLE,ATL,0,0.6527598,1,2024-11
2024-11-27,DAL,NYK,1,0.6136471,1,2024-11
2024-11-27,ORL,CHI,1,0.6638569,1,2024-11
2024-11-27,PHI,HOU,0,0.6879285,1,2024-11
2024-11-27,IND,POR,1,0.5973467,1,2024-11
2024-11-27,PHX,BKN,0,0.62172735,1,2024-11
2024-11-27,NOP,TOR,0,0.61578465,1,2024-11
2024-11-27,SAS,LAL,0,0.456853,0,2024-11
2024-11-27,GSW,OKC,0,0.617975,1,2024-11
2024-11-27,UTA,DEN,0,0.5793624,1,2024-11
2024-11-27,MIN,SAC,0,0.5784342,1,2024-11
2024-11-27,MEM,DET,1,0.68725044,1,2024-11
2024-11-29,MIN,LAC,1,0.5351782,1,2024-11
2024-11-29,CHA,NYK,0,0.5016153,1,2024-11
2024-11-29,ATL,CLE,1,0.55078775,1,2024-11
2024-11-29,BKN,ORL,0,0.507161,1,2024-11
2024-11-29,MEM,NOP,1,0.5620741,1,2024-11
2024-11-29,CHI,BOS,0,0.44458225,0,2024-11
2024-11-29,MIA,TOR,1,0.6526777,1,2024-11
2024-11-29,LAL,OKC,0,0.5970425,1,2024-11
2024-11-29,POR,SAC,1,0.565609,1,2024-11
2024-11-29,IND,DET,0,0.6859109,1,2024-11
2024-11-30,DET,PHI,0,0.3594412,0,2024-11
2024-11-30,PHX,GSW,1,0.5701964,1,2024-11
2024-11-30,CHA,ATL,0,0.64362234,1,2024-11
2024-11-30,UTA,DAL,0,0.58768415,1,2024-11
2024-11-30,MIL,WAS,1,0.6825327,1,2024-11
2024-12-01,TOR,MIA,1,0.516098,1,2024-12
2024-12-01,MEM,IND,1,0.6766338,1,2024-12
2024-12-01,CLE,BOS,1,0.55055326,1,2024-12
2024-12-01,NYK,NOP,1,0.5012947,1,2024-12
2024-12-01,BKN,ORL,0,0.5019023,1,2024-12
2024-12-01,HOU,OKC,1,0.61225754,1,2024-12
2024-12-01,UTA,LAL,0,0.52577096,1,2024-12
2024-12-01,POR,DAL,0,0.50925934,1,2024-12
2024-12-01,LAC,DEN,1,0.5059682,1,2024-12
2024-12-01,SAC,SAS,0,0.5698742,1,2024-12
2024-12-02,ATL,NOP,1,0.59949577,1,2024-12
2024-12-02,BOS,MIA,1,0.6493819,1,2024-12
2024-12-02,CHI,BKN,1,0.6555584,1,2024-12
2024-12-02,MIN,LAL,1,0.6675289,1,2024-12
2024-12-03,NYK,ORL,1,0.6093286,1,2024-12
2024-12-03,DET,MIL,0,0.34933773,0,2024-12
2024-12-03,TOR,IND,1,0.5659677,1,2024-12
2024-12-03,CLE,WAS,1,0.6961604,1,2024-12
2024-12-03,PHX,SAS,1,0.59794587,1,2024-12
2024-12-03,CHA,PHI,0,0.34987685,0,2024-12
2024-12-03,DEN,GSW,1,0.7011837,1,2024-12
2024-12-03,DAL,MEM,1,0.57888556,1,2024-12
2024-12-03,LAC,POR,1,0.7140681,1,2024-12
2024-12-03,OKC,UTA,1,0.6426672,1,2024-12
2024-12-03,SAC,HOU,1,0.52034795,1,2024-12
2024-12-04,BOS,DET,1,0.7548727,1,2024-12
2024-12-04,BKN,IND,1,0.60984135,1,2024-12
2024-12-04,MIA,LAL,1,0.65167886,1,2024-12
2024-12-04,PHI,ORL,0,0.66574085,1,2024-12
2024-12-04,MIL,ATL,0,0.65987676,1,2024-12
2024-12-04,LAC,MIN,0,0.45835713,0,2024-12
2024-12-05,TOR,OKC,0,0.48292634,0,2024-12
2024-12-05,CLE,DEN,1,0.5893951,1,2024-12
2024-12-05,NYK,CHA,1,0.631397,1,2024-12
2024-12-05,WAS,DAL,0,0.554273,1,2024-12
2024-12-05,MEM,SAC,1,0.56884253,1,2024-12
2024-12-05,SAS,CHI,0,0.5543441,1,2024-12
2024-12-05,GSW,HOU,1,0.6586984,1,2024-12
2024-12-05,NOP,PHX,1,0.53225744,1,2024-12
2024-12-06,PHI,ORL,1,0.6569668,1,2024-12
2024-12-06,ATL,LAL,1,0.48054737,0,2024-12
2024-12-06,BOS,MIL,1,0.69039756,1,2024-12
2024-12-06,CHI,IND,0,0.5220705,1,2024-12
2024-12-06,SAS,SAC,0,0.5303497,1,2024-12
2024-12-06,GSW,MIN,0,0.50283694,1,2024-12
2024-12-06,POR,UTA,0,0.58101135,1,2024-12
2024-12-07,CHA,CLE,0,0.44560412,0,2024-12
2024-12-07,NYK,DET,0,0.6354314,1,2024-12
2024-12-07,NOP,OKC,0,0.5164112,1,2024-12
2024-12-07,MIA,PHX,1,0.6223761,1,2024-12
2024-12-07,TOR,DAL,0,0.5104273,1,2024-12
2024-12-07,BOS,MEM,0,0.70037323,1,2024-12
2024-12-07,WAS,DEN,1,0.4036209,0,2024-12
2024-12-08,ORL,PHX,1,0.59590465,1,2024-12
2024-12-08,CHI,PHI,0,0.52807814,1,2024-12
2024-12-08,BKN,MIL,0,0.39288792,0,2024-12
2024-12-08,IND,CHA,0,0.67115605,1,2024-12
2024-12-08,MIA,CLE,1,0.6630767,1,2024-12
2024-12-08,ATL,DEN,0,0.5409549,1,2024-12
2024-12-08,WAS,MEM,0,0.5344435,1,2024-12
2024-12-08,GSW,MIN,1,0.5493257,1,2024-12
2024-12-08,LAC,HOU,0,0.68124634,1,2024-12
2024-12-08,SAC,UTA,1,0.59592384,1,2024-12
2024-12-08,LAL,POR,1,0.6061583,1,2024-12
2024-12-08,SAS,NOP,1,0.6083747,1,2024-12
2024-12-09,TOR,NYK,0,0.5292265,1,2024-12
2024-12-10,MIL,ORL,1,0.75431263,1,2024-12
