number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
288,0.5514639262539969,2025-12-12 00:54:26.274835,2025-12-12 00:54:42.835610,0 days 00:00:16.560775,0.5344354623467337,0.5384793733027758,0.5827948529010766,2.9957508410886673,0.011233086852286111,9,10,20,2943,13.701703886140963,0.05734052407864225,1.0093991609194433,0.7225974793437809,COMPLETE
289,0.5523606673727152,2025-12-12 00:54:42.839639,2025-12-12 00:55:01.152421,0 days 00:00:18.312782,0.5390765709144177,0.5317822212761131,0.5850987671574859,2.8838464259559458,0.011752436063334388,10,12,18,2862,13.891595664813568,0.04763215694192755,0.919270687352663,0.7148473202722423,COMPLETE
290,0.5531267562377998,2025-12-12 00:55:01.156449,2025-12-12 00:55:16.919151,0 days 00:00:15.762702,0.5355912482222532,0.5157936464066503,0.6061362767473334,2.996794820114389,0.010921810186219771,9,12,20,2809,11.898630221642295,0.021884140643137047,0.9077038051979802,0.731351151774623,COMPLETE
291,0.5345106808840144,2025-12-12 00:55:16.920914,2025-12-12 00:56:01.933297,0 days 00:00:45.012383,0.7832480721028062,0.5276034612078652,0.5793301168879109,0.018665045731422136,0.03229022209381918,9,12,19,2911,12.790782161075361,0.028751615436347803,0.9146151174774836,0.7492962884722426,COMPLETE
292,0.5505253684183739,2025-12-12 00:56:01.935305,2025-12-12 00:56:15.399397,0 days 00:00:13.464092,0.5590787230036924,0.7103554690383597,0.5897024616864588,2.854775555421178,0.011327805961694797,9,12,23,2087,14.200909419414113,0.0005842070310683071,0.9041690359649759,0.7089239129831411,COMPLETE
293,0.5529130781300061,2025-12-12 00:56:15.403421,2025-12-12 00:56:27.321706,0 days 00:00:11.918285,0.5300221382593405,0.5412107239943813,0.5968096750563886,2.9378095430431213,0.01200062949611576,9,11,21,2030,13.525057154165228,0.02089871988305908,0.9087665220311655,0.7248118842450362,COMPLETE
294,0.5525665188802245,2025-12-12 00:56:27.323728,2025-12-12 00:56:45.471104,0 days 00:00:18.147376,0.5416283706914768,0.5245274788117378,0.578201187087856,2.8494357933240453,0.010373159611341744,10,11,22,2828,13.264763533873424,0.02424583964763409,0.9003374268615714,0.7133735147317419,COMPLETE
295,0.5533945109828323,2025-12-12 00:56:45.473114,2025-12-12 00:57:04.643902,0 days 00:00:19.170788,0.6239468463601735,0.5341154985222809,0.532261719098164,2.911390716728885,0.010913880635290972,9,11,20,2909,14.235946205322799,0.0007370022022527449,0.92216774095991,0.7016217312850707,COMPLETE
296,0.5517245662931101,2025-12-12 00:57:04.647936,2025-12-12 00:57:21.063677,0 days 00:00:16.415741,0.638176059227347,0.5399270736717616,0.5296725596678031,2.897070120325533,0.01079171048484302,9,11,25,2889,14.225732292425135,0.0008170545818140069,0.9223242663247454,0.7037448375769195,COMPLETE
297,0.5531687958824749,2025-12-12 00:57:21.065705,2025-12-12 00:57:37.597809,0 days 00:00:16.532104,0.6176345566142484,0.511988025298136,0.5241660317316895,2.8245035954121525,0.010012710028997177,9,11,20,2979,14.449511322997612,0.0004546568629868271,0.9285417292212624,0.7065272106797935,COMPLETE
298,0.5530739334860328,2025-12-12 00:57:37.601576,2025-12-12 00:57:56.554249,0 days 00:00:18.952673,0.5539971400262997,0.6277870156693913,0.5316335983282037,2.891558080539776,0.010763175772816413,9,10,21,2942,14.928368978134682,0.0006815717696878106,0.9251645462617148,0.8474711519465772,COMPLETE
299,0.5530748556137484,2025-12-12 00:57:56.557245,2025-12-12 00:58:15.837829,0 days 00:00:19.280584,0.5259971095654232,0.5353348565578214,0.5042408214269293,2.81662609480027,0.012123564571212718,9,12,24,2943,14.055632828082398,0.0010450340233603662,0.9187971134053623,0.6967586925464162,COMPLETE
300,0.5535910717029122,2025-12-12 00:58:15.841856,2025-12-12 00:58:31.454677,0 days 00:00:15.612821,0.5235730870188706,0.5438489339059019,0.5681936871191021,2.9997195811545865,0.011217993812028145,9,11,19,2845,14.601895286492905,0.0005890693251772963,0.9142845729085242,0.7043666831848667,COMPLETE
301,0.550158811804485,2025-12-12 00:58:31.456685,2025-12-12 00:58:44.290794,0 days 00:00:12.834109,0.6073692521635167,0.5428075878064866,0.5669771644190826,2.9395077004824723,0.037817577182576584,9,11,19,2839,14.64331865831767,0.000722714455791868,0.9145648070123028,0.7026811554067699,COMPLETE
302,0.5529066100467024,2025-12-12 00:58:44.294565,2025-12-12 00:59:02.677686,0 days 00:00:18.383121,0.5486592086356038,0.5259501433935571,0.5694368353139497,2.9932822644827444,0.011342252517354094,9,11,18,2884,14.398608678464196,0.0002730893978104403,0.9133010765889849,0.7140415984644404,COMPLETE
303,0.5518474889563165,2025-12-12 00:59:02.679697,2025-12-12 00:59:18.522959,0 days 00:00:15.843262,0.5304783275412296,0.5337045671749943,0.5624307266811635,2.9295022182665496,0.0123295430384356,9,11,19,2901,15.010273674024631,0.0010457683792663042,0.9114869209440885,0.7031250713276241,COMPLETE
304,0.5476204296493541,2025-12-12 00:59:18.524979,2025-12-12 00:59:31.587855,0 days 00:00:13.062876,0.6897324440987498,0.5435534921877211,0.6157272903687396,2.999593010599578,0.050765410713574405,10,11,20,2823,14.081514742118067,0.0005469789175659833,0.9043300208239852,0.692764443122973,COMPLETE
305,0.5465973590616373,2025-12-12 00:59:31.591632,2025-12-12 00:59:42.067210,0 days 00:00:10.475578,0.5269294050177071,0.5194450186802752,0.5469095490127092,1.470608281375714,0.03385210118630558,9,11,19,1407,14.695125000736379,0.0009005687541514527,0.9190085627942928,0.71606740114547,COMPLETE
306,0.552928576468507,2025-12-12 00:59:42.069237,2025-12-12 01:00:00.107965,0 days 00:00:18.038728,0.5222995732466589,0.5365340017705447,0.5741912565731572,2.864210861368809,0.011833255836772296,7,11,21,2799,15.228673084879745,0.0012243577862322053,0.9108961651655698,0.7306645414166493,COMPLETE
307,0.5525425909103178,2025-12-12 01:00:00.111745,2025-12-12 01:00:16.483826,0 days 00:00:16.372081,0.5317462536241531,0.5269276272834216,0.5661367572180681,2.9221332498076658,0.011205074733154982,9,12,20,2709,13.010051934909217,0.0007611086225571473,0.9166929774235141,0.6969311040028197,COMPLETE
308,0.5538636771330246,2025-12-12 01:00:16.485839,2025-12-12 01:00:32.965310,0 days 00:00:16.479471,0.5236747772950949,0.5321761446048832,0.5344154053108233,2.8106288847792764,0.01037183363672933,9,11,20,2855,11.083333640394498,0.00037595682887625663,0.9061237441552029,0.744256120499221,COMPLETE
309,0.5530554516699426,2025-12-12 01:00:32.967320,2025-12-12 01:00:49.453190,0 days 00:00:16.485870,0.5243977846361,0.5328638973948425,0.5331339341767988,2.7731532825399268,0.01035468017678155,9,11,20,2885,12.159531421273503,0.00021642674311566504,0.9059136739173539,0.737870514987957,COMPLETE
310,0.55168587028345,2025-12-12 01:00:49.457223,2025-12-12 01:01:09.723919,0 days 00:00:20.266696,0.5372342576948956,0.5406977646165877,0.5405223209929486,2.8342683515039573,0.010451758497055312,9,11,19,2844,8.522675625075173,0.00046845718784558276,0.9026185059098064,0.7462308578720706,COMPLETE
311,0.5441521946364174,2025-12-12 01:01:09.725932,2025-12-12 01:01:44.679245,0 days 00:00:34.953313,0.7319901348486175,0.523099606325149,0.5261742971343001,1.0201398963628758,0.01092958681617614,9,11,20,2933,10.541151795463906,0.00037720733012327595,0.9076444045979247,0.7078792172381598,COMPLETE
312,0.5541141256460195,2025-12-12 01:01:44.681269,2025-12-12 01:02:03.913894,0 days 00:00:19.232625,0.5311470224494715,0.5307564140082015,0.5359055142579787,2.778248207350571,0.01037352798296664,9,11,21,2861,11.84599997629914,0.0003084983416641038,0.9000395413886912,0.7307742137710039,COMPLETE
313,0.5525294476626059,2025-12-12 01:02:03.915902,2025-12-12 01:02:22.035500,0 days 00:00:18.119598,0.5318510574465617,0.5132479952007579,0.538370551413449,2.74429502328448,0.010472425208463162,9,11,18,2844,12.39300506252139,0.0003062728168321788,0.9013935542386183,0.7517311376793648,COMPLETE
314,0.5534694339729553,2025-12-12 01:02:22.037512,2025-12-12 01:02:38.111486,0 days 00:00:16.073974,0.5224848392272866,0.5285664764746074,0.5408609503228602,2.7644813497154126,0.010333323491860388,10,11,22,2788,11.572661982002506,0.00024103758645039263,0.904499101374056,0.730453111895874,COMPLETE
315,0.5517403875925857,2025-12-12 01:02:38.113501,2025-12-12 01:02:57.838843,0 days 00:00:19.725342,0.5426692671757474,0.6616303424975358,0.5467301340149555,2.8212123976109735,0.012646616622939172,7,11,21,2779,11.946137356258042,0.00039525121395943253,0.9006131225328569,0.7410106427326864,COMPLETE
316,0.5537258264799219,2025-12-12 01:02:57.842629,2025-12-12 01:03:10.856659,0 days 00:00:13.014030,0.5265567385434966,0.5453979201370489,0.5354792201456663,2.796239062042586,0.010011700996368594,9,10,21,1937,12.631600974497022,0.00028272395164368104,0.9096780553225062,0.7231258341028519,COMPLETE
317,0.5507971658173083,2025-12-12 01:03:10.858667,2025-12-12 01:03:25.912713,0 days 00:00:15.054046,0.5263294833163467,0.6184513306377288,0.5352238503635808,2.7586619821460303,0.010660954649207207,9,12,21,1974,9.747005742263237,0.00015182488722643672,0.9108464110699837,0.7230046853050153,COMPLETE
318,0.5534344237392884,2025-12-12 01:03:25.916489,2025-12-12 01:03:39.128334,0 days 00:00:13.211845,0.5238385205946484,0.5455277268654728,0.5292757084235055,2.803646373141501,0.010135334696213166,9,10,22,1924,12.522391375084405,0.0002745323186614548,0.9087118934124554,0.7371439778133545,COMPLETE
319,0.5510920601974965,2025-12-12 01:03:39.132366,2025-12-12 01:03:54.682498,0 days 00:00:15.550132,0.5360229326300905,0.5403990046504852,0.5369735522467045,2.7026372988802576,0.01040937482739607,9,10,21,1890,11.758762851010273,0.0003329488853635256,0.9139101792059335,0.7298384037798287,COMPLETE
320,0.5520037042862662,2025-12-12 01:03:54.686943,2025-12-12 01:04:13.924032,0 days 00:00:19.237089,0.5468428429127833,0.5449683861753413,0.7586627399552804,2.808312081478887,0.01023568437614811,9,11,23,2606,11.266397744504474,0.00021344210273868154,0.9001790832220798,0.7202171777164212,COMPLETE
321,0.5516213041143294,2025-12-12 01:04:13.925788,2025-12-12 01:04:24.208144,0 days 00:00:10.282356,0.5192482501462053,0.5380260430315793,0.5245240021674634,2.8654663772897617,0.030741688162684924,9,11,21,1987,13.052750977678702,0.00031463695919787453,0.90659372575815,0.5021530674026563,COMPLETE
322,0.553331004110109,2025-12-12 01:04:24.211935,2025-12-12 01:04:37.334143,0 days 00:00:13.122208,0.5287609653785259,0.517875265818806,0.5444553033256886,2.7706117608261964,0.011035593953512668,9,10,22,2035,11.240014234545194,0.0003865589028060227,0.9106425191982741,0.8417862509428945,COMPLETE
323,0.5529806681009267,2025-12-12 01:04:37.336157,2025-12-12 01:04:57.134828,0 days 00:00:19.798671,0.53884939020936,0.5440058743222764,0.5317853644851415,2.885173369070825,0.01011906889770446,10,11,21,2857,12.192242566022125,0.017332480125129574,0.9161031345334554,0.7244739875368129,COMPLETE
324,0.5533326421772106,2025-12-12 01:04:57.138876,2025-12-12 01:05:13.364746,0 days 00:00:16.225870,0.5214346479356583,0.5253485465851658,0.5395622218553217,2.9418038181791526,0.011269644966652757,9,10,21,2545,12.827371804409655,0.00042769973547013144,0.9065398646755987,0.7341044588837222,COMPLETE
325,0.5531166501229581,2025-12-12 01:05:13.366754,2025-12-12 01:05:25.770981,0 days 00:00:12.404227,0.5341338425039143,0.5365376540199802,0.560352350204706,2.7114772339053834,0.010009784586225602,9,11,19,1795,12.689425440885433,0.0005954310516071295,0.9123165625327931,0.7465202940379199,COMPLETE
326,0.5523969532258179,2025-12-12 01:05:25.773006,2025-12-12 01:05:36.925907,0 days 00:00:11.152901,0.5281563181189549,0.5311300546439295,0.5258487496873433,2.830823480760446,0.010773110284909113,9,11,22,1937,13.335966527937707,0.00016917765977272347,0.9038962817580632,0.8559628780983733,COMPLETE
327,0.5541032684691904,2025-12-12 01:05:36.929954,2025-12-12 01:05:49.862924,0 days 00:00:12.932970,0.5214786997695743,0.546459199781672,0.591052012515397,2.888039080818916,0.011388772052608024,9,11,18,2017,13.648281894536785,0.0005242987020845485,0.9967333237743741,0.7167806931698433,COMPLETE
328,0.5522529066755348,2025-12-12 01:05:49.864942,2025-12-12 01:06:04.975682,0 days 00:00:15.110740,0.540975188679218,0.5478891038483825,0.6003934911135695,2.945811059703624,0.012543130800039036,9,11,18,1949,13.515113264476444,0.0005293678309023739,0.9974488439107567,0.7193540260170541,COMPLETE
329,0.54616270204353,2025-12-12 01:06:04.979739,2025-12-12 01:06:20.430085,0 days 00:00:15.450346,0.5197694717815776,0.5396226458756959,0.5901807558010109,1.8966165671020778,0.02093301588864827,9,11,19,1999,10.752137068322984,0.0003062375810573683,0.9773779222418298,0.7138886758102289,COMPLETE
330,0.5521250767012585,2025-12-12 01:06:20.431841,2025-12-12 01:06:33.442203,0 days 00:00:13.010362,0.5302407781383419,0.5466057856399131,0.6044640902061963,2.8906548918161232,0.011498235121373488,9,11,20,2038,13.682367363393201,0.00045662685394052405,0.9088280203042145,0.7252547281750807,COMPLETE
331,0.5522960923755971,2025-12-12 01:06:33.444218,2025-12-12 01:06:42.113721,0 days 00:00:08.669503,0.547607677004244,0.5216976287539832,0.5324265246568451,2.7975356793073205,0.012024825219363893,10,12,19,1118,12.390875122388996,0.0006002349114258132,0.9878089071380045,0.7176703446314002,COMPLETE
332,0.5525268441671977,2025-12-12 01:06:42.115730,2025-12-12 01:06:52.829192,0 days 00:00:10.713462,0.5251180056926267,0.5323239271039646,0.5217830408541496,2.9333672918724383,0.012681749615965705,9,11,21,1629,12.890377870235053,0.00038874615385476805,0.916107162431679,0.7327942578928295,COMPLETE
333,0.5527142018423098,2025-12-12 01:06:52.833229,2025-12-12 01:07:06.659677,0 days 00:00:13.826448,0.5354695583779595,0.5388350375569646,0.5944340887768088,2.9971873241604596,0.011394136597265937,9,11,18,1853,13.979219952495832,0.0005493472325938508,0.9035388260717052,0.7086683786746867,COMPLETE
334,0.5522414401746338,2025-12-12 01:07:06.661692,2025-12-12 01:07:22.861601,0 days 00:00:16.199909,0.5191600451796283,0.544762167766428,0.5424134278247446,2.8589860264882,0.01077329170340592,9,11,20,2876,11.285106712041612,0.034750002129610186,0.9812404208889458,0.8734167291190089,COMPLETE
335,0.5510217939224423,2025-12-12 01:07:22.863612,2025-12-12 01:07:37.780181,0 days 00:00:14.916569,0.5317477668625149,0.5256531905222446,0.6103400453196084,2.7420656957208167,0.012124358653168535,9,11,17,2665,13.253501932612672,0.0002935100933449318,0.9129041827487386,0.7273759000677907,COMPLETE
336,0.5520073915456087,2025-12-12 01:07:37.782191,2025-12-12 01:07:56.858318,0 days 00:00:19.076127,0.5426146362042773,0.5330537917304786,0.5363979766892691,2.8960158012942365,0.01138468096528818,9,10,19,2818,11.012544142633285,0.0006700400657599927,0.9731082269041118,0.7160271721320748,COMPLETE
337,0.5535278163850421,2025-12-12 01:07:56.861321,2025-12-12 01:08:09.346292,0 days 00:00:12.484971,0.5250253787900304,0.5160809021443735,0.5492682492518446,2.8013080503858054,0.01003499576523773,9,11,20,2036,13.716104712804599,0.000886981797280165,0.9001669072461196,0.7431292892006393,COMPLETE
338,0.5520127589633577,2025-12-12 01:08:09.348303,2025-12-12 01:08:23.099136,0 days 00:00:13.750833,0.5271872590968738,0.512197686611545,0.5496536260521566,2.705141857957314,0.010107921684568486,8,11,20,1983,10.11789638932679,0.0008500344050737773,0.9006885599319072,0.7438661904377571,COMPLETE
339,0.5512612693877623,2025-12-12 01:08:23.102919,2025-12-12 01:08:37.332049,0 days 00:00:14.229130,0.5539601116676077,0.516362896929476,0.7497324633451257,2.8068542001615775,0.010003782971291435,10,11,21,2031,13.671909669855614,0.000466867587020313,0.9039354675414525,0.7528812425498163,COMPLETE
340,0.5539048538120523,2025-12-12 01:08:37.334061,2025-12-12 01:08:51.392304,0 days 00:00:14.058243,0.5377791557956381,0.5205159327691062,0.5685237525107378,2.7678739315800907,0.010554223832315805,9,11,20,2048,11.759210396177739,0.0005763510791300769,0.9000546577413424,0.7381109047001971,COMPLETE
341,0.5515172827017769,2025-12-12 01:08:51.396341,2025-12-12 01:09:10.891239,0 days 00:00:19.494898,0.5384178266316493,0.508554003050356,0.5723282776571744,2.65667280886566,0.010536304116781758,9,11,20,2739,12.103361018675244,0.0006413413808551691,1.0210905342697292,0.738085357777579,COMPLETE
342,0.5523248654637143,2025-12-12 01:09:10.893253,2025-12-12 01:09:23.695110,0 days 00:00:12.801857,0.5609210405480889,0.5185255930341679,0.5653493497162969,2.747872166616473,0.010680047426820185,9,11,20,2024,11.66921847275126,0.0003803530538786372,0.9000009407966509,0.7573048793610431,COMPLETE
343,0.551783930624532,2025-12-12 01:09:23.697123,2025-12-12 01:09:36.738343,0 days 00:00:13.041220,0.5339371288466715,0.5215919235118437,0.5587562587936963,2.697241429339825,0.010015890480672987,9,11,21,2068,12.93427433480339,0.0005409114976230142,0.9044166057703469,0.7430746186129606,COMPLETE
344,0.551502367393882,2025-12-12 01:09:36.740353,2025-12-12 01:09:48.968706,0 days 00:00:12.228353,0.5470535753565557,0.52488953384642,0.5581044432577427,2.7621531542725104,0.010828764466754601,9,11,19,1972,13.506025983193798,0.0002476235546889811,0.9073165890474973,0.7340171595784599,COMPLETE
345,0.5518998122528471,2025-12-12 01:09:48.972738,2025-12-12 01:10:04.102416,0 days 00:00:15.129678,0.5427927512570498,0.5134876031643575,0.5690649910371132,2.8138307400523215,0.011050085030749201,9,11,20,2060,11.665448839264906,0.0004541629572044519,0.9030973704859465,0.744603839070618,COMPLETE
346,0.5492552256011074,2025-12-12 01:10:04.104430,2025-12-12 01:10:25.990113,0 days 00:00:21.885683,0.5363558026819636,0.5207864862400421,0.5872775667636149,1.2941431408937545,0.01047133393027321,9,12,20,2010,12.361632362268413,0.0007567950406156782,1.0137239067289483,0.7286244283171046,COMPLETE
347,0.5526718406140209,2025-12-12 01:10:25.992131,2025-12-12 01:10:37.518229,0 days 00:00:11.526098,0.5276719300444442,0.5286949888836693,0.5630456629005708,2.8287676500082157,0.011178071027703526,9,11,21,1940,13.96026922011223,0.000594792172029572,0.9097115096265956,0.6913751814909844,COMPLETE
348,0.554377802906474,2025-12-12 01:10:37.522261,2025-12-12 01:10:50.699067,0 days 00:00:13.176806,0.5502167389828312,0.514062720278332,0.5774468656970575,2.75202083250913,0.010737787778318518,8,11,19,2087,13.08235684244626,0.000905869954752655,0.901132882675415,0.6808456140991775,COMPLETE
349,0.553668774969432,2025-12-12 01:10:50.703091,2025-12-12 01:11:06.267340,0 days 00:00:15.564249,0.5501670873714664,0.5284041060186276,0.5775641528688148,2.6490755457551747,0.011522981540452752,8,11,19,2085,12.348426468784442,0.024638812490739303,0.9060669018439895,0.6804657563026504,COMPLETE
350,0.5504841254431538,2025-12-12 01:11:06.271368,2025-12-12 01:11:20.087193,0 days 00:00:13.815825,0.5556746440547491,0.530970417995379,0.5797662974015143,2.616968953932865,0.011632323430404901,8,10,18,2156,11.990682617678436,0.02937753184399033,0.9002642747475265,0.6740722296324069,COMPLETE
351,0.5527778004089313,2025-12-12 01:11:20.089203,2025-12-12 01:11:34.720583,0 days 00:00:14.631380,0.5506383084511401,0.6738341983300127,0.5755977157420443,2.6648477240607478,0.011753050065777905,8,11,19,2128,12.637479569677131,0.02298545592831883,0.9063497429397058,0.6849574496139489,COMPLETE
352,0.5524085048147435,2025-12-12 01:11:34.722601,2025-12-12 01:11:53.153161,0 days 00:00:18.430560,0.554008620000579,0.5082274067588353,0.5765172650841013,2.675883919127182,0.011303872790720038,8,11,19,2918,12.290350830172999,0.03393549667182481,0.9054534904237708,0.6683942645942,COMPLETE
353,0.5521852990480449,2025-12-12 01:11:53.157185,2025-12-12 01:12:08.394861,0 days 00:00:15.237676,0.5477039986560223,0.5479030335347785,0.5848229659851144,2.7250794128096185,0.011942167170547616,8,11,19,2084,12.916566359149572,0.020824177870896465,0.9109918308448087,0.6783582752741505,COMPLETE
354,0.5518755618551954,2025-12-12 01:12:08.396877,2025-12-12 01:12:23.006798,0 days 00:00:14.609921,0.5590161789158694,0.6450095423317378,0.5691663077317612,2.6098079245462196,0.011157234108410055,8,12,18,2126,11.769087253945257,0.014613137521440419,0.90338744477619,0.6814007830922734,COMPLETE
355,0.5427788095008884,2025-12-12 01:12:23.008809,2025-12-12 01:12:59.410000,0 days 00:00:36.401191,0.546866488828606,0.5340956793985857,0.5890199731041947,0.6907530537004412,0.012158023132986775,8,11,19,2783,11.090472625720809,0.0003297675880868022,0.9153820821360253,0.6903062034856755,COMPLETE
356,0.5519953548776535,2025-12-12 01:12:59.412018,2025-12-12 01:13:16.183007,0 days 00:00:16.770989,0.5419986759935471,0.527344578681636,0.5809557841291013,2.7400514972232344,0.010507119510305096,7,11,18,2845,12.602921695489652,0.026810904921398787,0.9110252526775418,0.6756043213949973,COMPLETE
357,0.5520101145703196,2025-12-12 01:13:16.185018,2025-12-12 01:13:33.023759,0 days 00:00:16.838741,0.5634794850010145,0.5423605174807586,0.5751293488631639,2.6960505166135653,0.011651518651917374,7,11,19,2999,13.170736024941538,0.001068555788565268,0.9043250493380541,0.6976973066736686,COMPLETE
358,0.5497933981203238,2025-12-12 01:13:33.027796,2025-12-12 01:13:49.957875,0 days 00:00:16.930079,0.549591935066155,0.5202546748536002,0.5925727330158611,2.792117654207786,0.010817790447118572,8,10,20,2090,1.2901716944879116,0.0007264745695868027,0.9188484098973344,0.6840361846138238,COMPLETE
359,0.5446615824216003,2025-12-12 01:13:49.959892,2025-12-12 01:14:22.370312,0 days 00:00:32.410420,0.5666128581041829,0.535333761866003,0.565481942875827,0.17786677174149945,0.011221678803239836,10,11,19,2166,12.192255404318582,0.0002058201123598617,0.9004157751411798,0.7038265614496652,COMPLETE
360,0.5392328470469666,2025-12-12 01:14:22.374098,2025-12-12 01:14:48.173143,0 days 00:00:25.799045,0.5394436045797074,0.5498070607883605,0.7049116970574296,0.547814771684803,0.03196391285808673,8,11,20,2001,11.393562916173757,0.0177600180220219,1.0050790681293273,0.6919096415129988,COMPLETE
361,0.5533864717826986,2025-12-12 01:14:48.175154,2025-12-12 01:15:02.609454,0 days 00:00:14.434300,0.5531049082726043,0.5292964836353625,0.5715350121419115,2.6438194335222844,0.012294926671698151,9,11,18,1905,13.04395833608115,0.01153222354902139,0.9081080821801196,0.6999183342370027,COMPLETE
362,0.5528689893958236,2025-12-12 01:15:02.611472,2025-12-12 01:15:18.781426,0 days 00:00:16.169954,0.5438920284588915,0.5418589703710409,0.5997956424918839,2.7619184765355462,0.010549220247192452,7,11,24,2879,12.563600586332173,0.0009375433235079178,0.9632294126993509,0.7207182465005483,COMPLETE
363,0.551507126806889,2025-12-12 01:15:18.783440,2025-12-12 01:15:29.342047,0 days 00:00:10.558607,0.5360568137978396,0.5266513585973412,0.582077021178578,2.8619823029593747,0.03486139032717193,8,12,19,2060,12.085270229871268,0.024507258417691014,0.9127847438511292,0.6837155582619984,COMPLETE
364,0.550796894007126,2025-12-12 01:15:29.345852,2025-12-12 01:15:42.923492,0 days 00:00:13.577640,0.532885105970256,0.5354531137153032,0.5712669126244616,2.1218868911931055,0.022904065726039088,9,11,21,2103,12.813781830931962,0.0004162500563029357,1.0316985512791894,0.7075131176579692,COMPLETE
365,0.552741164238282,2025-12-12 01:15:42.925511,2025-12-12 01:16:01.965234,0 days 00:00:19.039723,0.5764326942275861,0.5123148705563044,0.5856246715704758,2.7201714356287923,0.011626688132239127,9,11,20,2149,13.387154204845709,0.0007062430101001563,0.9065689579194862,0.7232906687507,COMPLETE
366,0.5516448167611128,2025-12-12 01:16:01.967249,2025-12-12 01:16:19.818016,0 days 00:00:17.850767,0.5194364919618812,0.5572406571975735,0.5776089725863258,2.8341402120000265,0.011251762611603178,9,10,19,2512,11.529000815723487,0.0002589608958455066,0.9036908689636585,0.6749539979219419,COMPLETE
367,0.5521705394962848,2025-12-12 01:16:19.821791,2025-12-12 01:16:32.447344,0 days 00:00:12.625553,0.540028801242462,0.5227355857400392,0.561626265318434,2.770746609462958,0.011953145211705717,9,9,21,1968,10.867202516027541,0.001219759749246077,0.9154877627253736,0.6958210911425642,COMPLETE
368,0.551534509392037,2025-12-12 01:16:32.449360,2025-12-12 01:16:45.106378,0 days 00:00:12.657018,0.5706703054599193,0.5469674599630908,0.5956935005984982,2.870714315350988,0.010804580341673397,7,11,20,2025,14.513987597846192,0.03595504526237297,0.9090915863456228,0.7312112805785471,COMPLETE
369,0.5521413848318817,2025-12-12 01:16:45.108387,2025-12-12 01:17:01.234550,0 days 00:00:16.126163,0.555460077955135,0.5315538392255215,0.732950717496622,2.639378214622898,0.019553637953394112,8,11,19,2569,13.090040089627387,0.0003486437893772655,0.9033583137089979,0.8490664632842219,COMPLETE
370,0.5515081746230608,2025-12-12 01:17:01.236568,2025-12-12 01:17:14.013637,0 days 00:00:12.777069,0.5469017338218359,0.5406519800975809,0.5666964478222812,2.7883798569984495,0.01053335358072187,10,12,18,2061,11.917920394826186,0.0005202593190519835,0.91230249600092,0.7157984870047419,COMPLETE
371,0.5522549684296846,2025-12-12 01:17:14.015647,2025-12-12 01:17:25.492234,0 days 00:00:11.476587,0.524137078418007,0.5192289666000182,0.6360389614635269,2.8779164941542477,0.012470348209081472,9,11,20,2192,15.365864531855118,0.0008947788879205738,0.9077689512421371,0.863025410165575,COMPLETE
372,0.5486971368800332,2025-12-12 01:17:25.494243,2025-12-12 01:17:38.960701,0 days 00:00:13.466458,0.5334428821766914,0.5517137452921244,0.6222812945973875,2.7061183733284198,0.04244699497157888,9,11,21,2806,13.388273187203884,0.001302888960020551,0.9000599636352495,0.7071718833644511,COMPLETE
373,0.5534932434067343,2025-12-12 01:17:38.962713,2025-12-12 01:17:53.940680,0 days 00:00:14.977967,0.5180096343377545,0.5361143923753059,0.7653409255026138,2.847275534011059,0.011621505868922754,9,11,22,2137,12.410931951296579,0.0010511879147636772,0.9186930026598489,0.6900527067133992,COMPLETE
374,0.5528471133956528,2025-12-12 01:17:53.944474,2025-12-12 01:18:10.905200,0 days 00:00:16.960726,0.5299028158521288,0.5289320479847649,0.5784679427227323,2.939031995066219,0.011156195770507575,8,9,23,2916,13.867238149021318,0.0006725522622652868,0.9001125953614146,0.5679118407743953,COMPLETE
375,0.5506864099236739,2025-12-12 01:18:10.909239,2025-12-12 01:18:26.276709,0 days 00:00:15.367470,0.5383057123811918,0.5458830155795537,0.5873570251045539,2.761366303264396,0.012844878372604786,9,12,20,2097,6.877194231413584,0.00045602001575925774,0.9225111596181154,0.6670025178020872,COMPLETE
376,0.5518885085728484,2025-12-12 01:18:26.278726,2025-12-12 01:18:40.761123,0 days 00:00:14.482397,0.5230529036162839,0.5160318799974273,0.5546674501370795,2.890188098393056,0.010896572554983575,10,11,19,2843,15.22546608113055,0.0008134923035207103,0.9056782911257323,0.7242274843386843,COMPLETE
377,0.5535192874205903,2025-12-12 01:18:40.763143,2025-12-12 01:18:59.159576,0 days 00:00:18.396433,0.6724044871804947,0.539084529815409,0.5714059780885242,2.9948004889709448,0.011683414414082527,6,11,25,2755,14.490138117429687,0.0005691134673458885,1.0944096392819955,0.7364205609076514,COMPLETE
378,0.5521350366131355,2025-12-12 01:18:59.163620,2025-12-12 01:19:12.146575,0 days 00:00:12.982955,0.5428334254700115,0.5567363359671447,0.5907928106898426,2.832129577540051,0.012160943059605368,9,10,21,2057,12.723629584974685,0.00039409350926784825,0.9139644420832878,0.543776483891736,COMPLETE
