number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
18,0.5474011173611377,2025-12-11 23:51:22.070502,2025-12-11 23:51:28.306601,0 days 00:00:06.236099,0.6387625648429311,0.6788841869687668,0.6242905577748459,1.3403211882493458,0.02039616527389368,6,7,10,1036,18.07171695502549,0.015382104663929003,0.9320086238953988,0.6710588683384386,COMPLETE
19,0.5472343506465016,2025-12-11 23:51:28.307605,2025-12-11 23:51:41.824626,0 days 00:00:13.517021,0.6168278374942222,0.6961777402185759,0.7034743819900919,2.599754023282921,0.012793771413878097,4,9,25,2187,7.639992235812977,1.212360303136444,0.9604593809173108,0.7506401207677023,COMPLETE
20,0.5488282954281992,2025-12-11 23:51:41.826629,2025-12-11 23:51:53.718579,0 days 00:00:11.891950,0.7118136898861838,0.6265056413571253,0.740410497973268,2.139513442996231,0.011754152049630432,2,8,15,1901,12.148719591419972,4.97326777607182,0.9204930605775796,0.6081571142145574,COMPLETE
21,0.5493229250247127,2025-12-11 23:51:53.720587,2025-12-11 23:52:02.362318,0 days 00:00:08.641731,0.5633120468730085,0.7425735877524261,0.6681453466834076,2.3641074546023737,0.010021424732676653,3,8,14,1684,15.888873988305432,0.4546135771629469,1.0182102063532237,0.709896895182509,COMPLETE
22,0.5518882848771172,2025-12-11 23:52:02.364322,2025-12-11 23:52:09.646408,0 days 00:00:07.282086,0.5399654916623349,0.5032010903086968,0.6576685690591665,2.69117794996064,0.010134263284804724,4,8,16,1916,17.748864756378605,0.30453732771196634,1.0521774120391296,0.7437973880829981,COMPLETE
23,0.5528051109996257,2025-12-11 23:52:09.648413,2025-12-11 23:52:15.943691,0 days 00:00:06.295278,0.5350784414862834,0.5028320288580583,0.6206995931725592,2.7281179423519504,0.012863791738850942,4,9,12,1919,18.231767450170782,0.1943658202995315,1.0104036561765333,0.6472725284716804,COMPLETE
24,0.5517124972444312,2025-12-11 23:52:15.947699,2025-12-11 23:52:22.206499,0 days 00:00:06.258800,0.5352386702081828,0.5098594315686,0.5484789717168987,2.8409164674500866,0.018275318569452373,5,9,8,1997,18.732389804137828,0.056502603930324934,1.009274531334673,0.632424935345176,COMPLETE
25,0.552653164525486,2025-12-11 23:52:22.208506,2025-12-11 23:52:29.555187,0 days 00:00:07.346681,0.5282128787219413,0.507838503418776,0.6237745148278132,2.651420315041021,0.014072113125675577,6,9,12,2243,15.223145797903397,0.16783583455213247,1.0655066233307315,0.7807704109627591,COMPLETE
26,0.5508594621653309,2025-12-11 23:52:29.557190,2025-12-11 23:52:41.237588,0 days 00:00:11.680398,0.5868520309040867,0.5610805713708819,0.6233686564975539,2.533636860615441,0.026659339535070683,6,10,12,2535,15.094861447636854,0.03934634747160298,1.0713539803646122,0.7740474887155756,COMPLETE
27,0.5509973788871431,2025-12-11 23:52:41.239596,2025-12-11 23:52:53.267255,0 days 00:00:12.027659,0.5228973349607724,0.5233998152179183,0.6023068107921608,1.7520125324848888,0.01423104833288876,7,11,8,2970,12.110396574036868,0.18776967330091063,0.9817928473461094,0.8706029577089113,COMPLETE
28,0.5506985366088127,2025-12-11 23:52:53.269268,2025-12-11 23:53:00.285589,0 days 00:00:07.016321,0.5687582794858153,0.5550318582300174,0.5381414756545876,2.1324170402568985,0.01944738599375507,7,10,8,2227,18.907216275330697,0.6537400086199473,1.0313837955282938,0.8140366708884047,COMPLETE
29,0.5523516019387533,2025-12-11 23:53:00.287594,2025-12-11 23:53:08.464377,0 days 00:00:08.176783,0.5263204603199243,0.5886982430071346,0.5723722043871282,2.838424368088011,0.022022485727237667,5,11,13,2705,14.117619152536227,0.007627649120377804,1.0973179282122396,0.8952606782847623,COMPLETE
30,0.5486425479828266,2025-12-11 23:53:08.466382,2025-12-11 23:53:21.281291,0 days 00:00:12.814909,0.528864856796456,0.5808530282743436,0.5694205227335244,1.0032404640302577,0.023440507856136432,9,11,13,2627,14.83139534326709,0.0002868972729416973,1.0994506472359216,0.8843836081706679,COMPLETE
31,0.551240276917585,2025-12-11 23:53:21.285038,2025-12-11 23:53:32.824803,0 days 00:00:11.539765,0.5774674901556982,0.5178995649171048,0.5335541454930786,2.8291131604119273,0.021031529265485592,5,9,11,2837,13.50219484552385,0.010220870524718532,1.0820977212828193,0.8498437806655216,COMPLETE
32,0.553094121865737,2025-12-11 23:53:32.826306,2025-12-11 23:53:46.804425,0 days 00:00:13.978119,0.5263379118675307,0.5404616765719957,0.5782681823732843,2.9974318822527244,0.01545175803395219,6,9,12,2347,15.131439395786211,0.0020524354151141354,1.0624154744456515,0.6824349898420777,COMPLETE
33,0.5514292417287396,2025-12-11 23:53:46.807424,2025-12-11 23:53:55.153452,0 days 00:00:08.346028,0.5240932618020083,0.5415324978356402,0.6103511754008301,2.9909015094899214,0.01681976390381586,6,10,12,2266,14.58347806497176,0.0028166902103422165,1.0608611893971074,0.6972159874326938,COMPLETE
34,0.5493832141730537,2025-12-11 23:53:55.155454,2025-12-11 23:54:04.078226,0 days 00:00:08.922772,0.5003402182458953,0.5463983351076042,0.5794524959798171,2.5287225781413345,0.012359955825780993,7,9,10,2376,9.065122397805904,0.0015305987122745685,1.0882631931649684,0.8973928808859744,COMPLETE
35,0.5532914557953114,2025-12-11 23:54:04.081984,2025-12-11 23:54:10.359396,0 days 00:00:06.277412,0.5434430975829883,0.5757592819007801,0.6413488146101625,2.8126912798274297,0.02647601875304154,8,11,13,2078,15.411054370065962,0.0062143246464801665,1.0639351466567737,0.7707698715593967,COMPLETE
