feature1,feature2,correlation,abs_corr
home_composite_elo,season_month,-0.12999763598302358,0.12999763598302358
away_rest_days,is_season_opener,0.12648107672491557,0.12648107672491557
ewma_foul_synergy_home,ewma_chaos_home,-0.12523175296012046,0.12523175296012046
away_ewma_fta_rate,ewma_foul_synergy_home,0.12506403838083596,0.12506403838083596
ewma_foul_synergy_home,ewma_foul_synergy_away,0.12506403838083247,0.12506403838083247
away_ewma_tov_pct,ewma_foul_synergy_away,0.12487350822453872,0.12487350822453872
away_ewma_tov_pct,away_ewma_fta_rate,0.12487350822453673,0.12487350822453673
ewma_vol_3p_diff,ewma_foul_synergy_home,-0.12240410358733413,0.12240410358733413
away_ewma_tov_pct,away_composite_elo,-0.12129125652868601,0.12129125652868601
home_rest_days,is_season_opener,0.12037665680689208,0.12037665680689208
away_star_missing,season_year,0.11906877023595344,0.11906877023595344
away_star_missing,season_year_normalized,0.11906877023594742,0.11906877023594742
away_rest_days,rest_advantage,-0.11786384928626222,0.11786384928626222
home_back_to_back,away_back_to_back,0.11393278274222979,0.11393278274222979
home_3in4,away_3in4,0.1137867515176903,0.1137867515176903
home_rest_days,home_composite_elo,0.11313947673672509,0.11313947673672509
is_season_opener,season_progress,-0.11270843565442935,0.11270843565442935
is_season_opener,games_into_season,-0.11270843565442921,0.11270843565442921
away_rest_days,home_composite_elo,0.11227435861094331,0.11227435861094331
ewma_chaos_home,season_year,0.11091164087324658,0.11091164087324658
ewma_chaos_home,season_year_normalized,0.11091164087324551,0.11091164087324551
ewma_efg_diff,home_composite_elo,0.1106362575279124,0.1106362575279124
ewma_foul_synergy_home,ewma_net_chaos,-0.10848809220005322,0.10848809220005322
ewma_vol_3p_diff,ewma_foul_synergy_away,0.1081974945451895,0.1081974945451895
ewma_vol_3p_diff,away_ewma_fta_rate,0.1081974945451889,0.1081974945451889
is_season_opener,season_month,-0.10573277695378987,0.10573277695378987
away_ewma_tov_pct,season_month,-0.1022817648192653,0.1022817648192653
away_ewma_fta_rate,ewma_net_chaos,-0.10216156928754003,0.10216156928754003
ewma_foul_synergy_away,ewma_net_chaos,-0.10216156928753871,0.10216156928753871
total_foul_environment,ewma_chaos_home,-0.10104075828739158,0.10104075828739158
home_rest_days,rest_advantage,0.0990860157930616,0.0990860157930616
away_rest_days,home_3in4,-0.09765851848636493,0.09765851848636493
home_rest_days,away_3in4,-0.09494718469150222,0.09494718469150222
def_elo_diff,away_composite_elo,0.09219021655913028,0.09219021655913028
ewma_tov_diff,ewma_foul_synergy_home,-0.09167665767448104,0.09167665767448104
injury_impact_abs,season_progress,0.09040748358411305,0.09040748358411305
injury_impact_abs,games_into_season,0.09040748358411173,0.09040748358411173
altitude_game,off_elo_diff,0.0901669582190107,0.0901669582190107
ewma_tov_diff,away_composite_elo,-0.08680906769549673,0.08680906769549673
ewma_tov_diff,ewma_pace_diff,-0.08628987559022612,0.08628987559022612
away_ewma_tov_pct,away_orb,0.08607603604716806,0.08607603604716806
off_elo_diff,away_composite_elo,-0.08603325485034523,0.08603325485034523
ewma_net_chaos,games_into_season,-0.08460458193332639,0.08460458193332639
ewma_net_chaos,season_progress,-0.08460458193332625,0.08460458193332625
fatigue_mismatch,home_back_to_back,0.08453553075187717,0.08453553075187717
away_ewma_tov_pct,total_foul_environment,0.08425780419797642,0.08425780419797642
ewma_net_chaos,season_month,-0.08423629779549859,0.08423629779549859
home_orb,away_orb,0.08241061193712797,0.08241061193712797
rest_advantage,away_back_to_back,0.08145557310635343,0.08145557310635343
ewma_net_chaos,endgame_phase,-0.07884104700354032,0.07884104700354032
injury_impact_abs,season_month,0.07869915995179522,0.07869915995179522
away_back_to_back,season_year_normalized,-0.07799190548349369,0.07799190548349369
away_back_to_back,season_year,-0.077991905483492,0.077991905483492
total_foul_environment,injury_impact_abs,-0.07645045892905877,0.07645045892905877
ewma_tov_diff,ewma_foul_synergy_away,0.0764419561488836,0.0764419561488836
ewma_tov_diff,away_ewma_fta_rate,0.07644195614888279,0.07644195614888279
away_back_to_back,home_3in4,0.07632984203600873,0.07632984203600873
home_rest_days,away_back_to_back,-0.07466998138894704,0.07466998138894704
ewma_vol_3p_diff,away_ewma_3p_pct,-0.07412707737647983,0.07412707737647983
away_rest_days,home_back_to_back,-0.07404348496976669,0.07404348496976669
away_rest_days,endgame_phase,-0.0736374255707237,0.0736374255707237
home_composite_elo,off_elo_diff,0.07248486513413648,0.07248486513413648
ewma_vol_3p_diff,def_elo_diff,-0.07213594006946887,0.07213594006946887
ewma_vol_3p_diff,home_ewma_3p_pct,0.07170196331942678,0.07170196331942678
home_back_to_back,away_3in4,0.07009530340810072,0.07009530340810072
home_rest_days,endgame_phase,-0.06841326571649521,0.06841326571649521
ewma_tov_diff,ewma_orb_diff,-0.0683978885594512,0.0683978885594512
injury_impact_diff,def_elo_diff,0.06805246488539352,0.06805246488539352
ewma_chaos_home,season_month,-0.06791805857097882,0.06791805857097882
ewma_efg_diff,altitude_game,0.06750745421557118,0.06750745421557118
ewma_chaos_home,games_into_season,-0.06683172937345447,0.06683172937345447
ewma_chaos_home,season_progress,-0.06683172937345369,0.06683172937345369
rest_advantage,home_back_to_back,-0.06560785712244872,0.06560785712244872
ewma_net_chaos,injury_shock_home,-0.06493393441428663,0.06493393441428663
ewma_pace_diff,ewma_chaos_home,-0.06380866079740163,0.06380866079740163
ewma_orb_diff,off_elo_diff,0.06347994375937348,0.06347994375937348
ewma_foul_synergy_home,injury_impact_abs,-0.06342734437748791,0.06342734437748791
ewma_pace_diff,away_ewma_tov_pct,-0.06318868753792194,0.06318868753792194
rest_advantage,home_composite_elo,0.0629145600861757,0.0629145600861757
injury_impact_abs,endgame_phase,0.061967082866882,0.061967082866882
home_ewma_3p_pct,altitude_game,0.06167800625236335,0.06167800625236335
away_ewma_3p_pct,season_year_normalized,0.06088929211473756,0.06088929211473756
away_ewma_3p_pct,season_year,0.060889292114722646,0.060889292114722646
ewma_pace_diff,altitude_game,-0.060324178819505185,0.060324178819505185
ewma_net_chaos,injury_shock_away,-0.059736811611876994,0.059736811611876994
home_3in4,injury_shock_home,0.0595640683025929,0.0595640683025929
injury_shock_away,season_progress,0.05921342631372008,0.05921342631372008
injury_shock_away,games_into_season,0.05921342631371909,0.05921342631371909
away_rest_days,injury_shock_away,-0.05880252920973147,0.05880252920973147
home_ewma_3p_pct,home_composite_elo,0.0586621989081382,0.0586621989081382
away_rest_days,fatigue_mismatch,0.0580166304573204,0.0580166304573204
ewma_orb_diff,def_elo_diff,-0.05798384944842076,0.05798384944842076
ewma_chaos_home,home_composite_elo,-0.05788125195469867,0.05788125195469867
total_foul_environment,home_star_missing,-0.05766027204417283,0.05766027204417283
ewma_chaos_home,endgame_phase,-0.057213896213820475,0.057213896213820475
injury_shock_diff,def_elo_diff,-0.05633260607957277,0.05633260607957277
home_orb,injury_shock_away,-0.05628090355321821,0.05628090355321821
star_mismatch,def_elo_diff,0.05578737664564418,0.05578737664564418
injury_shock_home,endgame_phase,0.055746165916689155,0.055746165916689155
ewma_efg_diff,off_elo_diff,0.055671619375678126,0.055671619375678126
away_star_missing,season_month,0.0553096218513626,0.0553096218513626
home_3in4,injury_impact_abs,0.054656893060968395,0.054656893060968395
total_foul_environment,season_month,-0.05451577207375227,0.05451577207375227
home_3in4,home_star_missing,0.05372835767892316,0.05372835767892316
ewma_pace_diff,def_elo_diff,0.0536731075092662,0.0536731075092662
home_ewma_3p_pct,season_year_normalized,0.05352580343729873,0.05352580343729873
home_ewma_3p_pct,season_year,0.05352580343728688,0.05352580343728688
away_star_missing,season_progress,0.053226598514712974,0.053226598514712974
away_star_missing,games_into_season,0.05322659851471218,0.05322659851471218
ewma_vol_3p_diff,ewma_chaos_home,0.05282487193860154,0.05282487193860154
injury_shock_home,season_progress,0.05197108949647633,0.05197108949647633
injury_shock_home,games_into_season,0.05197108949647559,0.05197108949647559
away_ewma_fta_rate,injury_impact_abs,-0.051236457375597566,0.051236457375597566
ewma_foul_synergy_away,injury_impact_abs,-0.05123645737559551,0.05123645737559551
away_orb,injury_shock_home,-0.05119280537778058,0.05119280537778058
home_star_missing,season_progress,0.0510293093682081,0.0510293093682081
home_star_missing,games_into_season,0.05102930936820749,0.05102930936820749
away_ewma_3p_pct,away_ewma_tov_pct,-0.05071887231542085,0.05071887231542085
ewma_tov_diff,away_orb,0.050356519266907235,0.050356519266907235
total_foul_environment,away_star_missing,-0.0502359859893296,0.0502359859893296
home_rest_days,injury_impact_abs,-0.04924330169126135,0.04924330169126135
home_ewma_3p_pct,season_month,0.04904378319772013,0.04904378319772013
ewma_foul_synergy_away,season_month,-0.048969752863926845,0.048969752863926845
away_ewma_fta_rate,season_month,-0.04896975286392669,0.04896975286392669
ewma_chaos_home,injury_shock_home,-0.0481538709233709,0.0481538709233709
ewma_foul_synergy_home,home_star_missing,-0.047980576418011206,0.047980576418011206
ewma_tov_diff,def_elo_diff,-0.0477604308298392,0.0477604308298392
away_rest_days,injury_impact_abs,-0.04768213325171319,0.04768213325171319
away_ewma_tov_pct,injury_impact_abs,0.047607121031232984,0.047607121031232984
ewma_pace_diff,away_composite_elo,0.04709452930539013,0.04709452930539013
home_star_missing,season_month,0.04676364132353779,0.04676364132353779
away_rest_days,away_star_missing,-0.0466070995312221,0.0466070995312221
season_year,season_progress,-0.04618081345655231,0.04618081345655231
season_year,games_into_season,-0.04618081345655218,0.04618081345655218
season_year_normalized,season_progress,-0.046180813456539724,0.046180813456539724
season_year_normalized,games_into_season,-0.04618081345653934,0.04618081345653934
ewma_foul_synergy_home,away_star_missing,-0.04606799357730565,0.04606799357730565
away_3in4,endgame_phase,0.04599066924895826,0.04599066924895826
away_orb,away_composite_elo,-0.04585789706069386,0.04585789706069386
away_orb,off_elo_diff,-0.0453755772726377,0.0453755772726377
ewma_pace_diff,home_ewma_3p_pct,-0.04536481872674167,0.04536481872674167
injury_shock_away,season_month,0.04531050063530692,0.04531050063530692
away_ewma_tov_pct,season_year,0.045031564018482316,0.045031564018482316
away_ewma_tov_pct,season_year_normalized,0.045031564018462804,0.045031564018462804
away_3in4,home_composite_elo,-0.04493213580250162,0.04493213580250162
fatigue_mismatch,away_3in4,0.04450005640066174,0.04450005640066174
injury_shock_home,def_elo_diff,-0.04447029025828482,0.04447029025828482
home_composite_elo,def_elo_diff,0.04445358581019426,0.04445358581019426
injury_shock_home,season_month,0.04416488417611778,0.04416488417611778
injury_impact_diff,away_composite_elo,-0.043728490194965955,0.043728490194965955
fatigue_mismatch,home_3in4,-0.04357694203486236,0.04357694203486236
ewma_pace_diff,ewma_vol_3p_diff,-0.04347005584819657,0.04347005584819657
ewma_pace_diff,ewma_foul_synergy_away,-0.04313366526983984,0.04313366526983984
ewma_pace_diff,away_ewma_fta_rate,-0.043133665269839395,0.043133665269839395
rest_advantage,away_3in4,0.042659669537710485,0.042659669537710485
home_ewma_3p_pct,season_progress,0.04254660265753093,0.04254660265753093
home_ewma_3p_pct,games_into_season,0.04254660265753044,0.04254660265753044
ewma_tov_diff,home_orb,-0.04234264863962992,0.04234264863962992
away_orb,def_elo_diff,0.04219635162241241,0.04219635162241241
home_back_to_back,season_year_normalized,0.04214331886591169,0.04214331886591169
home_back_to_back,season_year,0.04214331886590585,0.04214331886590585
home_rest_days,injury_shock_away,-0.04195483913721408,0.04195483913721408
away_3in4,is_season_opener,-0.04185996575789374,0.04185996575789374
ewma_orb_diff,away_ewma_tov_pct,-0.041789902824536915,0.041789902824536915
away_star_missing,def_elo_diff,-0.04169453830424571,0.04169453830424571
home_orb,off_elo_diff,0.040644815485365214,0.040644815485365214
injury_shock_diff,off_elo_diff,0.040027339159780094,0.040027339159780094
home_ewma_3p_pct,off_elo_diff,0.039695987140235756,0.039695987140235756
away_3in4,injury_shock_away,0.03959961559862402,0.03959961559862402
injury_shock_away,endgame_phase,0.03926524494079846,0.03926524494079846
home_rest_days,injury_shock_home,-0.039245260038956134,0.039245260038956134
ewma_efg_diff,def_elo_diff,0.03887843146066773,0.03887843146066773
away_rest_days,injury_shock_home,-0.03882610207703334,0.03882610207703334
away_ewma_fta_rate,home_star_missing,-0.03850051011557763,0.03850051011557763
ewma_foul_synergy_away,home_star_missing,-0.03850051011557621,0.03850051011557621
home_rest_days,away_star_missing,-0.03839927411582191,0.03839927411582191
ewma_tov_diff,ewma_vol_3p_diff,0.03839472115899951,0.03839472115899951
away_ewma_tov_pct,def_elo_diff,-0.038372667556639935,0.038372667556639935
home_3in4,is_season_opener,-0.03831642045785639,0.03831642045785639
ewma_net_chaos,away_composite_elo,0.03823048018395642,0.03823048018395642
ewma_pace_diff,away_orb,-0.03795435942945447,0.03795435942945447
ewma_pace_diff,ewma_foul_synergy_home,0.03784589058880507,0.03784589058880507
ewma_chaos_home,injury_shock_away,-0.03779499744459163,0.03779499744459163
home_rest_days,home_star_missing,-0.03737437901854727,0.03737437901854727
ewma_tov_diff,away_ewma_3p_pct,-0.03698519295149769,0.03698519295149769
ewma_orb_diff,ewma_pace_diff,0.03691187248953374,0.03691187248953374
home_orb,def_elo_diff,-0.0363838430818716,0.0363838430818716
away_orb,ewma_chaos_home,0.03607086103757361,0.03607086103757361
away_3in4,season_month,0.03597067008314221,0.03597067008314221
ewma_orb_diff,away_composite_elo,0.0359569192675566,0.0359569192675566
away_ewma_3p_pct,season_month,0.035778590486842,0.035778590486842
ewma_foul_synergy_away,away_composite_elo,-0.035590798016355,0.035590798016355
away_ewma_fta_rate,away_composite_elo,-0.03559079801635488,0.03559079801635488
away_back_to_back,is_season_opener,-0.03523593708117344,0.03523593708117344
season_year,endgame_phase,-0.03516641394850902,0.03516641394850902
season_year_normalized,endgame_phase,-0.03516641394849801,0.03516641394849801
ewma_tov_diff,home_ewma_3p_pct,0.034642753372384115,0.034642753372384115
ewma_foul_synergy_home,altitude_game,-0.03454516808562701,0.03454516808562701
away_back_to_back,injury_shock_away,0.03450834633325407,0.03450834633325407
ewma_tov_diff,home_composite_elo,0.03448816711773235,0.03448816711773235
ewma_orb_diff,injury_impact_diff,-0.03447156248459623,0.03447156248459623
ewma_foul_synergy_home,off_elo_diff,-0.034284106267052014,0.034284106267052014
injury_shock_away,away_composite_elo,-0.0341961518005488,0.0341961518005488
ewma_orb_diff,ewma_chaos_home,-0.03402875272375487,0.03402875272375487
away_ewma_tov_pct,home_star_missing,0.03345099215791791,0.03345099215791791
away_ewma_3p_pct,injury_shock_home,-0.03300836443221988,0.03300836443221988
ewma_foul_synergy_home,season_month,-0.032826436601051646,0.032826436601051646
home_ewma_3p_pct,ewma_foul_synergy_home,-0.0327939927933526,0.0327939927933526
away_3in4,season_progress,0.03259670618522087,0.03259670618522087
away_3in4,games_into_season,0.03259670618522069,0.03259670618522069
away_ewma_3p_pct,away_ewma_fta_rate,-0.032582681827282314,0.032582681827282314
away_ewma_3p_pct,ewma_foul_synergy_away,-0.0325826818272814,0.0325826818272814
fatigue_mismatch,games_into_season,-0.032579078345194655,0.032579078345194655
fatigue_mismatch,season_progress,-0.032579078345194544,0.032579078345194544
away_ewma_tov_pct,home_composite_elo,-0.03247270830813482,0.03247270830813482
star_mismatch,away_composite_elo,-0.03235806434758311,0.03235806434758311
away_ewma_tov_pct,away_star_missing,0.03193607668402059,0.03193607668402059
home_orb,ewma_foul_synergy_home,-0.03192748140347988,0.03192748140347988
ewma_foul_synergy_away,off_elo_diff,0.031863101092464645,0.031863101092464645
away_ewma_fta_rate,off_elo_diff,0.03186310109246452,0.03186310109246452
season_year,season_month,-0.031832452002436104,0.031832452002436104
season_year_normalized,season_month,-0.03183245200239539,0.03183245200239539
home_3in4,home_composite_elo,-0.03176622236269908,0.03176622236269908
away_ewma_3p_pct,season_progress,0.031653356685697964,0.031653356685697964
away_ewma_3p_pct,games_into_season,0.03165335668569748,0.03165335668569748
away_3in4,season_year,-0.031597905828387715,0.031597905828387715
away_3in4,season_year_normalized,-0.03159790582838181,0.03159790582838181
rest_advantage,home_3in4,-0.031377318113782325,0.031377318113782325
home_star_missing,endgame_phase,0.031364626242907895,0.031364626242907895
ewma_orb_diff,injury_shock_diff,0.031220014912740176,0.031220014912740176
ewma_efg_diff,ewma_chaos_home,0.03016617550867344,0.03016617550867344
home_3in4,endgame_phase,0.03013461897515692,0.03013461897515692
home_3in4,away_star_missing,0.030057298999593866,0.030057298999593866
away_star_missing,endgame_phase,0.029767226767700657,0.029767226767700657
home_3in4,injury_shock_away,0.02957457479086214,0.02957457479086214
ewma_pace_diff,away_ewma_3p_pct,0.0294117527823213,0.0294117527823213
home_orb,injury_shock_home,-0.029404109008669316,0.029404109008669316
fatigue_mismatch,season_month,-0.029346734996736276,0.029346734996736276
away_ewma_fta_rate,away_star_missing,-0.029267200471492526,0.029267200471492526
ewma_foul_synergy_away,away_star_missing,-0.029267200471491412,0.029267200471491412
away_back_to_back,home_composite_elo,-0.029212883691316367,0.029212883691316367
home_star_missing,def_elo_diff,0.029025492835089435,0.029025492835089435
away_ewma_tov_pct,home_orb,0.02888873400162063,0.02888873400162063
away_ewma_fta_rate,injury_shock_away,0.02862726615628236,0.02862726615628236
ewma_foul_synergy_away,injury_shock_away,0.02862726615627731,0.02862726615627731
total_foul_environment,injury_shock_away,0.02847135089377992,0.02847135089377992
away_3in4,injury_shock_home,0.028285853795352634,0.028285853795352634
ewma_tov_diff,ewma_chaos_home,0.02790730216611985,0.02790730216611985
ewma_net_chaos,home_composite_elo,-0.027892527618629342,0.027892527618629342
home_back_to_back,is_season_opener,-0.027737274492523226,0.027737274492523226
injury_impact_abs,is_season_opener,-0.027683569599266843,0.027683569599266843
home_3in4,season_month,0.02763665846373154,0.02763665846373154
away_3in4,off_elo_diff,0.027519153186439646,0.027519153186439646
ewma_tov_diff,off_elo_diff,-0.027398728273019285,0.027398728273019285
ewma_vol_3p_diff,away_ewma_tov_pct,0.027312430407950967,0.027312430407950967
injury_shock_away,is_season_opener,-0.027191467707585074,0.027191467707585074
away_back_to_back,endgame_phase,0.02708700859496127,0.02708700859496127
injury_shock_home,off_elo_diff,0.0269218764361417,0.0269218764361417
total_foul_environment,season_progress,-0.026584207978399256,0.026584207978399256
total_foul_environment,games_into_season,-0.026584207978398076,0.026584207978398076
ewma_foul_synergy_away,season_progress,-0.026449357416599796,0.026449357416599796
away_ewma_fta_rate,season_progress,-0.026449357416598988,0.026449357416598988
ewma_foul_synergy_away,games_into_season,-0.026449357416598693,0.026449357416598693
away_ewma_fta_rate,games_into_season,-0.026449357416598023,0.026449357416598023
away_rest_days,season_year,0.02639028618668717,0.02639028618668717
away_rest_days,season_year_normalized,0.02639028618668284,0.02639028618668284
ewma_net_chaos,is_season_opener,0.02635502615992636,0.02635502615992636
away_back_to_back,injury_shock_home,0.026346269436732066,0.026346269436732066
away_orb,injury_shock_away,-0.02630266766595368,0.02630266766595368
away_ewma_fta_rate,ewma_chaos_home,-0.026210164578725492,0.026210164578725492
ewma_foul_synergy_away,ewma_chaos_home,-0.026210164578724052,0.026210164578724052
home_ewma_3p_pct,ewma_chaos_home,0.026196916039132455,0.026196916039132455
rest_advantage,is_season_opener,-0.02587415162356556,0.02587415162356556
ewma_chaos_home,off_elo_diff,0.02563533495065291,0.02563533495065291
away_3in4,injury_impact_abs,0.025578231679226494,0.025578231679226494
away_orb,injury_impact_diff,0.02550611351460015,0.02550611351460015
home_rest_days,season_month,-0.025442441997674575,0.025442441997674575
rest_advantage,endgame_phase,0.025137685364417395,0.025137685364417395
ewma_chaos_home,is_season_opener,0.024991746497883202,0.024991746497883202
total_foul_environment,away_back_to_back,0.02482125921605416,0.02482125921605416
home_3in4,games_into_season,0.024799985026244427,0.024799985026244427
home_3in4,season_progress,0.024799985026244236,0.024799985026244236
ewma_vol_3p_diff,home_composite_elo,0.02476725651465212,0.02476725651465212
injury_shock_away,def_elo_diff,0.024656552618015744,0.024656552618015744
away_ewma_3p_pct,injury_shock_away,-0.024552610318790954,0.024552610318790954
def_elo_diff,is_season_opener,-0.02415586597421017,0.02415586597421017
home_3in4,injury_shock_diff,0.024100558718637487,0.024100558718637487
away_3in4,def_elo_diff,0.023994687600963648,0.023994687600963648
altitude_game,injury_shock_home,-0.023838222638700553,0.023838222638700553
away_ewma_3p_pct,total_foul_environment,-0.023828892134762594,0.023828892134762594
away_star_missing,away_composite_elo,0.023819903799972536,0.023819903799972536
ewma_vol_3p_diff,injury_shock_away,0.023733259654138354,0.023733259654138354
home_ewma_3p_pct,total_foul_environment,-0.023630052423577148,0.023630052423577148
fatigue_mismatch,home_star_missing,-0.023521706360289853,0.023521706360289853
away_orb,ewma_net_chaos,0.023258862954744622,0.023258862954744622
ewma_orb_diff,star_mismatch,-0.023117036047907994,0.023117036047907994
fatigue_mismatch,injury_impact_diff,-0.022692381761798767,0.022692381761798767
ewma_orb_diff,injury_shock_away,-0.022433406239532872,0.022433406239532872
ewma_net_chaos,away_back_to_back,-0.022335986413361333,0.022335986413361333
home_orb,injury_shock_diff,0.02229468659683533,0.02229468659683533
fatigue_mismatch,injury_impact_abs,-0.022184207450134972,0.022184207450134972
injury_shock_away,off_elo_diff,-0.022148552615641717,0.022148552615641717
fatigue_mismatch,season_year_normalized,-0.02214596428337032,0.02214596428337032
fatigue_mismatch,season_year,-0.022145964283367327,0.022145964283367327
ewma_chaos_home,home_back_to_back,0.022125919833225004,0.022125919833225004
off_elo_diff,def_elo_diff,0.021959285105801037,0.021959285105801037
