date,return,won
2023-11-14,0.704225352112676,True
2023-11-14,0.6802721088435373,True
2023-11-14,0.6802721088435373,True
2023-11-14,2.1,True
2023-11-14,2.1,True
2023-11-14,0.3205128205128205,True
2023-11-14,0.3205128205128205,True
2023-11-16,0.5714285714285714,True
2023-11-17,0.704225352112676,True
2023-11-17,0.704225352112676,True
2023-11-17,0.9174311926605505,True
2023-11-17,0.9174311926605505,True
2023-11-17,0.22026431718061668,True
2023-11-17,0.22026431718061668,True
2023-11-17,0.7751937984496124,True
2023-11-17,0.7751937984496124,True
2023-11-18,0.37037037037037024,True
2023-11-19,-1.0,False
2023-11-19,0.3508771929824561,True
2023-11-19,0.5917159763313609,True
2023-11-19,-1.0,False
2023-11-21,0.704225352112676,True
2023-11-21,0.704225352112676,True
2023-11-21,1.6,True
2023-11-21,1.6,True
2023-11-21,-1.0,False
2023-11-21,-1.0,False
2023-11-24,-1.0,False
2023-11-24,-1.0,False
2023-11-24,0.43103448275862055,True
2023-11-24,0.33003300330033003,True
2023-11-24,0.9174311926605505,True
2023-11-24,0.9174311926605505,True
2023-11-24,0.7751937984496124,True
2023-11-24,0.7751937984496124,True
2023-11-25,-1.0,False
2023-11-25,-1.0,False
2023-11-26,0.37037037037037024,True
2023-11-26,0.31055900621118004,True
2023-11-26,1.2400000000000002,True
2023-11-26,0.12004801920768315,True
2023-11-26,0.3802281368821292,True
2023-11-28,0.5714285714285714,True
2023-11-28,0.5714285714285714,True
2023-11-28,0.34013605442176864,True
2023-11-28,0.34013605442176864,True
2023-12-02,0.4201680672268908,True
2023-12-07,1.6,True
2023-12-07,1.4500000000000002,True
2023-12-16,0.07002801120448177,True
2023-12-17,0.28011204481792706,True
2023-12-17,0.3205128205128205,True
2023-12-23,-1.0,False
2023-12-25,1.29,True
2023-12-25,1.54,True
2023-12-25,1.29,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.29,True
2023-12-25,1.29,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.54,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.29,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.54,True
2023-12-25,1.29,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.54,True
2023-12-25,1.29,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.54,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.29,True
2023-12-25,1.54,True
2023-12-25,1.29,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.29,True
2023-12-25,1.29,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.54,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.4,True
2023-12-25,1.42,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.54,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.54,True
2023-12-25,1.2400000000000002,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,1.3600000000000003,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.44052863436123335,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.37037037037037024,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.3999999999999999,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.44052863436123335,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.4901960784313726,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.7751937984496124,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.6802721088435373,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.7751937984496124,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,0.8,True
2023-12-25,-1.0,False
2023-12-25,-1.0,False
2023-12-25,-1.0,False
2023-12-25,-1.0,False
2023-12-25,-1.0,False
2023-12-25,-1.0,False
2023-12-25,-1.0,False
2023-12-29,-1.0,False
2023-12-30,-1.0,False
2023-12-30,-1.0,False
2023-12-31,-1.0,False
2024-01-01,1.0,True
2024-01-07,0.19999999999999996,True
2024-01-07,-1.0,False
2024-01-07,1.1,True
2024-01-07,-1.0,False
2024-01-11,0.65359477124183,True
2024-01-14,0.1501501501501501,True
2024-01-14,0.34013605442176864,True
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,0.3508771929824561,True
2024-01-15,0.34013605442176864,True
2024-01-15,0.34013605442176864,True
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,0.7751937984496124,True
2024-01-15,0.7751937984496124,True
2024-01-15,0.3802281368821292,True
2024-01-15,0.3802281368821292,True
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-15,-1.0,False
2024-01-20,0.10010010010010006,True
2024-01-21,0.9803921568627452,True
2024-01-21,0.11001100110011008,True
2024-01-27,0.4608294930875576,True
2024-01-27,0.510204081632653,True
2024-01-27,-1.0,False
2024-01-27,1.2000000000000002,True
2024-01-28,0.26041666666666674,True
2024-01-28,0.41152263374485587,True
2024-01-28,-1.0,False
2024-01-28,1.1,True
2024-02-03,-1.0,False
2024-02-04,0.07002801120448177,True
2024-02-04,0.23041474654377891,True
2024-02-04,0.390625,True
2024-02-04,0.15999999999999992,True
2024-02-10,-1.0,False
2024-02-10,-1.0,False
2024-02-11,0.43103448275862055,True
2024-02-11,0.6024096385542168,True
2024-02-25,1.0,True
2024-02-25,0.5714285714285714,True
2024-02-25,-1.0,False
2024-02-25,0.1501501501501501,True
2024-03-02,-1.0,False
2024-03-02,0.8264462809917354,True
2024-03-02,0.33003300330033003,True
2024-03-03,0.15999999999999992,True
2024-03-03,0.15999999999999992,True
2024-03-03,2.85,True
2024-03-03,-1.0,False
2024-03-10,-1.0,False
2024-03-10,0.3205128205128205,True
2024-03-10,-1.0,False
2024-03-10,-1.0,False
2024-03-10,-1.0,False
2024-03-10,0.0800640512409927,True
2024-03-10,-1.0,False
2024-03-11,-1.0,False
2024-03-11,0.43103448275862055,True
2024-03-12,0.390625,True
2024-03-13,0.5208333333333335,True
2024-03-13,-1.0,False
2024-03-13,-1.0,False
2024-03-13,0.34013605442176864,True
2024-03-14,0.3999999999999999,True
2024-03-15,0.2906976744186047,True
2024-03-15,0.22026431718061668,True
2024-03-15,0.2906976744186047,True
2024-03-16,1.85,True
2024-03-16,0.10010010010010006,True
2024-03-16,0.19999999999999996,True
2024-03-16,0.26041666666666674,True
2024-03-17,0.1901140684410647,True
2024-03-17,0.8,True
2024-03-17,-1.0,False
2024-03-17,0.3802281368821292,True
2024-03-17,-1.0,False
2024-03-17,0.12004801920768315,True
2024-03-18,0.07002801120448177,True
2024-03-18,-1.0,False
2024-03-18,0.704225352112676,True
2024-03-19,0.10010010010010006,True
2024-03-19,0.25,True
2024-03-19,0.3205128205128205,True
2024-03-20,0.17006802721088432,True
2024-03-20,1.2000000000000002,True
2024-03-20,0.24038461538461542,True
2024-03-20,0.28011204481792706,True
2024-03-21,1.2000000000000002,True
2024-03-21,-1.0,False
2024-03-22,0.10010010010010006,True
2024-03-22,0.07002801120448177,True
2024-03-23,0.3205128205128205,True
2024-03-23,-1.0,False
2024-03-23,0.25,True
2024-03-24,0.14005602240896353,True
2024-03-24,0.5714285714285714,True
2024-03-24,-1.0,False
2024-03-24,0.65359477124183,True
2024-03-25,0.4201680672268908,True
2024-03-25,0.1501501501501501,True
2024-03-25,-1.0,False
2024-03-25,0.06002400960384158,True
2024-03-26,-1.0,False
2024-03-26,3.2,True
2024-03-27,-1.0,False
2024-03-27,-1.0,False
2024-03-27,0.65359477124183,True
2024-03-27,0.18018018018018012,True
2024-03-27,0.11001100110011008,True
2024-03-28,-1.0,False
2024-03-29,0.12004801920768315,True
2024-03-29,0.65359477124183,True
2024-03-29,-1.0,False
2024-03-29,-1.0,False
2024-03-29,-1.0,False
2024-03-30,0.43103448275862055,True
2024-03-30,0.12004801920768315,True
2024-03-30,0.510204081632653,True
2024-03-31,0.1901140684410647,True
2024-03-31,0.4608294930875576,True
2024-03-31,0.4201680672268908,True
2024-03-31,0.1501501501501501,True
2024-03-31,-1.0,False
2024-03-31,-1.0,False
2024-03-31,0.28011204481792706,True
2024-03-31,1.29,True
2024-04-01,0.1501501501501501,True
2024-04-01,0.06002400960384158,True
2024-04-01,1.2000000000000002,True
2024-04-01,0.06002400960384158,True
2024-04-02,-1.0,False
2024-04-02,0.12004801920768315,True
2024-04-02,-1.0,False
2024-04-02,0.6802721088435373,True
2024-04-03,-1.0,False
2024-04-03,0.11001100110011008,True
2024-04-03,0.14005602240896353,True
2024-04-03,0.2702702702702702,True
2024-04-03,-1.0,False
2024-04-03,-1.0,False
2024-04-04,0.6211180124223601,True
2024-04-04,-1.0,False
2024-04-04,0.1501501501501501,True
2024-04-05,0.4901960784313726,True
2024-04-05,-1.0,False
2024-04-05,0.19999999999999996,True
2024-04-05,-1.0,False
2024-04-06,0.4901960784313726,True
2024-04-06,0.28011204481792706,True
2024-04-07,0.2702702702702702,True
2024-04-07,-1.0,False
2024-04-07,-1.0,False
2024-04-07,0.07002801120448177,True
2024-04-07,0.34013605442176864,True
2024-04-07,0.3205128205128205,True
2024-04-07,-1.0,False
2024-04-07,0.3802281368821292,True
2024-04-07,1.3600000000000003,True
2024-04-07,0.8,True
2024-04-09,0.12004801920768315,True
2024-04-09,0.18018018018018012,True
2024-04-09,0.06002400960384158,True
2024-04-09,0.06002400960384158,True
2024-04-09,0.1501501501501501,True
2024-04-09,0.2906976744186047,True
2024-04-09,0.6024096385542168,True
2024-04-09,0.7407407407407407,True
2024-04-09,-1.0,False
2024-04-09,-1.0,False
2024-04-10,-1.0,False
2024-04-10,-1.0,False
2024-04-10,0.2100840336134453,True
2024-04-10,0.05002501250625313,True
2024-04-11,0.24038461538461542,True
2024-04-11,-1.0,False
2024-04-12,0.2906976744186047,True
2024-04-12,0.8,True
2024-04-12,0.3205128205128205,True
2024-04-12,-1.0,False
2024-04-12,0.1901140684410647,True
2024-04-14,0.23041474654377891,True
2024-04-14,-1.0,False
2024-04-14,-1.0,False
2024-04-14,0.11001100110011008,True
2024-04-14,0.12004801920768315,True
2024-04-14,0.07002801120448177,True
2024-04-14,0.07002801120448177,True
2024-04-14,0.06002400960384158,True
2024-04-14,0.5714285714285714,True
2024-04-14,0.5208333333333335,True
2024-04-14,0.07002801120448177,True
2024-04-14,0.07002801120448177,True
2024-04-14,0.11001100110011008,True
2024-04-14,1.1,True
2024-04-14,1.6,True
2024-04-14,1.29,True
2024-04-14,1.29,True
2024-04-14,0.06002400960384158,True
2024-04-14,0.43103448275862055,True
2024-04-14,0.2906976744186047,True
2024-04-14,0.07002801120448177,True
