date,game,bet_side,bet_team,edge,win_prob,odds_american,odds_decimal,stake,result,pnl,is_favorite,month
2025-03-14,LAL @ DEN,away,LAL,0.29033434867858887,0.41033434867858887,700.0,8.0,100,LOSS,-100.0,False,2025-03
2025-03-14,ORL @ MIN,away,ORL,0.23878623152377715,0.41033434867858887,450.0,5.5,100,LOSS,-100.0,False,2025-03
2025-03-15,BOS @ BKN,home,BKN,0.3069889756296411,0.3636363744735718,1600.0,17.0,100,LOSS,-100.0,False,2025-03
2025-03-15,CHI @ HOU,away,CHI,0.26762565147527473,0.5620914697647095,220.0,3.2,100,LOSS,-100.0,False,2025-03
2025-03-15,MIA @ MEM,away,MIA,0.16233835669462093,0.41033434867858887,280.0,3.8,100,LOSS,-100.0,False,2025-03
2025-03-15,IND @ MIL,away,IND,0.16883304279841732,0.5620914697647095,140.0,2.4,100,LOSS,-100.0,False,2025-03
2025-03-15,NYK @ GSW,away,NYK,0.22139760016235777,0.5212355256080627,220.0,3.2,100,LOSS,-100.0,False,2025-03
2025-03-15,NOP @ SAS,home,SAS,0.3542580421495629,0.8028169274330139,114.0,2.1399999999999997,100,WIN,108.52799999999996,False,2025-03
2025-03-15,WAS @ DEN,home,DEN,0.10444441795349124,0.9444444179534912,-700.0,1.1428571428571428,100,LOSS,-100.0,True,2025-03
2025-03-16,ATL @ BKN,away,ATL,0.2441736699379597,0.5212355256080627,240.0,3.4,100,LOSS,-100.0,False,2025-03
2025-03-16,TOR @ POR,away,TOR,0.23767487367792947,0.37837839126586914,575.0,6.75,100,LOSS,-100.0,False,2025-03
2025-03-17,DET @ NOP,home,NOP,0.20790216998350622,0.43790850043296814,310.0,4.1,100,LOSS,-100.0,False,2025-03
2025-03-17,SAS @ LAL,away,SAS,0.1871675048953795,0.41033434867858887,330.0,4.3,100,LOSS,-100.0,False,2025-03
2025-03-17,IND @ MIN,away,IND,0.19604863439287457,0.41033434867858887,340.0,4.4,100,WIN,323.68000000000006,False,2025-03
2025-03-17,DEN @ GSW,away,DEN,0.193031813546307,0.5620914697647095,160.0,2.6,100,WIN,152.32,False,2025-03
2025-03-17,TOR @ PHX,away,TOR,0.176236453195023,0.41033434867858887,310.0,4.1,100,LOSS,-100.0,False,2025-03
2025-03-17,WAS @ POR,home,POR,0.1277856804375327,0.8028169274330139,-238.0,1.4201680672268908,100,WIN,40.00000000000001,True,2025-03
2025-03-17,CHI @ UTA,home,UTA,0.22060599510300866,0.5896656513214111,160.0,2.6,100,LOSS,-100.0,False,2025-03
2025-03-18,ATL @ CHA,home,CHA,0.37373737743831575,0.43790850043296814,1400.0,15.0,100,LOSS,-100.0,False,2025-03
2025-03-18,BKN @ BOS,home,BOS,0.15390387741295064,0.9444444179534912,-520.0,1.1923076923076923,100,WIN,18.307692307692307,True,2025-03
2025-03-19,DAL @ IND,away,DAL,0.2914218695267387,0.37837839126586914,1000.0,11.0,100,LOSS,-100.0,False,2025-03
2025-03-19,PHI @ OKC,away,PHI,0.11022655082785564,0.19718307256698608,1000.0,11.0,100,LOSS,-100.0,False,2025-03
2025-03-19,DEN @ LAL,away,DEN,0.26730396930802575,0.6363636255264282,160.0,2.6,100,LOSS,-100.0,False,2025-03
2025-03-19,CLE @ SAC,home,SAC,0.1287013834870362,0.43790850043296814,210.0,3.1,100,WIN,199.92,False,2025-03
2025-03-19,CHI @ PHX,away,CHI,0.1902425466712523,0.5212355256080627,190.0,2.9,100,LOSS,-100.0,False,2025-03
2025-03-20,MIL @ LAL,home,LAL,0.18379763865256937,0.47876447439193726,225.0,3.25,100,LOSS,-100.0,False,2025-03
2025-03-20,NYK @ CHA,away,NYK,0.12050692815815384,0.5212355256080627,135.0,2.35,100,LOSS,-100.0,False,2025-03
2025-03-20,BKN @ IND,home,IND,0.343608329484797,0.8028169274330139,105.0,2.05,100,WIN,99.95999999999998,False,2025-03
2025-03-20,CHI @ SAC,away,CHI,0.19626677260354397,0.5212355256080627,195.0,2.95,100,WIN,185.64000000000001,False,2025-03
2025-03-21,ORL @ WAS,home,WAS,0.5389354437887439,0.5896656513214111,1800.0,19.0,100,LOSS,-100.0,False,2025-03
2025-03-21,HOU @ MIA,home,MIA,0.1742772949047578,0.47876447439193726,210.0,3.1,100,LOSS,-100.0,False,2025-03
2025-03-21,NOP @ MIN,home,MIN,0.12658227848101267,1.0,-1150.0,1.0869565217391304,100,WIN,8.278260869565212,True,2025-03
2025-03-21,CLE @ PHX,home,PHX,0.18872106814694434,0.43790850043296814,285.0,3.85,100,WIN,271.32,False,2025-03
2025-03-21,BOS @ UTA,home,UTA,0.32486502217209856,0.43790850043296814,750.0,8.5,100,LOSS,-100.0,False,2025-03
2025-03-21,DEN @ POR,away,DEN,0.20321743373520695,0.7075471878051758,-112.0,1.8928571428571428,100,LOSS,-100.0,True,2025-03
2025-03-21,DET @ DAL,home,DAL,0.15051749600927777,0.38461539149284363,310.0,4.1,100,WIN,295.11999999999995,False,2025-03
2025-03-21,MEM @ LAC,away,MEM,0.2347867558688046,0.5212355256080627,235.0,3.35,100,LOSS,-100.0,False,2025-03
2025-03-22,GSW @ ATL,away,GSW,0.3572259127864764,0.5620914697647095,360.0,4.6,100,LOSS,-100.0,False,2025-03
2025-03-22,MIL @ SAC,away,MIL,0.2247752431151155,0.692307710647583,105.0,2.05,100,WIN,99.95999999999998,False,2025-03
2025-03-22,CHI @ LAL,away,CHI,0.3031418260927154,0.5212355256080627,340.0,4.4,100,WIN,323.68000000000006,False,2025-03
2025-03-23,PHI @ ATL,away,PHI,0.1922301145297535,0.19718307256698608,20000.0,201.0,100,LOSS,-100.0,False,2025-03
2025-03-23,DEN @ HOU,away,DEN,0.1951606721678833,0.6363636255264282,114.0,2.1399999999999997,100,WIN,108.52799999999996,False,2025-03
2025-03-24,DAL @ BKN,home,BKN,0.3848000943431781,0.5896656513214111,360.0,4.6,100,LOSS,-100.0,False,2025-03
2025-03-24,LAL @ ORL,home,ORL,0.21837852260853985,0.5896656513214111,154.0,2.54,100,WIN,146.608,False,2025-03
2025-03-24,TOR @ WAS,home,WAS,0.333429172330973,0.8028169274330139,100.0,2.0,100,LOSS,-100.0,False,2025-03
2025-03-24,MIN @ IND,away,MIN,0.21592378076575552,0.6363636255264282,124.0,2.24,100,LOSS,-100.0,False,2025-03
2025-03-24,MIL @ PHX,away,MIL,0.19837721975144068,0.615384578704834,130.0,2.3,100,LOSS,-100.0,False,2025-03
2025-03-24,PHI @ NOP,home,NOP,0.27572859744990896,0.875,-175.0,1.5714285714285714,100,WIN,54.39999999999999,True,2025-03
2025-03-25,GSW @ MIA,away,GSW,0.33832272303473093,0.615384578704834,240.0,3.4,100,LOSS,-100.0,False,2025-03
2025-03-25,DAL @ NYK,home,NYK,0.11599253510830287,0.9444444179534912,-720.0,1.1388888888888888,100,WIN,13.222222222222216,True,2025-03
2025-03-25,ORL @ CHA,home,CHA,0.3848000943431781,0.5896656513214111,360.0,4.6,100,LOSS,-100.0,False,2025-03
2025-03-25,SAS @ DET,away,SAS,0.3814854483643929,0.41033434867858887,3300.0,34.0,100,LOSS,-100.0,False,2025-03
2025-03-25,OKC @ SAC,home,SAC,0.21474165664975878,0.43790850043296814,330.0,4.3,100,LOSS,-100.0,False,2025-03
2025-03-25,ATL @ HOU,away,ATL,0.2255721547507708,0.5620914697647095,180.0,2.8,100,LOSS,-100.0,False,2025-03
2025-03-25,MEM @ UTA,home,UTA,0.28305740368486654,0.47876447439193726,390.0,4.9,100,LOSS,-100.0,False,2025-03
2025-03-26,WAS @ PHI,home,PHI,0.49832974794583446,0.8028169274330139,210.0,3.1,100,LOSS,-100.0,False,2025-03
2025-03-26,TOR @ BKN,home,BKN,0.554820935449046,0.8028169274330139,280.0,3.8,100,LOSS,-100.0,False,2025-03
2025-03-26,LAL @ IND,home,IND,0.3416696593374432,0.5896656513214111,280.0,3.8,100,LOSS,-100.0,False,2025-03
2025-03-26,LAC @ NYK,away,LAC,0.192307710647583,0.692307710647583,-115.0,1.8695652173913042,100,WIN,82.78260869565216,True,2025-03
2025-03-26,MIL @ DEN,away,MIL,0.3435705509887734,0.5212355256080627,440.0,5.4,100,LOSS,-100.0,False,2025-03
2025-03-27,SAS @ CLE,away,SAS,0.2750402310315301,0.41033434867858887,600.0,7.0,100,LOSS,-100.0,False,2025-03
2025-03-27,IND @ WAS,home,WAS,0.2551780950210913,0.2924528419971466,2500.0,26.0,100,LOSS,-100.0,False,2025-03
2025-03-27,HOU @ UTA,home,UTA,0.34177817302207425,0.47876447439193726,600.0,7.0,100,LOSS,-100.0,False,2025-03
2025-03-27,POR @ SAC,away,POR,0.23109849082789902,0.5620914697647095,190.0,2.9,100,LOSS,-100.0,False,2025-03
2025-03-27,MEM @ OKC,away,MEM,0.3794295225250587,0.615384578704834,300.0,4.0,100,LOSS,-100.0,False,2025-03
2025-03-28,CHA @ TOR,away,CHA,0.14837535095649318,0.41033434867858887,260.0,3.6,100,LOSS,-100.0,False,2025-03
2025-03-28,PHX @ MIN,away,PHX,0.25760122970752775,0.41033434867858887,520.0,6.2,100,LOSS,-100.0,False,2025-03
2025-03-28,GSW @ NOP,home,NOP,0.2374224737014979,0.43790850043296814,370.0,4.7,100,LOSS,-100.0,False,2025-03
2025-03-28,UTA @ DEN,away,UTA,0.11689110176406638,0.19718307256698608,1100.0,12.0,100,LOSS,-100.0,False,2025-03
2025-03-29,MIA @ PHI,home,PHI,0.2330429434547351,0.43790850043296814,360.0,4.6,100,LOSS,-100.0,False,2025-03
2025-03-29,BOS @ SAS,home,SAS,0.21269824077015276,0.2924528419971466,1100.0,12.0,100,LOSS,-100.0,False,2025-03
2025-03-29,LAL @ MEM,home,MEM,0.16119061758321956,0.5896656513214111,120.0,2.2,100,LOSS,-100.0,False,2025-03
2025-03-29,IND @ OKC,away,IND,0.2862542163360562,0.6363636255264282,170.0,2.7,100,LOSS,-100.0,False,2025-03
2025-03-30,POR @ NYK,away,POR,0.5591299525020212,0.615384578704834,1600.0,17.0,100,LOSS,-100.0,False,2025-03
2025-03-30,CHA @ NOP,home,NOP,0.4180987869040264,0.8028169274330139,145.0,2.45,100,WIN,138.04000000000002,False,2025-03
2025-03-30,GSW @ SAS,home,SAS,0.4006337534569128,0.43790850043296814,2500.0,26.0,100,LOSS,-100.0,False,2025-03
2025-03-30,TOR @ PHI,home,PHI,0.4181175341665994,0.5896656513214111,450.0,5.5,100,LOSS,-100.0,False,2025-03
2025-03-31,SAC @ IND,home,IND,0.32770665359931545,0.5896656513214111,260.0,3.6,100,WIN,247.51999999999998,False,2025-03
2025-03-31,LAC @ ORL,away,LAC,0.2871073430445031,0.7075471878051758,124.0,2.24,100,WIN,118.04800000000002,False,2025-03
2025-03-31,MIA @ WAS,home,WAS,0.3509519786938377,0.43790850043296814,1000.0,11.0,100,LOSS,-100.0,False,2025-03
2025-03-31,BOS @ MEM,away,BOS,0.11605905699850938,0.6363636255264282,-125.0,1.8,100,WIN,76.16,True,2025-03
2025-03-31,CHI @ OKC,away,CHI,0.38594140796100396,0.5212355256080627,600.0,7.0,100,LOSS,-100.0,False,2025-03
2025-03-31,HOU @ LAL,away,HOU,0.12499249655024064,0.5212355256080627,142.0,2.42,100,LOSS,-100.0,False,2025-03
2025-04-01,ORL @ SAS,home,SAS,0.3346320942744313,0.5896656513214111,270.0,3.7,100,LOSS,-100.0,False,2025-04
2025-04-01,PHX @ MIL,away,PHX,0.10584716919140941,0.41033434867858887,210.0,3.1,100,LOSS,-100.0,False,2025-04
2025-04-01,POR @ ATL,away,POR,0.16136287231480057,0.5620914697647095,135.0,2.35,100,WIN,128.51999999999998,False,2025-04
2025-04-02,CHA @ IND,away,CHA,0.12517078839285525,0.1818181872367859,1600.0,17.0,100,LOSS,-100.0,False,2025-04
2025-04-02,SAC @ WAS,home,WAS,0.20195344425319287,0.43790850043296814,300.0,4.0,100,WIN,285.59999999999997,False,2025-04
2025-04-02,DET @ OKC,away,DET,0.26279336507203144,0.41033434867858887,550.0,6.5,100,LOSS,-100.0,False,2025-04
2025-04-02,ATL @ DAL,away,ATL,0.11460527976748663,0.5212355256080627,136.0,2.3600000000000003,100,LOSS,-100.0,False,2025-04
2025-04-03,GSW @ LAL,away,GSW,0.15372775124269844,0.6363636255264282,-102.0,1.9803921568627452,100,WIN,93.33333333333334,True,2025-04
2025-04-03,ORL @ WAS,home,WAS,0.5523909043453559,0.5896656513214111,2500.0,26.0,100,LOSS,-100.0,False,2025-04
2025-04-03,MIN @ BKN,home,BKN,0.19231752399985297,0.2924528419971466,850.0,9.5,100,LOSS,-100.0,False,2025-04
2025-04-04,POR @ CHI,away,POR,0.2441736699379597,0.5212355256080627,240.0,3.4,100,LOSS,-100.0,False,2025-04
2025-04-04,DET @ TOR,home,TOR,0.285175381461907,0.43790850043296814,520.0,6.2,100,LOSS,-100.0,False,2025-04
2025-04-04,SAC @ CHA,home,CHA,0.4473631308518654,0.47876447439193726,3000.0,31.0,100,LOSS,-100.0,False,2025-04
2025-04-04,UTA @ IND,home,IND,0.1352941176470589,1.0,-1050.0,1.0952380952380953,100,WIN,9.066666666666677,True,2025-04
2025-04-04,PHX @ BOS,away,PHX,0.35012876864922027,0.41033434867858887,1500.0,16.0,100,LOSS,-100.0,False,2025-04
2025-04-04,CLE @ SAS,home,SAS,0.1571587243500878,0.2924528419971466,600.0,7.0,100,LOSS,-100.0,False,2025-04
2025-04-04,NOP @ LAL,home,LAL,0.11304347826086958,1.0,-1200.0,1.0833333333333333,100,WIN,7.933333333333325,True,2025-04
2025-04-05,MEM @ DET,away,MEM,0.10080561477146788,0.7075471878051758,-180.0,1.5555555555555556,100,WIN,52.888888888888886,True,2025-04
2025-04-05,MIN @ PHI,home,PHI,0.20549632025801617,0.2924528419971466,1000.0,11.0,100,LOSS,-100.0,False,2025-04
2025-04-05,MIL @ MIA,away,MIL,0.18724261927725694,0.7075471878051758,-125.0,1.8,100,WIN,76.16,True,2025-04
2025-04-06,PHX @ NYK,away,PHX,0.2837520701975762,0.41033434867858887,650.0,7.5,100,LOSS,-100.0,False,2025-04
2025-04-06,SAC @ CLE,home,CLE,0.4473631308518654,0.47876447439193726,3000.0,31.0,100,LOSS,-100.0,False,2025-04
2025-04-06,SAS @ POR,away,SAS,0.38317585658292613,0.41033434867858887,3500.0,36.0,100,LOSS,-100.0,False,2025-04
2025-04-06,IND @ DEN,away,IND,0.14837535095649318,0.41033434867858887,260.0,3.6,100,WIN,247.51999999999998,False,2025-04
2025-04-06,HOU @ GSW,away,HOU,0.15217586938966027,0.5212355256080627,160.0,2.6,100,WIN,152.32,False,2025-04
2025-04-07,SAC @ DET,away,SAC,0.32074949887659254,0.5212355256080627,370.0,4.7,100,WIN,352.24,False,2025-04
2025-04-07,PHI @ MIA,home,MIA,0.11431016364888336,0.9736066460609436,-950.0,1.1052631578947367,100,WIN,10.021052631578936,True,2025-04
2025-04-08,MEM @ CHA,home,CHA,0.2686200761106201,0.2924528419971466,4000.0,41.0,100,LOSS,-100.0,False,2025-04
2025-04-08,CHI @ CLE,away,CHI,0.4923866252938668,0.5212355256080627,3300.0,34.0,100,LOSS,-100.0,False,2025-04
2025-04-08,ATL @ ORL,away,ATL,0.3657866198801829,0.5620914697647095,380.0,4.8,100,LOSS,-100.0,False,2025-04
2025-04-08,BOS @ NYK,away,BOS,0.21198206057433744,0.5620914697647095,170.0,2.7,100,WIN,161.84000000000003,False,2025-04
2025-04-08,MIN @ MIL,home,MIL,0.15258708413870897,0.43790850043296814,230.0,3.3,100,WIN,218.95999999999995,False,2025-04
2025-04-08,LAL @ OKC,away,LAL,0.2218526732859187,0.41033434867858887,400.0,5.0,100,LOSS,-100.0,False,2025-04
2025-04-08,SAS @ LAC,away,SAS,0.27334804730872586,0.41033434867858887,600.0,7.0,100,LOSS,-100.0,False,2025-04
2025-04-09,MIA @ CHI,home,CHI,0.18893705387150223,0.5896656513214111,135.0,2.35,100,WIN,128.51999999999998,False,2025-04
2025-04-09,PHI @ WAS,home,WAS,0.4180987869040264,0.8028169274330139,145.0,2.45,100,LOSS,-100.0,False,2025-04
2025-04-09,LAL @ DAL,home,DAL,0.22751611861113075,0.5896656513214111,160.0,2.6,100,LOSS,-100.0,False,2025-04
2025-04-09,BOS @ ORL,away,BOS,0.6356603118036523,0.692307710647583,1600.0,17.0,100,LOSS,-100.0,False,2025-04
2025-04-09,HOU @ LAC,away,HOU,0.20169598850289341,0.41033434867858887,360.0,4.6,100,LOSS,-100.0,False,2025-04
2025-04-09,SAS @ GSW,away,SAS,0.3185912294125338,0.41033434867858887,950.0,10.5,100,WIN,904.4,False,2025-04
2025-04-09,POR @ UTA,home,UTA,0.1641577328189036,0.47876447439193726,205.0,3.05,100,WIN,195.15999999999997,False,2025-04
2025-04-10,ATL @ BKN,home,BKN,0.33655675715558897,0.3636363744735718,3500.0,36.0,100,LOSS,-100.0,False,2025-04
2025-04-10,NOP @ MIL,home,MIL,0.15273311897106112,1.0,-850.0,1.1176470588235294,100,WIN,11.200000000000003,True,2025-04
2025-04-10,CLE @ IND,away,CLE,0.18509466465288832,0.5620914697647095,150.0,2.5,100,LOSS,-100.0,False,2025-04
2025-04-11,MIL @ DET,away,MIL,0.14875014116372076,0.7075471878051758,-145.0,1.6896551724137931,100,WIN,65.65517241379311,True,2025-04
2025-04-11,ORL @ IND,home,IND,0.5099110500944173,0.5896656513214111,1100.0,12.0,100,LOSS,-100.0,False,2025-04
2025-04-11,ATL @ PHI,home,PHI,0.1434426821435334,0.43790850043296814,220.0,3.2,100,LOSS,-100.0,False,2025-04
2025-04-11,CLE @ NYK,away,CLE,0.4883001211642006,0.5620914697647095,1200.0,13.0,100,WIN,1142.3999999999999,False,2025-04
2025-04-11,MIA @ NOP,home,NOP,0.3990098731649434,0.47876447439193726,1100.0,12.0,100,LOSS,-100.0,False,2025-04
2025-04-11,TOR @ DAL,away,TOR,0.22759323192731984,0.41033434867858887,425.0,5.25,100,LOSS,-100.0,False,2025-04
2025-04-11,OKC @ UTA,home,UTA,0.2502698507360233,0.47876447439193726,320.0,4.2,100,LOSS,-100.0,False,2025-04
2025-04-11,GSW @ POR,home,POR,0.16863050013981146,0.2924528419971466,675.0,7.75,100,LOSS,-100.0,False,2025-04
2025-04-11,HOU @ LAL,away,HOU,0.36773665427623425,0.5212355256080627,525.0,6.25,100,LOSS,-100.0,False,2025-04
2025-04-11,MEM @ DEN,away,MEM,0.22626868986869486,0.5212355256080627,225.0,3.25,100,LOSS,-100.0,False,2025-04
