date,home_team,away_team,home_prob,bet_on,bet_odds,home_won,bet_won,return,month
2024-11-09,CLE,BKN,0.8504800796508789,CLE,-850.0,True,True,0.11764705882352944,2024-11
2024-11-09,LAC,TOR,0.8831889629364014,LAC,-250.0,True,True,0.3999999999999999,2024-11
2024-11-10,DEN,DAL,0.8819431066513062,DEN,-135.0,True,True,0.7407407407407407,2024-11
2024-11-10,ORL,WAS,0.7917683720588684,ORL,-810.0,True,True,0.1234567901234569,2024-11
2024-11-10,OKC,GSW,0.680002748966217,OKC,-315.0,False,False,-1.0,2024-11
2024-11-10,LAL,TOR,0.7282833456993103,LAL,-550.0,True,True,0.18181818181818188,2024-11
2024-11-10,POR,MEM,0.5610362887382507,POR,-102.0,False,False,-1.0,2024-11
2024-11-10,IND,NYK,0.6040844321250916,IND,-1950.0,True,True,0.05128205128205132,2024-11
2024-11-10,MIN,MIA,0.7192375063896179,MIN,-245.0,False,False,-1.0,2024-11
2024-11-10,PHI,CHA,0.5375320315361023,PHI,-175.0,True,True,0.5714285714285714,2024-11
2024-11-10,PHX,SAC,0.3960292637348175,SAC,-112.0,False,True,0.8928571428571428,2024-11
2024-11-11,NOP,BKN,0.43555742502212524,BKN,-120.0,False,True,0.8333333333333335,2024-11
2024-11-11,CHI,CLE,0.4237617254257202,CLE,-345.0,False,True,0.28985507246376807,2024-11
2024-11-11,SAS,SAC,0.5711778998374939,SAS,114.0,True,True,1.1399999999999997,2024-11
2024-11-11,HOU,WAS,0.8574519157409668,HOU,-650.0,True,True,0.15384615384615374,2024-11
2024-11-11,OKC,LAC,0.6390308141708374,OKC,-270.0,True,True,0.37037037037037024,2024-11
2024-11-12,MIL,TOR,0.8761905431747437,MIL,-395.0,True,True,0.25316455696202533,2024-11
2024-11-12,POR,MIN,0.5351755619049072,POR,320.0,True,True,3.2,2024-11
2024-11-12,UTA,PHX,0.4134165048599243,PHX,-225.0,False,True,0.4444444444444444,2024-11
2024-11-12,GSW,DAL,0.8711223602294922,GSW,-148.0,True,True,0.6756756756756757,2024-11
2024-11-12,BOS,ATL,0.772785484790802,BOS,-1300.0,False,False,-1.0,2024-11
2024-11-12,ORL,CHA,0.7618563771247864,ORL,-345.0,True,True,0.28985507246376807,2024-11
2024-11-12,PHI,NYK,0.2005721628665924,NYK,-162.0,False,True,0.617283950617284,2024-11
2024-11-12,DET,MIA,0.6205914616584778,DET,-215.0,True,True,0.4651162790697674,2024-11
2024-11-13,SAS,WAS,0.7690605521202087,SAS,-440.0,True,True,0.2272727272727273,2024-11
2024-11-13,LAL,MEM,0.43365946412086487,MEM,250.0,True,False,-1.0,2024-11
2024-11-13,POR,MIN,0.6246089935302734,POR,380.0,True,True,3.8,2024-11
2024-11-13,ORL,IND,0.3985283374786377,IND,-154.0,True,False,-1.0,2024-11
2024-11-13,BKN,BOS,0.2788636088371277,BOS,-500.0,False,True,0.19999999999999996,2024-11
2024-11-13,NYK,CHI,0.5649776458740234,NYK,-360.0,False,False,-1.0,2024-11
2024-11-13,PHI,CLE,0.19615685939788818,CLE,-625.0,False,True,0.15999999999999992,2024-11
2024-11-13,OKC,NOP,0.8788723349571228,OKC,-1100.0,True,True,0.09090909090909083,2024-11
2024-11-13,HOU,LAC,0.418259859085083,LAC,170.0,True,False,-1.0,2024-11
2024-11-13,MIL,DET,0.7173250317573547,MIL,-278.0,True,True,0.3597122302158273,2024-11
2024-11-13,SAC,PHX,0.6351591348648071,SAC,-340.0,True,True,0.2941176470588236,2024-11
2024-11-14,UTA,DAL,0.5086423754692078,UTA,295.0,True,True,2.95,2024-11
2024-11-15,GSW,MEM,0.6123065948486328,GSW,-298.0,True,True,0.3355704697986577,2024-11
2024-11-15,SAC,MIN,0.49267223477363586,MIN,-122.0,False,True,0.819672131147541,2024-11
2024-11-15,OKC,PHX,0.8757487535476685,OKC,-305.0,True,True,0.3278688524590163,2024-11
2024-11-15,NOP,DEN,0.22322873771190643,DEN,-130.0,True,False,-1.0,2024-11
2024-11-15,SAS,LAL,0.5193986296653748,SAS,114.0,False,False,-1.0,2024-11
2024-11-15,HOU,LAC,0.4000868797302246,LAC,164.0,True,False,-1.0,2024-11
2024-11-15,CLE,CHI,0.6521457433700562,CLE,-500.0,True,True,0.19999999999999996,2024-11
2024-11-15,NYK,BKN,0.7838528156280518,NYK,-375.0,True,True,0.2666666666666666,2024-11
2024-11-15,ATL,WAS,0.8066656589508057,ATL,-425.0,True,True,0.23529411764705888,2024-11
2024-11-15,TOR,DET,0.2913780212402344,DET,-160.0,False,True,0.625,2024-11
2024-11-15,IND,MIA,0.7231956720352173,IND,-200.0,False,False,-1.0,2024-11
2024-11-15,ORL,PHI,0.7671617269515991,ORL,-166.0,True,True,0.6024096385542168,2024-11
2024-11-16,BOS,TOR,0.8656548261642456,BOS,-1600.0,True,True,0.0625,2024-11
2024-11-16,NOP,LAL,0.3080037236213684,LAL,-310.0,False,True,0.32258064516129026,2024-11
2024-11-16,DAL,SAS,0.4452081620693207,SAS,575.0,True,False,-1.0,2024-11
2024-11-16,SAC,UTA,0.8040147423744202,SAC,-278.0,True,True,0.3597122302158273,2024-11
2024-11-17,OKC,DAL,0.886132538318634,OKC,-298.0,False,False,-1.0,2024-11
2024-11-17,CHI,HOU,0.5201622247695923,CHI,175.0,False,False,-1.0,2024-11
2024-11-17,NYK,BKN,0.7874635457992554,NYK,-475.0,True,True,0.21052631578947367,2024-11
2024-11-17,POR,ATL,0.6570882201194763,POR,300.0,True,True,3.0,2024-11
