game_id,home_team,away_team,date,season,home_composite_elo,away_composite_elo,off_elo_diff,def_elo_diff,net_fatigue_score,ewma_efg_diff,ewma_pace_diff,ewma_tov_diff,ewma_orb_diff,ewma_vol_3p_diff,injury_impact_diff,injury_shock_diff,star_mismatch,ewma_chaos_home,ewma_foul_synergy_home,total_foul_environment,league_offensive_context,season_progress,pace_efficiency_interaction,projected_possession_margin,three_point_matchup,net_free_throw_advantage,star_power_leverage,offense_vs_defense_matchup,target_spread,target_spread_cover,target_moneyline_win,target_over_under,target_game_total,injury_matchup_advantage,home_score,away_score,actual_spread,total_points,margin_target,margin_bin,game_date,predicted_margin,raw_prob,calibrated_prob,home_ml_odds,away_ml_odds,market_prob,edge,is_favorite,won,stake,profit,raw_edge
22400160,CHI,UTA,2024-11-04,2024-25,1524.949131199659,1357.896736978489,167.05239422117006,-149.02864424972995,0.01999554,0.0551365276208719,0.0640232681712689,0.0503022033980939,-0.0477557891614553,2.0133273499970272,1.5183839716794694,5.720462291477315,0,12.358743761742982,24.32591881054774,53.46481193553004,8.935956897890819,1.195121951219512,15.241345012715088,0.0025464142366386,0.1560146817790926,-0.0810891483384513,0.0,-27814.85533087578,-9,0,0,1,261,-0.1244020240776346,126,135,-9,261,-9,Close Loss (-10 to -5),2024-11-04,9.92803,0.7702873780960477,0.7874632713026445,-310,250,0.7560975609756098,0.031365710327034724,True,False,1.0,-1.0,0.014189817120437986
22400168,LAC,SAS,2024-11-04,2024-25,1607.6087945899503,1466.5633850775205,141.04540951242984,-255.7635933319184,0.02108114,-0.0115297000363034,1.3036587814915066,-0.0043806173887488,0.0337921181109664,-3.684641207431952,-15.0,-20.756753045629445,-1,11.582446553206912,24.909740145315265,47.49830260518711,8.935956897890819,1.2317073170731707,14.042008081385802,0.0294115007222176,0.0053783721296339,-0.103002240805396,15.0,-11678.809327353934,9,1,1,1,217,0.3429484248027262,113,104,9,217,9,Close Win (5 to 10),2024-11-04,9.886838,0.7693549376666309,0.7874632713026445,-175,145,0.6363636363636364,0.15109963493900813,True,True,1.0,0.5714285714285714,0.13299130130299452
22400166,DEN,TOR,2024-11-04,2024-25,1575.9616353286249,1427.6125597420644,148.34907558656028,-36.32150122647795,0.45692138,0.0073097524123117,-3.391784423844996,0.0239332901855705,-0.0095235046061173,0.4894550827506592,-3.861394594909545,-6.419522882155288,0,13.378943894674276,28.13810424129052,55.28472454285116,8.935956897890819,1.2682926829268293,-596.0720944807908,0.0144097855794531,0.0343608598419094,-0.1360731946504264,-0.0,-10601.917367987462,2,1,1,1,240,0.1220707211022101,121,119,2,240,2,Tight Win (0 to 5),2024-11-04,13.177081,0.8369251280239167,0.8810572687224669,-550,410,0.8461538461538461,0.03490342256862078,True,True,1.0,0.18181818181818182,-0.009228718129929425
22400162,MIN,CHA,2024-11-04,2024-25,1577.6069227152925,1349.5204526297284,228.0864700855641,-115.29818802184876,0.09973079,0.019807580856283,-2.088898769406242,-0.0041106905548805,-0.0445013221334582,-3.046280251337876,2.041737835291274,8.689952620505505,0,14.05811190249807,27.81390632778188,48.260399312034295,8.935956897890819,1.2926829268292683,-230.36539620236363,-0.0486120126883387,0.0460514535574518,-0.1758302422010812,0.0,-38111.926090489,21,1,1,1,207,-0.1911314240531514,114,93,21,207,21,Blowout Win (>20),2024-11-04,12.281809,0.8199532506176512,0.8546099290780141,-470,360,0.8245614035087719,0.0300485255692422,True,True,1.0,0.2127659574468085,-0.004608152891120709
22400174,MEM,LAL,2024-11-06,2024-25,1603.2839578293854,1469.8934366497033,133.39052117968208,45.18712691087694,0.02108114,0.0003504418401675,-0.6523111222412297,-0.0196288388582686,0.0523711333425501,1.3064222639750227,-1.9711224909021567,-8.6017960704907,0,14.63113151720277,25.050702456009063,59.152054113711245,8.935956897890819,1.3170731707317074,-78.39422632601895,0.0327422944842814,-0.0255243911585132,0.0074192071472069,-0.0,15831.6926978937,17,1,1,1,245,0.1895980207854478,131,114,17,245,17,Big Win (10 to 20),2024-11-06,9.119482,0.7516034096906792,0.7874632713026445,-175,145,0.6363636363636364,0.15109963493900813,True,True,1.0,0.5714285714285714,0.11523977332704283
22400179,LAC,PHI,2024-11-06,2024-25,1606.8273751235442,1364.930669214325,241.89670590921924,-231.0260139967968,0.02108114,0.0100260305053332,-1.1296776052041082,-0.0203455835927393,0.0143441154978479,-4.2881109647851545,0.0,5.656262617040847,0,11.653794898071435,23.761133624195605,52.57185551774848,8.935956897890819,1.4268292682926829,-135.03057818183265,-0.0060014680948914,-0.0489534736127366,-0.0746453062120696,0.0,-62316.64818337116,12,1,1,1,208,-0.1352073015977444,110,98,12,208,12,Big Win (10 to 20),2024-11-06,10.764594,0.7887613207305786,0.7874632713026445,-125,102,0.5555555555555556,0.2319077157470889,True,True,1.0,0.8,0.233205765175023
22400182,MIL,UTA,2024-11-07,2024-25,1559.0857107067295,1372.850916019918,186.2347946868117,-140.16825883227534,0.04216228,0.0414083876017882,-2.5807771894567963,0.033908569882154,-0.0708230660907957,0.130948660745382,1.5183839716794694,-5.344368950734154,0,13.839152649372416,24.691796391051607,54.70767647844232,8.935956897890819,1.475609756097561,-597.6315763682005,-0.0369144962086416,0.0052465276879065,-0.0626173028931492,0.0,-34539.22966105851,23,1,1,1,223,0.1400917019361882,123,100,23,223,23,Blowout Win (>20),2024-11-07,12.547309,0.8250983403916399,0.8546099290780141,-470,360,0.8245614035087719,0.0300485255692422,True,True,1.0,0.2127659574468085,0.0005369368828679333
22400191,MEM,WAS,2024-11-08,2024-25,1604.2473419388266,1344.2050164019183,260.04232553690827,-198.25641444988105,0.0654146199999999,0.0288533238914027,-2.3672967164673224,-0.0302238481310188,0.0559556197929924,-6.585297144504857,0.3081159289042592,-1.515742507811172,0,15.229739768658314,24.948657875303123,48.82201545268194,8.935956897890819,1.5853658536585369,-615.049561299576,0.0257317716619735,-0.292786837781094,-0.125608542134757,0.0,-66440.7136005983,24,1,1,1,232,0.0387363670609231,128,104,24,232,24,Blowout Win (>20),2024-11-08,14.26212,0.8560525964619119,0.8810572687224669,-310,250,0.7560975609756098,0.12495970774685716,True,True,1.0,0.3225806451612903,0.09995503548630214
22400194,DEN,MIA,2024-11-08,2024-25,1575.5110118026194,1497.185899904451,78.32511189816842,78.52011600660012,0.37827173,0.0210970677443184,4.095017670365962,-0.0220812665435281,0.0357750774078955,-6.071447861671427,-2.570799526840748,-1.600300847896583,0,13.328449627532986,32.483700081599764,59.39426793114793,8.935956897890819,1.646341463414634,470.12017464526434,0.0136938108643673,-0.0868764335622311,-0.1281325595280357,-0.0,20423.81635805896,13,1,1,1,257,0.0173607037134851,135,122,13,257,13,Big Win (10 to 20),2024-11-08,8.301007,0.7318952061800941,0.7722419928825622,-155,130,0.6078431372549019,0.16439885562766032,True,True,1.0,0.6451612903225806,0.12405206892519216
22400200,LAC,TOR,2024-11-09,2024-25,1605.413546448324,1419.753705395328,185.659841052996,-176.32776211671353,-0.17026356,0.0107930717151402,-6.119033996220693,-0.0286967821677761,-0.0199035182474039,1.6371720501355256,-15.0,-14.716591273684324,-1,10.77785462247278,25.016935091363724,48.84090535762935,8.935956897890819,1.695121951219512,-389.36145423700873,-0.04860030041518,0.1035418084850151,-0.153961423339436,15.0,-35310.039345101206,2,1,1,1,208,0.1985643978061501,105,103,2,208,2,Tight Win (0 to 5),2024-11-09,11.943331,0.813257675511257,0.8546099290780141,-250,205,0.7142857142857143,0.14032421479229984,True,True,1.0,0.4,0.09897196122554275
22400208,DEN,DAL,2024-11-10,2024-25,1575.2857000396166,1367.307990920896,207.97770911872067,-119.12186871554309,0.37827173,0.0317740638635911,2.257084281661548,-0.0242042392550806,0.0393001746742406,-4.22818288580104,-11.1342534723292,-11.75277527662,-1,13.3895994496121,30.800195774563647,54.67072819756832,8.935956897890819,1.7804878048780488,572.4628154687816,0.01509593541916,-0.3211740970658607,-0.1804225356142644,11.1342534723292,-40737.34046617129,2,1,1,1,242,0.159134262242705,122,120,2,242,2,Tight Win (0 to 5),2024-11-10,13.670292,0.8458155756601784,0.8810572687224669,-135,114,0.574468085106383,0.3065891836160839,True,True,1.0,0.7407407407407407,0.27134749055379537
22400210,POR,MEM,2024-11-10,2024-25,1567.2614819899495,1605.210726048268,-37.9492440583183,-201.69366217392465,0.01085439,-0.0563489752987937,-4.564609528906416,0.0153105250486527,0.0494281727763854,-0.240585095554664,-15.0,-5.521972264175465,-1,18.455263291481234,24.837278762105093,49.92540023194201,8.935956897890819,1.7926829268292683,962.3829926924728,0.0647386978250381,0.011703095310697,-0.058025548441115,15.0,50974.90831870753,-45,0,0,1,223,-0.0212237749971496,89,134,-45,223,-45,Blowout Loss (<-20),2024-11-10,0.83453995,0.524792758172215,0.53125,-102,-118,0.504950495049505,0.026299504950495045,True,False,1.0,-1.0,0.01984226312271009
22400007,GSW,DAL,2024-11-12,2024-25,1563.0218291872582,1371.404716559347,191.6171126279112,-217.3988510490401,0.02108114,0.0136077890518299,1.3955620469410093,-0.0136268177423352,0.0492428193116803,3.261379647605501,-11.707384982271972,-14.615957900792882,-1,13.165551890405029,25.717584163043217,49.10955818779633,8.935956897890819,1.951219512195122,175.29619300656304,0.0356160015693451,0.2083578064693201,-0.1649573194808151,11.707384982271972,-44858.74687636604,3,1,1,1,237,0.2229179399096287,120,117,3,237,3,Tight Win (0 to 5),2024-11-12,11.817877,0.8107373483360104,0.8546099290780141,-148,124,0.5967741935483871,0.257835735529627,True,True,1.0,0.6756756756756757,0.2139631547876233
22400005,MIL,TOR,2024-11-12,2024-25,1560.0019205506385,1415.1704539230918,144.83146662754643,3.090220676728677,0.1099575399999999,0.0236764024559673,-3.998995947455768,0.0085204994777976,-0.0903894082970962,2.8115801591841816,0.0,-3.3527632516942685,0,14.210840367387442,26.82319287328748,50.99859789519461,8.935956897890819,1.9878048780487805,-768.2483234626416,-0.0818689088192986,0.09063039801932,-0.1178822003268618,0.0,856.4467854887787,14,1,1,1,184,0.0801444527684998,99,85,14,184,14,Big Win (10 to 20),2024-11-12,11.2521305,0.7991137390609149,0.8546099290780141,-395,310,0.797979797979798,0.05663013109821613,True,True,1.0,0.25316455696202533,0.0011339410811168626
22400009,IND,MIA,2024-11-15,2024-25,1571.2314852570394,1500.820833033849,70.41065222319025,63.220276471127136,0.04324788,0.0140129927180499,1.4574429286028447,0.0023290602941107,-0.0539479945138135,-4.743043602917602,-7.204605191765641,-5.495695156022405,0,16.044026360053927,24.182944025452343,47.18551568975201,8.935956897890819,2.1463414634146343,97.42273139711506,-0.0516189342197027,0.0366992558921475,-0.1508162535271823,-0.0,13744.85908120689,-13,0,0,1,235,0.0728172706160802,111,124,-13,235,-13,Big Loss (-20 to -10),2024-11-15,6.6879086,0.690882666721416,0.70506454816286,-200,154,0.6666666666666666,0.03839788149619339,True,False,1.0,-1.0,0.02421600005474933
22400012,ATL,WAS,2024-11-15,2024-25,1512.9805280737712,1341.8922180015925,171.08831007217873,-37.35553314250251,0.01999554,0.0086636354268651,-0.714522768213186,0.0057413669949321,0.0707831495801803,-2.592367550266076,-1.6902911710677735,-3.3839988284431985,0,14.425184081649483,23.966823577850725,46.61287571693069,8.935956897890819,2.182926829268293,-226.2757318471614,0.0765245165751123,-0.0187013448239612,-0.1138171377178554,-0.0,-11575.30325857864,12,1,1,1,246,0.0671541116478384,129,117,12,246,12,Big Win (10 to 20),2024-11-15,11.199828,0.7980179359285944,0.8546099290780141,-425,330,0.8095238095238095,0.04508611955420461,True,True,1.0,0.23529411764705882,-0.011505873595215155
22400010,ORL,PHI,2024-11-15,2024-25,1485.527044832088,1367.8384601848552,117.6885846472328,-310.581303757386,0.09973079,-0.000755288215266,2.2495002741723056,-0.0048214058377086,-0.0154207971498347,-0.3390743948471453,-3.468045670190044,2.3735854622171164,0,16.544716909986068,25.321847407880725,50.66634937146112,8.935956897890819,2.207317073170732,-183.0127099159281,-0.0202422029875433,0.0095116123263271,-0.044724669139148,-0.0,21612.350703026063,12,1,1,1,184,-0.0849229940504724,98,86,12,184,12,Big Win (10 to 20),2024-11-15,6.781875,0.6933455335695182,0.70506454816286,-166,130,0.6240601503759399,0.08100439778692015,True,True,1.0,0.6024096385542169,0.06928538319357835
