game_id,home_team,away_team,date,season,home_composite_elo,away_composite_elo,off_elo_diff,def_elo_diff,net_fatigue_score,ewma_efg_diff,ewma_pace_diff,ewma_tov_diff,ewma_orb_diff,ewma_vol_3p_diff,injury_impact_diff,injury_shock_diff,star_mismatch,ewma_chaos_home,ewma_foul_synergy_home,total_foul_environment,league_offensive_context,season_progress,pace_efficiency_interaction,projected_possession_margin,three_point_matchup,net_free_throw_advantage,star_power_leverage,offense_vs_defense_matchup,target_spread,target_spread_cover,target_moneyline_win,target_over_under,target_game_total,injury_matchup_advantage,home_score,away_score,actual_spread,total_points,margin_target,margin_bin,game_date,predicted_margin,raw_prob,calibrated_prob,home_ml_odds,away_ml_odds,market_prob,edge,is_favorite,won,stake,profit,raw_edge
22400425,PHX,DAL,2024-12-27,2024-25,1429.973487926427,1370.1455756751238,59.82791225130313,-92.78148144440912,0.02108114,-0.0025087718138754,-2.8424327917204124,0.0017626940239205,-0.0236334341251316,-0.974629020874012,-4.146662326854514,-6.246240311427783,0,13.236804859736235,25.27612449622568,53.56629503629048,8.935956897890819,5.5,-322.9739860865129,-0.0218707401012111,-0.0014182714262886,-0.1040239773796687,-0.0,-5539.645078564901,-9,0,0,1,187,0.1156102036740231,89,98,-9,187,-9,Close Loss (-10 to -5),2024-12-27,5.7576237,0.6660504210377878,0.70506454816286,-115,-105,0.5348837209302325,0.1701808272326275,True,False,1.0,-1.0,0.13116670010755527
22400431,GSW,PHX,2024-12-28,2024-25,1563.4846697518835,1427.784450327355,135.70021942452854,-124.617369604631,0.14007959,-0.0428942967016369,2.6114568264051883,0.0085112154980542,0.0610363833761619,4.629842418190087,0.0,2.0365471546802443,0,13.348962220652998,21.161749061744985,45.81061292076672,8.935956897890819,5.560975609756097,128.7719115580312,0.0695475988742161,-0.2495376033909385,-0.083902597314504,0.0,-18273.48066167431,4,1,1,1,214,-0.0486816231854765,109,105,4,214,4,Tight Win (0 to 5),2024-12-28,7.2135944,0.7045477153040811,0.7384615384615385,-238,195,0.7041420118343196,0.03431952662721893,True,True,1.0,0.42016806722689076,0.0004057034697615425
22400437,BOS,IND,2024-12-29,2024-25,1601.4674979006827,1545.6434294424485,55.82406845823425,-242.37836348785663,0.1099575399999999,-0.0019005541673788,0.876327083464659,0.004414689099413,0.0506879334515274,12.077082077688424,6.5742725172334175,2.515602595865338,0,13.533133326453964,22.891415887088463,45.34461988796125,8.935956897890819,5.682926829268292,-146.55483655385478,0.0551026225509404,-0.1155714972031239,-0.1304226355665222,0.0,57068.55119708384,-9,0,0,1,237,-0.006703851704009,114,123,-9,237,-9,Close Loss (-10 to -5),2024-12-29,5.174145,0.6500867894904091,0.6767676767676768,-175,135,0.6363636363636364,0.04040404040404044,True,False,1.0,-1.0,0.013723153126772747
22400448,SAC,DAL,2024-12-30,2024-25,1509.704023570039,1370.7306587318867,138.9733648381523,-184.4833280346752,0.1099575399999999,-0.0250136503132881,0.8542357764126933,0.0217480909167086,0.0188290411286893,-0.415075035215942,-12.938828536874595,-8.513183978105504,-1,15.486278680445508,22.042421513901584,49.45150139213693,8.935956897890819,5.817073170731708,108.3353487089812,0.0405771320453978,0.0201547206093397,-0.0600273883612696,12.938828536874595,-23065.35882301687,10,1,1,1,210,0.0670292902934541,110,100,10,210,10,Close Win (5 to 10),2024-12-30,8.69588,0.7415007789512909,0.7874632713026445,-250,205,0.7142857142857143,0.07317755701693018,True,True,1.0,0.4,0.02721506466557655
22400460,HOU,DAL,2025-01-01,2024-25,1527.436509563096,1366.27905915468,161.15745040841605,-158.04664256615342,0.01999554,-0.0310515361369213,-0.8491882443158971,0.0043968790348814,0.1100601977865108,2.032523338743097,-7.608470619035403,-6.562910974791718,0,12.199077790856505,22.31264862702609,51.74005282102191,8.935956897890819,5.963414634146342,-119.03059657520248,0.1144570768213922,-0.1185149158872089,-0.0313279128279408,-0.0,-27800.55666135985,11,1,1,1,209,0.0950457832205205,110,99,11,209,11,Big Win (10 to 20),2025-01-01,9.031639,0.7495258546019993,0.7874632713026445,-205,170,0.6721311475409836,0.11533212376166091,True,True,1.0,0.4878048780487805,0.0773947070610157
22400461,DEN,ATL,2025-01-01,2024-25,1582.2348423611325,1529.411166479254,52.82367588187845,-115.16363293699578,0.40043847,0.0159481828645916,-2.4101684091151725,0.0256109657189017,-0.0039630268261022,-6.693672289902715,-11.1342534723292,-4.769976991176285,-1,15.388119639924549,27.37461880355173,57.97788745537011,8.935956897890819,5.975609756097561,-198.11632015195664,0.0216479388927995,0.0778164791720792,-0.0704763617183423,11.1342534723292,-1871.8524572667848,19,1,1,1,259,-0.0077825479725415,139,120,19,259,19,Big Win (10 to 20),2025-01-01,7.8823676,0.7215189320147681,0.7722419928825622,-285,230,0.7402597402597403,0.03198225262282195,True,True,1.0,0.3508771929824561,-0.01874080824497215
22400467,GSW,PHI,2025-01-02,2024-25,1561.4380734166723,1365.8514894847997,195.5865839318726,-189.29673544005823,0.35250543,-0.0786084698705857,2.654720982062329,0.0091787082576404,0.0581113322361773,5.027836313379794,15.0,20.888118786005226,1,13.517036608821126,21.80210366745748,51.05559786932984,8.935956897890819,6.048780487804878,307.3391790020587,0.0672900404938177,-0.385925454685999,-0.0105705845507875,15.0,-42731.84839447678,34,1,1,1,244,-0.3460885914606689,139,105,34,244,34,Blowout Win (>20),2025-01-02,10.1710005,0.7757441822036445,0.7874632713026445,-162,136,0.6183206106870229,0.16914266061562155,True,True,1.0,0.6172839506172839,0.15742357151662156
22400469,DET,CHA,2025-01-03,2024-25,1539.9853748888358,1348.828255081984,191.15711980685185,67.17721382540822,0.0654146199999999,0.0770393350272936,0.4419364248262951,0.0032482233642806,0.0084111706148944,-1.4378471019581551,-12.272318212699275,-3.939233628106158,-1,12.853249548163625,22.02982038812669,46.21840527527976,8.935956897890819,6.097560975609756,103.17860823069384,0.011659393979175,-0.1064486863817327,-0.1376971386553793,12.272318212699275,26870.885530163287,4,1,1,1,192,-0.0368896894683574,98,94,4,192,4,Tight Win (0 to 5),2025-01-03,11.2049465,0.7981253327199539,0.8546099290780141,-260,195,0.7222222222222222,0.13238770685579193,True,True,1.0,0.38461538461538464,0.07590311049773169
22400473,OKC,NYK,2025-01-03,2024-25,1648.9169005157198,1529.776015068658,119.14088544706192,-67.63838744182726,-0.1924303,-0.0257314601915981,1.85759719894412,0.0193409788841763,-0.0290744402648452,4.096444096104548,0.7740148373733877,-0.4710199471506131,0,10.20257294690129,20.948382924432742,48.35843325541192,8.935956897890819,6.121951219512195,-14.9783782312943,-0.0097334613806689,-0.0798519791766524,-0.0627380527721102,0.0,-11140.893670176962,10,1,1,1,224,0.0175496794000217,117,107,10,224,10,Close Win (5 to 10),2025-01-03,5.4107475,0.656594068377401,0.6875,-192,160,0.6575342465753424,0.02996575342465757,True,True,1.0,0.5208333333333334,-0.0009401781979414547
22400475,DEN,SAS,2025-01-03,2024-25,1579.0380554750905,1488.131839538219,90.90621593687138,-115.75733244168282,0.40043847,0.0654237203771203,4.371824951682527,0.0030438192012865,-0.0076831812131137,-8.900368175176787,1.8026788763512256,1.4492116550835288,0,15.02167916712376,26.47820661131861,51.71071830792817,8.935956897890819,6.134146341463414,540.9149346700133,-0.0046393620118272,-0.4706077117242552,-0.1287140105284124,0.0,-15893.616747493254,-3,0,0,1,223,-0.0199915841750102,110,113,-3,223,-3,Tight Loss (-5 to 0),2025-01-03,8.470231,0.7360335894994036,0.7874632713026445,-225,185,0.6923076923076923,0.0951555789949522,True,False,1.0,-1.0,0.04372589719171127
22400480,IND,PHX,2025-01-04,2024-25,1568.286909612586,1437.6301869589074,130.65672265367857,-41.64022680660696,0.0654146199999999,0.0404620042213084,0.8912469402168455,0.0278263293277806,-0.015817018642971,1.1684987121714343,-8.791250433288715,-2.4874436945016862,0,15.235175184248352,24.07139678232664,49.06540135074486,8.935956897890819,6.2073170731707314,131.69790468428846,0.0120093106848096,0.032507600394902,-0.1273555900240897,-0.0,-9976.034231429458,18,1,1,1,234,-0.011986638197969,126,108,18,234,18,Big Win (10 to 20),2025-01-04,8.535553,0.7376223097765443,0.7874632713026445,-188,145,0.6527777777777778,0.1346854935248667,True,True,1.0,0.5319148936170213,0.08484453199876651
22400486,LAC,ATL,2025-01-04,2024-25,1599.973707023874,1505.495473515578,94.47823350829594,-255.16989382723136,0.35359103,-0.0126805106683928,-5.382538511919307,-0.0359418013152778,-0.035495276298479,-1.4421536510636273,14.32326807891517,14.32326807891517,1,20.970647130039445,23.765997767383904,50.61380506344432,8.935956897890819,6.2682926829268295,95.73385412184234,-0.0714370776137568,0.0027961729066097,-0.0724307848238596,14.32326807891517,19235.93123132169,26,1,1,1,236,-0.1946622004810446,131,105,26,236,26,Blowout Win (>20),2025-01-04,8.455486,0.7356743103735807,0.7874632713026445,-238,195,0.7041420118343196,0.08332125946832492,True,True,1.0,0.42016806722689076,0.031532298539261094
22400490,ORL,UTA,2025-01-05,2024-25,1478.4416623837892,1392.5952235196405,85.8464388641487,-399.1415313863067,0.26471463,-0.0543894774214556,-5.91415894635081,0.0066652378329848,0.0169332843260268,-2.50917698447892,0.0,-0.9946674630132986,0,10.92346050817616,24.118514832865987,46.617542551675335,8.935956897890819,6.329268292682927,501.4294232166421,0.0235985221590116,0.178270500113466,-0.0882149954780703,0.0,67777.40862876263,-13,0,0,1,197,0.0237765310358698,92,105,-13,197,-13,Big Loss (-20 to -10),2025-01-05,8.543179,0.7378074484540594,0.7874632713026445,-210,160,0.6774193548387096,0.11004391646393485,True,False,1.0,-1.0,0.0603880936153498
22400491,HOU,LAL,2025-01-05,2024-25,1527.637528390787,1483.5080624682928,44.12946592249432,51.99960143064936,0.1099575399999999,-0.0522894191253393,0.1401218027533843,2.310977837358119e-05,0.0534684921718104,1.399754148276564,-8.915348481126742,-1.3093056587083414,0,12.173604967089116,21.223046633067568,47.329324052503,8.935956897890819,6.341463414634147,2.621289194219429,0.0534916019501839,-0.0751135090449626,-0.0546539366016984,-0.0,9114.29557385982,4,1,1,1,234,-0.0411573946403528,119,115,4,234,4,Tight Win (0 to 5),2025-01-05,4.773037,0.638954626881123,0.6767676767676768,-175,135,0.6363636363636364,0.04040404040404044,True,True,1.0,0.5714285714285714,0.00259099051748668
22400501,SAC,MIA,2025-01-06,2024-25,1511.4541676664978,1470.7919423589262,40.66222530757159,13.15865668746801,-0.1924303,0.0011722051021693,3.778934200429944,0.0174626951234463,0.0887800134154142,2.6402648215277296,-12.55070435484238,-10.60780431833608,-1,16.56510409518185,23.284508013396405,53.26103982580045,8.935956897890819,6.414634146341464,62.93909712552795,0.1062427085388604,0.0192175851907575,-0.0636590192789439,12.55070435484238,567.8720316177848,5,1,1,1,241,0.1202533801337017,123,118,5,241,5,Tight Win (0 to 5),2025-01-06,2.9406836,0.5867244171056029,0.6140350877192983,-142,120,0.5867768595041323,0.02725822821516599,True,True,1.0,0.704225352112676,-5.2442398529417567e-05
22400499,MEM,DAL,2025-01-06,2024-25,1598.7075041218743,1368.3482474341697,230.3592566877046,-164.85911708592585,0.03302113,0.008923825601386,8.481061406663187,-0.0212340590037874,0.0525037022649341,-0.1663719312822493,0.0,1.853646515864492,0,15.214141024233449,27.73005606253213,56.0094280785773,8.935956897890819,6.426829268292683,1913.8492281753752,0.0312696432611467,-0.0029410714070966,-0.0992737967101547,0.0,-57862.77650460546,15,1,1,1,223,-0.0443095663152248,119,104,15,223,15,Big Win (10 to 20),2025-01-06,9.879122,0.769180027503021,0.7874632713026445,-198,164,0.6644295302013423,0.12303374110130216,True,True,1.0,0.5050505050505051,0.10475049730167862
22400516,MIL,SAS,2025-01-08,2024-25,1558.441579737332,1458.5021111384556,99.93946859887636,-76.3456105384762,0.02108114,0.0443180377554461,1.5403589097710864,-0.0101266743643714,-0.0465713159124576,-0.9295139481931828,12.936932348680424,0.5075739958974577,1,11.814952736168468,20.218353173914466,40.313038664199766,8.935956897890819,6.646341463414634,226.58310108050864,-0.0566979902768289,-0.057306615765177,-0.1839231812949205,12.936932348680424,-9356.740254458824,16,1,1,1,226,0.1243214003997929,121,105,16,226,16,Big Win (10 to 20),2025-01-08,6.789931,0.6935562705849396,0.70506454816286,-175,145,0.6363636363636364,0.06870091179922366,True,True,1.0,0.5714285714285714,0.05719263422130327
22400520,MEM,HOU,2025-01-09,2024-25,1599.0874047506484,1532.4906456017095,66.59675914893887,-6.812474519772422,0.01999554,0.0250405097909444,9.64259633189171,-0.0436061186274346,-0.048555754411347,-1.9395083711029244,8.915348481126742,4.781708919735738,0,15.25783788228546,29.98251410966341,51.34333314971381,8.935956897890819,6.7317073170731705,539.1651330965688,-0.0921618730387816,-0.0756575412359045,-0.1609715491132687,0.0,-1192.743113302369,-4,0,0,1,234,-0.041846932911246,115,119,-4,234,-4,Tight Loss (-5 to 0),2025-01-09,3.9797978,0.6165977113086994,0.6291793313069909,-142,120,0.5867768595041323,0.04240247180285861,True,False,1.0,-1.0,0.029820851804567172
22400530,CHI,WAS,2025-01-10,2024-25,1528.355722790223,1340.0051057910932,188.35061699912944,-121.96782959374627,0.1099575399999999,0.0160847058340604,3.2655755857474134,0.0268871061641159,-0.0525624456095578,3.717915799724935,-10.309837163259347,-8.905687318253337,-1,13.747905285418652,18.09494435535522,37.43914118905123,8.935956897890819,6.804878048780488,822.7105841500679,-0.0256753394454419,0.0088186943632973,-0.1737291003787262,10.309837163259347,-30687.987788268787,33,1,1,1,243,0.097777503029719,138,105,33,243,33,Blowout Win (>20),2025-01-10,11.15652,0.7971078826391778,0.8546099290780141,-520,390,0.8387096774193549,0.01590025165865927,True,True,1.0,0.19230769230769232,-0.041601794780177115
22400544,ORL,PHI,2025-01-12,2024-25,1480.7479334740267,1360.3267612880952,120.42117218593148,-310.581303757386,0.01085439,-0.0404288592403236,-2.00117596375027,-0.0229774868816525,0.0381364394307474,0.9726093189391136,-3.19511413328396,-2.348817001172149,0,11.044138371481091,23.66840138204077,52.13793789789981,8.935956897890819,6.939024390243903,103.4811948447218,0.0151589525490948,-0.0490386640821334,-0.0291544681534592,-0.0,21612.350703026063,5,1,1,1,203,0.0301794290348203,104,99,5,203,5,Tight Win (0 to 5),2025-01-12,6.6250787,0.6892310937971922,0.70506454816286,-140,110,0.5833333333333334,0.12173121482952665,True,True,1.0,0.7142857142857143,0.10589776046385879
22400557,CHI,NOP,2025-01-14,2024-25,1526.478884053345,1376.1028599367214,150.3760241166235,-63.18179895977619,0.02108114,0.033986355723635,3.363860009167439,0.0007921733308755,-0.0538030011369089,1.8782774984577344,-6.309314556134543,-0.7288951615277419,0,14.881183624047903,18.19717819030823,42.41612698191408,8.935956897890819,7.097560975609756,737.3682142653488,-0.0530108278060333,0.0433863288739962,-0.1623886610446296,-0.0,-16205.987660605506,-6,0,0,1,232,-0.0338522894565462,113,119,-6,232,-6,Close Loss (-10 to -5),2025-01-14,8.571229,0.7384879213141466,0.7874632713026445,-125,105,0.5555555555555556,0.2319077157470889,True,False,1.0,-1.0,0.18293236575859106
22400558,MIL,SAC,2025-01-14,2024-25,1558.3369809598623,1510.7438413819746,47.59313957788777,104.77318122233874,0.02108114,0.0168296403549923,0.3760146709101235,-0.0180003249796664,-0.0431446103624317,-2.3261140330427708,13.100927130643282,5.171693842113221,1,14.377413307721689,21.070761705013737,42.02165529132811,8.935956897890819,7.109756097560975,38.838558931408784,-0.0611449353420981,-0.0314526581343208,-0.1626305769638275,13.100927130643282,21186.193373177422,15,1,1,1,245,0.0141630651888635,130,115,15,245,15,Big Win (10 to 20),2025-01-14,4.308773,0.6259217176630301,0.6567164179104478,-135,114,0.574468085106383,0.08224833280406474,True,True,1.0,0.7407407407407407,0.05145363255664703
22400560,POR,BKN,2025-01-14,2024-25,1577.9138054984617,1381.6092902985283,196.3045151999333,-215.67931340243624,0.01999554,0.0474294814621618,0.8196961782976615,-0.0065829349152662,0.019848575866657,-1.6091110874597732,-8.211129794640929,0.2728415169163787,0,13.568764284581198,19.680885101539143,45.213707302948,8.935956897890819,7.134146341463414,11.802348467456568,0.0132656409513908,-0.0742987051424336,-0.1041519449255448,-0.0,-41415.00638157367,-18,0,0,1,246,-0.0732538554614159,114,132,-18,246,-18,Big Loss (-20 to -10),2025-01-14,9.428053,0.7588279808353613,0.7874632713026445,-205,170,0.6721311475409836,0.11533212376166091,True,False,1.0,-1.0,0.08669683329437772
22400566,NOP,DAL,2025-01-15,2024-25,1374.9789512562038,1364.7052299936745,10.273721262529309,-25.38873327001488,0.14007959,0.0116336186872909,1.163650277136071,0.012092238774324,0.0205385740556295,5.77386747737485,0.0,0.5267774590855794,0,9.513879874328763,24.76922240233404,51.00178111221712,8.935956897890819,7.146341463414634,162.10230157771937,0.0326308128299535,0.056311471176996,-0.1011441747312749,0.0,-278.4513594306982,3,1,1,1,235,-0.0125920883819816,119,116,3,235,3,Tight Win (0 to 5),2025-01-15,3.4034867,0.6001027334455682,0.6165228113440195,-118,-102,0.5412844036697247,0.0752384076742948,True,True,1.0,0.847457627118644,0.05881832977584345
22400568,DEN,HOU,2025-01-15,2024-25,1572.841906759554,1530.932967624832,41.90893913472223,38.924773850610336,0.1647602899999999,0.036211244680844,0.7527276851032241,0.0018333343270426,-0.1054311100927545,-4.539381237636924,-6.084651518873258,-7.663055896691513,-1,13.712828137416285,24.64375031489284,52.30357063727203,8.935956897890819,7.23170731707317,50.16198805060094,-0.1035977757657119,0.0107685930397695,-0.0972747749389101,6.084651518873258,6464.603261119127,-20,0,0,1,236,0.1024117252606309,108,128,-20,236,-20,Blowout Loss (<-20),2025-01-15,5.506541,0.6592156505981661,0.6875,-125,105,0.5555555555555556,0.13194444444444442,True,False,1.0,-1.0,0.10366009504261053
22400574,OKC,CLE,2025-01-16,2024-25,1655.8504481482285,1591.411405015755,64.43904313247344,-126.43435774617456,0.02108114,0.0050464268206326,0.5343486985722024,-0.0105328465142549,-0.0285685905005383,-8.618620123733798,6.319688696297258,0.423957225938723,1,11.21544211532052,23.0402508184482,48.186377421149054,8.935956897890819,7.280487804878049,-35.49596675446128,-0.0391014370147932,-0.1336159664376216,-0.1336547211804124,6.319688696297258,942.6957268273871,20,1,1,1,248,0.0725418365059685,134,114,20,248,20,Big Win (10 to 20),2025-01-16,4.0203905,0.6177519938251076,0.6291793313069909,-135,114,0.574468085106383,0.054711246200607855,True,True,1.0,0.7407407407407407,0.04328390871872456
22400584,CHI,CHA,2025-01-17,2024-25,1524.6020453164672,1348.137604188962,176.4644411275051,55.96143047929627,0.01085439,0.0342133174625729,2.5602793941574618,0.0139715562841104,-0.0442946050782392,-0.9342095854921908,1.9412228516693748,1.1690113686541004,0,14.907382584689902,15.958764525051864,41.3339321361334,8.935956897890819,7.426829268292683,571.7434547378748,-0.0303230487941288,-0.0393895125009415,-0.10519746228723,0.0,22384.572191718507,-2,0,0,1,248,-0.0121677296407906,123,125,-2,248,-2,Tight Loss (-5 to 0),2025-01-17,10.123793,0.7746897438670046,0.7874632713026445,-170,142,0.6296296296296297,0.15783364167301484,True,False,1.0,-1.0,0.14506011423737497
22400596,LAC,LAL,2025-01-19,2024-25,1631.5132293268118,1470.7225578947932,160.7906714320186,-49.08188560897588,0.01999554,0.00518158771905,5.106882162492454,-0.029000632735346,-0.0382245259100449,-4.519990018362215,0.0,3.985387077363775,0,23.84544080885109,28.926990681928128,53.157603123179456,8.935956897890819,7.573170731707317,93.871868566167,-0.0672251586453909,0.004542251114372,-0.1197566158432023,0.0,-12256.58187526058,14,1,1,1,218,-0.0952666926973036,116,102,14,218,14,Big Win (10 to 20),2025-01-19,7.8364353,0.7203686671033932,0.7675840978593272,-218,180,0.6855345911949685,0.08204950666435873,True,True,1.0,0.45871559633027525,0.03483407590842469
22400611,LAC,CHI,2025-01-20,2024-25,1627.6580229975395,1526.6335743467127,101.0244486508268,-170.5575973759876,0.15030634,0.0249237879368237,-2.811777649476653,-0.0055323033127234,-0.0164454370632006,-4.055193743439801,0.0,-4.885235790161131,0,23.947086648429043,26.52837438467095,45.2463089597226,8.935956897890819,7.658536585365853,91.29314742462611,-0.021977740375924,-0.0856599276364802,-0.1758741007665613,0.0,2920.5469814075955,-13,0,0,1,211,0.1167766763280116,99,112,-13,211,-13,Big Loss (-20 to -10),2025-01-20,8.502835,0.7368271808423383,0.7874632713026445,-238,195,0.7041420118343196,0.08332125946832492,True,False,1.0,-1.0,0.032685169008018766
22400625,OKC,DAL,2025-01-23,2024-25,1639.7114025497424,1371.50240323772,268.20899931202234,-268.8677620506264,0.15030634,0.0443889157964247,0.0370431510593221,0.0204823147568455,0.018803751542008,5.67870907081673,-6.959401972063517,-0.77240975623981,0,10.569249288682512,19.95838282078899,46.13363966388967,8.935956897890819,7.890243902439025,5.844842003733497,0.0392860662988535,0.3666112194217144,-0.1194192130853177,-0.0,-82246.3498659923,-6,0,0,1,236,-0.0380953770138037,115,121,-6,236,-6,Close Loss (-10 to -5),2025-01-23,13.427582,0.841481404660706,0.8810572687224669,-650,470,0.8666666666666667,0.014390602055800228,True,False,1.0,-1.0,-0.025185262005960718
22400626,DEN,SAC,2025-01-23,2024-25,1584.186402907845,1512.481967366036,71.70443554180883,65.36145931913211,0.6219052199999999,0.0561360203019704,-3.303551747926789,-0.0416031114682777,0.0122539824418957,-5.534460903384424,0.0,-4.114212654444317,0,15.044190310723376,27.66918929754559,52.6302830526039,8.935956897890819,7.926829268292683,-347.18978175273514,-0.029349129026382,-0.2545062924733476,-0.1616932382206675,0.0,14180.40226311656,9,1,1,1,255,0.0983461392918369,132,123,9,255,9,Close Win (5 to 10),2025-01-23,9.210342,0.7537426412708865,0.7874632713026445,-310,250,0.7560975609756098,0.031365710327034724,True,True,1.0,0.3225806451612903,-0.002354919704723235
22400628,GSW,CHI,2025-01-23,2024-25,1546.9958089540623,1539.2376931820186,7.758115772043766,-128.82831881924903,-0.17026356,-0.0011952331663895,-3.3944240172660045,-0.0036902231811351,0.0384553632372708,6.561700047491499,-5.725923016260717,-11.564428235975612,-1,18.069199811892755,18.262810748640145,38.65773904374692,8.935956897890819,7.951219512195122,135.13077158149918,0.0347651400561357,0.1811910803799004,-0.162401708594903,5.725923016260717,7874.266252257139,25,1,1,1,237,0.1985855161996101,131,106,25,237,25,Blowout Win (>20),2025-01-23,3.1416569,0.5925473330925196,0.6165228113440195,-135,114,0.574468085106383,0.04205472623763651,True,True,1.0,0.7407407407407407,0.018079247986136582
22400641,NYK,SAC,2025-01-25,2024-25,1531.734775976354,1506.6058697071198,25.12890626923422,-16.746046574123966,0.10778634,0.0022508094011,-6.669447846710838,-0.0273620268999658,0.0456700373753569,-3.785886512236857,-0.3469854688609306,-9.146471539195897,0,15.271516408695396,23.872926429245904,47.4949156260088,8.935956897890819,8.085365853658537,251.30767799755995,0.0183080104753911,0.0867459673638331,-0.1059409453990723,-0.0,-270.6079308445074,23,1,1,1,263,0.2158173047675059,143,120,23,263,23,Blowout Win (>20),2025-01-25,6.1888742,0.6776609470645076,0.70506454816286,-192,160,0.6575342465753424,0.04753030158751759,True,True,1.0,0.5208333333333334,0.020126700489165206
22400642,CHI,PHI,2025-01-25,2024-25,1537.8949621421705,1371.6488636382628,166.24609850390766,-60.4684166208092,0.26471463,-0.0312598656049193,3.752366174022995,-0.007090704629199,-0.0317134755129885,-0.2776680249578902,-9.274076983739285,0.3123895173762152,0,14.61247358288549,22.38573106544601,46.2508485373942,8.935956897890819,8.121951219512194,831.7260735567706,-0.0388041801421875,0.0116474891504163,-0.111385960571306,-0.0,-17346.102202952185,-12,0,0,1,206,-0.0828377826702102,97,109,-12,206,-12,Big Loss (-20 to -10),2025-01-25,11.00376,0.7938783525169333,0.7874632713026445,-166,140,0.6240601503759399,0.16340312092670461,True,False,1.0,-1.0,0.1698182021409934
22400644,GSW,LAL,2025-01-25,2024-25,1550.4078407383186,1489.2914441579492,61.11639658036938,-7.352607052237317,0.01085439,-0.0167371444287293,3.1034305368967665,-0.013637298809778,0.0839041355081656,11.16821350907138,-0.1748960881615318,1.5847416467042237,0,19.275596755046465,17.448768912146456,40.825115546744925,8.935956897890819,8.146341463414634,18.441173153902128,0.0702668366983876,0.1465678955339504,-0.146134623881283,-0.0,-1512.566320274664,-10,0,0,1,226,-0.0393030448313065,108,118,-10,226,-10,Big Loss (-20 to -10),2025-01-25,4.6963363,0.6368120961253956,0.6767676767676768,-105,-115,0.5121951219512195,0.16457255481645727,True,False,1.0,-1.0,0.12461697417417605
22400652,MIA,ORL,2025-01-27,2024-25,1487.911371307019,1490.2308926445726,-2.319521337553624,141.04143464422464,0.02108114,0.0562988133274015,-0.6505047831994659,0.0052844123588412,-0.075099373896301,4.750830468728729,0.5250631003997626,-0.1276323412715569,0,15.686480023457008,21.07545725837177,52.07652114944244,8.935956897890819,8.24390243902439,30.08087529480292,-0.0698149615374598,0.3236444544968677,-0.0609985704561349,0.0,24097.59703341728,6,1,1,1,244,0.0073181113027041,125,119,6,244,6,Close Win (5 to 10),2025-01-27,2.0233595,0.5599221913395399,0.5486935866983375,-105,-115,0.5121951219512195,0.03649846474711793,True,True,1.0,0.9523809523809523,0.04772706938832039
22400654,TOR,NOP,2025-01-27,2024-25,1426.891805626626,1349.4781555729169,77.41365005370903,-57.411634219050256,0.1099575399999999,0.0373732912246157,-0.3966296902241737,-0.0330196330523343,-0.0345854367893109,-8.384582273240717,-5.302218402122438,4.732570322252208,0,17.91727812828488,25.7754214643294,55.24283320665728,8.935956897890819,8.329268292682928,-48.66016198342095,-0.0676050698416452,-0.2522047011422487,-0.0924367700082954,-0.0,-2246.0524697048645,9,1,1,1,217,-0.1562184899371658,113,104,9,217,9,Close Win (5 to 10),2025-01-27,4.595559,0.6339905006694166,0.6767676767676768,-115,-105,0.5348837209302325,0.1418839558374443,True,True,1.0,0.8695652173913043,0.09910677973918414
22400676,MEM,HOU,2025-01-30,2024-25,1603.28520076746,1529.0988576385812,74.18634312887866,-6.812474519772422,0.10887194,0.0298972676757295,3.2385583642191733,-0.013107188469945,0.0161179148766287,1.19587682718565,-0.2722040249066229,-4.144883550574924,0,17.871218584198743,23.7473583100702,51.16695435369428,8.935956897890819,8.548780487804878,240.83441230756853,0.0030107264066837,0.0131581048853876,-0.1109292113044929,-0.0,-1192.743113302369,1,1,1,1,239,0.0968670942825268,120,119,1,239,1,Tight Win (0 to 5),2025-01-30,6.177879,0.677367001758487,0.70506454816286,-155,130,0.6078431372549019,0.0972214109079581,True,True,1.0,0.6451612903225806,0.06952386450358505
22400685,GSW,PHX,2025-01-31,2024-25,1560.6439360910863,1435.625237474478,125.01869861660862,-124.617369604631,0.01085439,-0.0273269529672877,1.3895874996694886,0.0083887159202686,0.0428212118732181,8.744701846637525,9.710224968234945,6.397770926377218,1,16.782339550535667,23.10672002937548,47.08609755254018,8.935956897890819,8.621951219512194,78.74106532627252,0.0512099277934867,-0.1253030528897234,-0.1239825074170485,9.710224968234945,-18273.48066167431,-25,0,0,1,235,-0.0427013179072756,105,130,-25,235,-25,Blowout Loss (<-20),2025-01-31,6.2699533,0.6798250503259747,0.70506454816286,-105,-115,0.5121951219512195,0.1928694262116405,True,False,1.0,-1.0,0.1676299283747552
22400691,OKC,SAC,2025-02-01,2024-25,1647.509077955695,1496.2929206761078,151.21615727958715,-84.38443401595123,0.04216228,-0.0042148449259584,0.4538801853970398,0.0033559298688024,0.0215576579254026,1.0264248895176564,14.43055373064004,10.178375850729823,1,12.058892012906798,23.45186097816877,44.94567057463695,8.935956897890819,8.731707317073171,14.08779047524763,0.0249135877942049,0.0106306000295221,-0.1343342992663642,14.43055373064004,-15262.789522311845,34,1,1,1,254,-0.094710786166934,144,110,34,254,34,Blowout Win (>20),2025-02-01,7.9106975,0.7222272339997471,0.7722419928825622,-310,250,0.7560975609756098,0.016144431906952472,True,True,1.0,0.3225806451612903,-0.033870326975862675
